id,translated_france,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
10,"Même si un vaccin expérimental semble être capable de réduire la mortalité en Ebola, jusqu'à présent, aucun médicament n'a été clairement","Même si un vaccin expérimental semble jusqu'ici capable de réduire le taux de mortalité d'Ebola, aucun remède n'a encore été suffisamment efficace pour traiter l'infection existante.","Bien qu'un vaccin expérimental semble capable de réduire la mortalité due au virus Ebola, jusqu'à présent, aucun médicament n'a clairement démontré son efficacité pour traiter une infection existante.",0.889094889163971,0.8378905653953552,0.8627336621284485,0.9126295447349548,0.848361611366272,0.87932288646698
11,"Un cocktail d'anticorps, ZMapp, a d'abord été prometteur sur le terrain, mais des études officielles ont indiqué qu'il","Même si l'administration d'un cocktail d'anticorps, ZMapp, avait d'abord montré des signes prometteurs sur le terrain, des études formelles ont démontré que sa capacité à limiter les décès ne répondait pas aux attentes.","Un cocktail d'anticorps, ZMapp, a initialement montré des promesses dans ce domaine, mais des études formelles ont indiqué qu'il avait moins de bénéfices que prévu pour prévenir les décès.",0.8714632391929626,0.7929551601409912,0.8303576111793518,0.8804987668991089,0.8112682700157166,0.844467043876648
12,"Lors de l'essai sur le PALM, ZMapp a servi de témoin, ce qui signifie que les scientifiques l'ont utilisé comme base de référence","Dans l'essai PALM, le ZMapp a servi de témoin, ce qui signifie que les scientifiques l'ont utilisé comme base de référence et lui ont comparé les trois autres traitements.","Dans l'essai PALM, ZMapp a servi de témoin, ce qui signifie que les scientifiques l'ont utilisé comme référence et ont comparé les trois autres traitements à celui-ci.",0.9261221289634705,0.8723739385604858,0.8984449505805969,0.9063602685928345,0.8494349718093872,0.8769748210906982
13,USA Gymnastics soutient la lettre du Comité olympique des États-Unis et accepte le besoin absolu de la famille olympique de promouvoir,La Fédération américaine de gymnastique soutient la lettre du Comité olympique des États-Unis et accepte la nécessité absolue de la famille olympique de promouvoir un environnement sûr pour tous nos athlètes.,La Fédération américaine de gymnastique soutient la lettre du Comité olympique des États-Unis et accepte la nécessité absolue pour la famille olympique de promouvoir un environnement sûr pour tous nos athlètes.,0.8815386891365051,0.8329885601997375,0.8565762042999268,0.8741089105606079,0.8287100791931152,0.850804328918457
14,Nous sommes d'accord avec l'affirmation de l'USOC selon laquelle les intérêts de nos athlètes et clubs,"Nous sommes d'accord avec la déclaration de l'USOC (Comité olympique des États-Unis) selon laquelle les intérêts de nos athlètes et de nos clubs, ainsi que de leur sport, pourraient être mieux servis. Cela peut être fait en allant de l'avant et en procédant plutôt à des changements significatifs au sein de notre organisation, qu'à la révocation d'accréditation.","Nous sommes d'accord avec la déclaration de l'USOC selon laquelle les intérêts de nos athlètes et de nos clubs, ainsi que de leur sport, pourraient être mieux servis en avançant vers un changement significatif au sein de notre organisation, plutôt qu'en procédant à une décertification.",0.8868237137794495,0.695772647857666,0.7797663807868958,0.903904139995575,0.7302209138870239,0.8078325986862183
15,USA Gymnastics soutient une enquête indépendante qui pourrait mettre en lumière comment l'abus de la proportion décrite de façon si courageuse par les survivants,USA Gymnastics soutient une enquête indépendante qui pourrait faire la lumière sur la façon dont l’abus de la proportion décrite si courageusement par les survivants de Larry Nassar a pu passer inaperçu pendant si longtemps et adopte tout changement nécessaire et approprié.,La gymnastique américaine soutient une enquête indépendante qui pourrait éclairer comment les abus de la proportion décrite si courageusement par les survivants de Larry Nassar ont pu rester non détectés pendant si longtemps et adopte tous les changements nécessaires et appropriés.,0.8890063762664795,0.7820010185241699,0.8320775628089905,0.8605952262878418,0.7741712331771851,0.815098762512207
16,"USA Gymnastics et l’USOC ont le même objectif : rendre le sport de gymnastique, et d’autres, aussi sûr que possible","USA Gymnastics et l'USOC ont le même objectif : rendre la gymnastique, ainsi que d'autres sports, aussi sûrs que possible pour que les athlètes puissent poursuivre leurs rêves dans un environnement sûr, positif et responsabilisant.","La Fédération américaine de gymnastique et le Comité olympique et paralympique des États-Unis ont le même objectif : rendre le sport de la gymnastique, ainsi que d'autres sports, aussi sûr que possible pour que les athlètes puissent poursuivre leurs rêves dans un environnement sûr, positif et épanouissant.",0.8969274759292603,0.8092237710952759,0.8508214950561523,0.8595067262649536,0.7665722966194153,0.8103837370872498
17,"Tout au long des années 1960, Brzezinski a travaillé pour John F. Kennedy à titre de conseiller, puis pour l'administration Lyndon B. Johnson.","Tout au long des années 1960, Brzezinski a travaillé pour John F. Kennedy en tant que conseiller, puis pour l'administration de Lyndon B. Johnson.","Tout au long des années 1960, Brzezinski a travaillé pour John F. Kennedy en tant que conseiller, puis pour l'administration de Lyndon B. Johnson.",0.9822430610656738,0.9771353006362915,0.9796825647354126,0.9822431206703186,0.9771353006362915,0.9796825647354126
18,"Au cours des sélections de 1976, il conseillait Carter sur la politique étrangère, puis a été conseiller en sécurité nationale (NSA) de 1977 à 1981, succé","Lors des sélections de 1976, il a conseillé Carter en matière de politique étrangère, puis a été conseiller à la sécurité nationale (NSA) de 1977 à 1981, succédant à Henry Kissinger.","Lors des sélections de 1976, il a conseillé Carter en matière de politique étrangère, puis a été conseiller à la sécurité nationale (NSA) de 1977 à 1981, succédant à Henry Kissinger.",0.9065589904785156,0.8711229562759399,0.8884878158569336,0.9065589308738708,0.8711229562759399,0.8884877562522888
19,"En tant que NSA, il a aidé Carter à gérer diplomatiquement les affaires mondiales, comme les Accords de Camp David de 1978, à","Pendant son temps au sein de la NSA, il a aidé Carter à résoudre diplomatiquement des questions internationales telles que les accords de Camp David, en 1978, la normalisation des relations entre les États-Unis et la Chine à la fin des années 1970, la révolution iranienne et ses conséquences comme la prise d'otages en Iran, en 1979, et l'invasion des forces soviétiques en Afghanistan, en 1979.","En tant que conseiller à la sécurité nationale, il a aidé Carter à gérer diplomatiquement les affaires mondiales, telles que les Accords de Camp David en 1978 ; la normalisation des relations entre les États-Unis et la Chine à la fin des années 1970 ; la Révolution iranienne, qui a conduit à la crise des otages en Iran en 1979 ; et l'invasion soviétique en Afghanistan en 1979.",0.8327035307884216,0.7265303134918213,0.776002049446106,0.8975151181221008,0.7523419857025146,0.8185415863990784
20,"Le film, mettant en vedette Ryan Gosling et Emma Stone, a reçu des nominations dans toutes les grandes catégories.","Le film, avec Ryan Gosling et Emma Stone, a reçu des nominations dans toutes les grandes catégories.","Le film, avec Ryan Gosling et Emma Stone, a reçu des nominations dans toutes les grandes catégories.",0.9374265670776367,0.9771744012832642,0.9568878412246704,0.9374266266822815,0.9771744012832642,0.9568878412246704
21,Gosling et Stone ont reçu respectivement des nominations pour le meilleur actrice et actrice.,Golsling et Stone ont respectivement été nominés pour le Meilleur Acteur et la Meilleure Actrice.,Gosling et Stone ont reçu des nominations pour le meilleur acteur et la meilleure actrice respectivement.,0.8891189098358154,0.8759684562683105,0.8824946880340576,0.9642826914787292,0.9566724300384521,0.9604624509811401
22,"Les autres nominations comprennent la meilleure image, le directeur, la cinématographie, la conception des costumes, la rédaction du film, le score original, la conception de la production,","Parmi les autres nominations figurent celles du meilleur film, du meilleur réalisateur, de la meilleure cinématographie, des meilleurs costumes, du meilleur montage, de la meilleure musique originale, des meilleurs décors, du meilleur montage sonore, du meilleur mixage et du meilleur scénario original.","Les autres nominations incluent Meilleur Film, Meilleur Réalisateur, Meilleure Photographie, Meilleure Conception de Costumes, Meilleur Montage, Meilleure Musique Originale, Meilleure Direction Artistique, Meilleur Montage Sonore, Meilleur Mixage Sonore et Meilleur Scénario Original.",0.7982035875320435,0.8042135238647461,0.8011972904205322,0.7763595581054688,0.7611734867095947,0.7686914801597595
23,"Deux chansons du film, Audition (The Fools Who Dream) et City of Stars, ont reçu des nominations pour la meilleure chanson originale.","Deux chansons du film, Audition (The Fools Who Dream) et City of Stars, ont été nominées pour la meilleure chanson originale. Le studio Lionsgate a reçu 26 nominations — plus que tout autre studio.","Deux chansons du film, Audition (The Fools Who Dream) et City of Stars, ont reçu des nominations pour la meilleure chanson originale. Le studio Lionsgate a reçu 26 nominations, plus que tout autre studio.",0.953457236289978,0.8574471473693848,0.9029070734977722,0.9728543758392334,0.8752211332321167,0.9214587807655334
24,"la fin du dimanche, le président américain Donald Trump, dans une déclaration prononcée par le secrétaire de presse, a annoncé que les troupes américaines quitteraient","Tard dimanche, le président des États-Unis Donald Trump, dans une déclaration faite par l'intermédiaire du secrétaire de presse, a annoncé que les troupes américaines allaient se retirer de la Syrie.","Tard dimanche, le président américain Donald Trump, dans une déclaration faite par l'intermédiaire de la porte-parole, a annoncé que les troupes américaines quitteraient la Syrie.",0.8954029679298401,0.8554374575614929,0.8749640583992004,0.8893467783927917,0.8786352276802063,0.8839585781097412
25,L'annonce a été faite après que Trump ait eu une conversation téléphonique avec le Président turc Recep Tayyip Erdoan.,L’annonce a été faite après que M. Trump ait eu une conversation téléphonique avec le président turc Recep Tayyip Erdoğan.,L'annonce a été faite après que Trump a eu une conversation téléphonique avec le président turc Recep Tayyip Erdoğan.,0.9377007484436035,0.925971269607544,0.931799054145813,0.9564566612243652,0.9643466472625732,0.9603854417800903
26,"La Turquie prendrait également la garde des combattants iSIS capturés qui, selon la déclaration, les nations européennes ont refusé de rapatrier","La Turquie prendrait également en charge la garde des combattants d'ISIS capturés que, selon la déclaration, les nations européennes ont refusé de rapatrier.","La Turquie prendrait également la responsabilité de garder les combattants de l'ISIS capturés, ce que, selon le communiqué, les nations européennes ont refusé de rapatrier.",0.930507481098175,0.9120452404022217,0.9211839437484741,0.8958203196525574,0.8617990016937256,0.8784803748130798
27,"Cela confirme non seulement qu'au moins certains dinosaures avaient des plumes, théorie déjà répandue, mais fournit des détails les fossiles en","Cela confirme non seulement qu'au moins certains dinosaures avaient des plumes, une théorie déjà très répandue, mais fournit des détails que les fossiles ne peuvent généralement pas fournir, comme la couleur et la disposition tridimensionnelle.","Cela confirme non seulement qu'au moins certains dinosaures avaient des plumes, une théorie déjà répandue, mais fournit des détails que les fossiles ne peuvent généralement pas offrir, tels que la couleur et l'arrangement tridimensionnel.",0.9321193099021912,0.8359235525131226,0.8814045190811157,0.9328775405883789,0.82335364818573,0.8747004270553589
28,. Les scientifiques disent que le plumage de cet animal était brun de châtaignier sur le dessus et qu'il était pâ,Les scientifiques disent que le plumage de cet animal était brun châtain sur le dessus et de couleur pâle ou caroténoïde sur le dessous.,Les scientifiques disent que le plumage de cet animal était brun châtaignier sur le dessus avec un dessous pâle ou de couleur caroténoïde.,0.8409429788589478,0.8370959758758545,0.8390150666236877,0.8662270307540894,0.8396326303482056,0.8527225852012634
29,La découverte donne également un aperçu de l'évolution des plumes chez les oiseaux.,Cette découverte permet également de mieux comprendre l'évolution des plumes chez les oiseaux.,La découverte offre également un aperçu de l'évolution des plumes chez les oiseaux.,0.9091488122940063,0.9261608719825745,0.9175759553909302,0.9919832944869995,0.9919832944869995,0.9919832944869995
30,"Parce que les plumes de dinosaures ne possèdent pas un puits bien développé, appelé rachis, mais possèdent d'autres caractéristiques","Étant donné que les plumes de dinosaure n'ont pas une tige entièrement développée, que l'on appelle rachis, mais montrent cependant d'autres caractéristiques propres aux plumes – barbes et barbules – les chercheurs en ont déduit que le rachis était probablement un développement évolutif ultérieur à ces autres caractéristiques.","Parce que les plumes de dinosaure n'ont pas de tige bien développée, appelée rachis, mais possèdent d'autres caractéristiques des plumes – des barbes et des barbules – les chercheurs ont déduit que le rachis était probablement un développement évolutif ultérieur par rapport à ces autres caractéristiques.",0.8499162793159485,0.7276188135147095,0.7840269804000854,0.8833224773406982,0.7528284788131714,0.8128715753555298
31,"La structure des plumes suggère qu'elles n'ont pas été utilisées en vol, mais plutôt pour la régulation ou l'affichage","La structure des plumes suggère qu’elles n’étaient pas utilisées en vol mais plutôt pour la régulation ou l’affichage de la température. Les chercheurs ont suggéré que, même s’il s’agit de la queue d’un jeune dinosaure, l’échantillon montre un plumage d’adulte et non le duvet d’un poussin.","La structure des plumes suggère qu'elles n'étaient pas utilisées pour le vol mais plutôt pour la régulation de la température ou l'affichage. Les chercheurs ont suggéré que, bien que cela soit la queue d'un jeune dinosaure, l'échantillon montre un plumage adulte et non du duvet de poussin.",0.8371731042861938,0.6883646845817566,0.7555111646652222,0.8775119781494141,0.7516108751296997,0.8096965551376343
32,"Les chercheurs suggèrent que, même si c'est la queue d'un jeune dinosaure, l'échantillon montre le plumage adulte","Les scientifiques précisent qu'il s'agit certes de la queue d'un dinosaure juvénile, mais l'échantillon révèle un plumage appartenant à un individu adulte, et non à un jeune.","Les chercheurs ont suggéré que, même si c'est la queue d'un jeune dinosaure, l'échantillon montre un plumage adulte et non du duvet d'un poussin.",0.8606239557266235,0.8099063038825989,0.8344951868057251,0.9543540477752686,0.8928354978561401,0.9225704073905945
33,"Une bombe de voiture a été détonée au quartier général de la police à Gaziantep, en Turquie, hier matin, tuant deux","Une voiture piégée a explosé au siège de la police à Gaziantep, en Turquie, hier matin, tuant deux officiers de police et blessant plus de vingt autres personnes.","Une voiture piégée a explosé au siège de la police à Gaziantep, en Turquie, hier matin, tuant deux officiers de police et blessant plus de vingt autres personnes.",0.8648461103439331,0.808824360370636,0.8358976244926453,0.8648461103439331,0.808824360370636,0.8358976244926453
34,Le bureau du gouverneur a déclaré que dix-neuf des blessés étaient des policiers.,Le bureau du gouverneur a déclaré que dix-neuf des blessés étaient des officiers de police.,Le bureau du gouverneur a déclaré que dix-neuf des blessés étaient des policiers.,0.9686263799667358,0.9595552086830139,0.9640694260597229,0.9999998807907104,0.9999998807907104,0.9999998807907104
35,La police a indiqué qu'elle soupçonnait un militant présumé de Daesh (ISIL) responsable de l'attaque.,La police a déclaré soupçonner un militant présumé de Daesh (ÉI) comme le suspect à l'origine de cette attaque.,La police a déclaré qu'elle soupçonne un prétendu militant de Daesh (EI) d'être responsable de l'attaque.,0.8958755731582642,0.8864115476608276,0.8911184668540955,0.9280039668083191,0.9145994186401367,0.9212529063224792
36,Ils ont trouvé que le Soleil fonctionnait sur les mêmes principes de base que les autres étoiles : l'activité de toutes les,"Ils ont constaté que le Soleil fonctionnait selon les mêmes principes de base que les autres étoiles. L'activité de toutes les étoiles du système est déterminée par leur luminosité, leur rotation et rien d'autre.","Ils ont découvert que le Soleil fonctionnait selon les mêmes principes de base que les autres étoiles : l'activité de toutes les étoiles du système était déterminée par leur luminosité, leur rotation, et rien d'autre.",0.8846402168273926,0.765927791595459,0.821014940738678,0.9035035371780396,0.7722529172897339,0.8327382206916809
37,"La luminosité et la rotation sont utilisées ensemble pour déterminer le numéro Rossby d'une étoile, qui est lié au débit plasmatique.","La luminosité et la rotation sont utilisées conjointement afin de déterminer le nombre de Rossby d'une étoile, qui est lié au flux de plasma.","La luminosité et la rotation sont utilisées ensemble pour déterminer le nombre de Rossby d'une étoile, qui est lié au flux de plasma.",0.956108570098877,0.932897686958313,0.9443605542182922,0.9695175886154175,0.9620202779769897,0.9657543897628784
38,"Plus le nombre de Rossby est petit, moins l'étoile est active en ce qui concerne les inversations magnétiques.","En ce qui concerne les inversions magnétiques, plus le nombre de Rossby est petit, moins l’étoile est active .","Plus le nombre de Rossby est petit, moins l'étoile est active en ce qui concerne les inversions magnétiques.",0.9177758097648621,0.9141056537628174,0.915937066078186,0.9873321056365967,0.9873321056365967,0.9873321056365967
39,"Au cours de son voyage, Iwasaki a eu de nombreuses difficultés.","Au cours de son voyage, Iwasaki a eu des problèmes à de nombreuses occasions.","Lors de son voyage, Iwasaki a rencontré des problèmes à de nombreuses reprises.",0.966340184211731,0.9305112361907959,0.9480873346328735,0.9348565340042114,0.8877191543579102,0.9106783270835876
40,"Il a été volé par des pirates, attaqué au Tibet par un chien rabide, échappé au mariage au Népal et a","Il a été volé par des pirates, attaqué au Tibet par un chien enragé, a échappé à un mariage au Népal et a été arrêté en Inde.","Il a été volé par des pirates, attaqué au Tibet par un chien enragé, a échappé à un mariage au Népal et a été arrêté en Inde.",0.9206713438034058,0.8956142663955688,0.9079699516296387,0.9206713438034058,0.8956142663955688,0.9079699516296387
41,"La norme 802.11n fonctionne à la fois sur les fréquences 2,4Ghz et 5,0Ghz.","La norme 802.11n fonctionne à la fois sur les fréquences 2,4 GHz et 5,0 GHz.","La norme 802.11n fonctionne à la fois sur les fréquences de 2,4 GHz et de 5,0 GHz.",0.9549357891082764,0.9697864055633545,0.9623038172721863,0.9465727806091309,0.94610595703125,0.9463393092155457
42,"Cela lui permettra d'être en arrière compatible avec les 802.11a, 802.11b et 802.11g, à condition que la station de","Ceci autorisera la rétro-compatibilité avec les itérations 802.11a, b et g, sous réserve que la station possède deux radios.","Cela permettra d'être rétrocompatible avec 802.11a, 802.11b et 802.11g, à condition que la station de base ait des radios duales.",0.7968571782112122,0.7677894830703735,0.7820532917976379,0.8971987366676331,0.850293755531311,0.8731167316436768
43,"Les vitesses de 802.11n sont beaucoup plus rapides que celles de ses prédécesseurs, avec une puissance théorique maximale de 600Mbit/s.","Les vitesses de la norme Wi-Fi 802.11n sont sensiblement plus rapides que celles de ses prédécesseurs, avec un débit théorique maximum de 600 Mbit/s.","Les vitesses de 802.11n sont considérablement plus rapides que celles de ses prédécesseurs, avec un débit théorique maximum de 600 Mbit/s.",0.9562422633171082,0.9257910251617432,0.9407702684402466,0.9758521318435669,0.9631796479225159,0.9694744348526001
44,"Duvall, marié avec deux enfants adultes, n'a pas laissé une grande impression sur Miller, à qui l'histoire était liée.","Duvall, qui est marié et a deux enfants adultes, n’a pas fait bonne impression à Miller, à qui l’histoire a été relatée.","Duvall, qui est marié et a deux enfants adultes, n'a pas laissé une grande impression sur Miller, à qui l'histoire a été racontée.",0.8964883089065552,0.8600783348083496,0.8779059648513794,0.9505017399787903,0.9125705361366272,0.9311500191688538
45,"Lorsqu'il a demandé des commentaires, Miller a dit : « Mike parle beaucoup au cours de l'audience... Je me préparais donc","Lorsqu'on lui a demandé de commenter, Miller a déclaré : « Mike parle beaucoup pendant l'audience… Je me préparais, donc je n'ai pas vraiment entendu ce qu'il disait ».","Lorsqu'on lui a demandé de commenter, Miller a déclaré : « Mike parle beaucoup pendant l'audience... Je me préparais, donc je n'écoutais pas vraiment ce qu'il disait. »",0.8734119534492493,0.8086680769920349,0.8397940397262573,0.9095107316970825,0.837082028388977,0.871794581413269
46,« Nous nous efforçons de réduire les émissions de dioxyde de carbone par unité du PIB d'une marge notable d'ici,"« Nous nous efforcerons de réduire les émissions de dioxyde de carbone par unité de PIB de manière significative d'ici 2020 par rapport au niveau de 2005 », a déclaré M. Hu.","« Nous nous efforcerons de réduire les émissions de dioxyde de carbone par unité de PIB d'une marge notable d'ici 2020 par rapport au niveau de 2005 », a déclaré Hu.",0.8699367046356201,0.7749435901641846,0.8196972012519836,0.9011796712875366,0.807769775390625,0.8519218564033508
47,"Il n'a pas fixé de chiffre pour les réductions, en disant qu'elles seront effectuées sur la base de la production économique de la Chine.","Il n'a pas chiffré ces réductions, disant qu'elles seront basées sur la production économique chinoise.","Il n'a pas fixé de chiffre pour les réductions, disant qu'elles seront effectuées en fonction de la production économique de la Chine.",0.8774744272232056,0.913875937461853,0.895305335521698,0.9716242551803589,0.980416476726532,0.9760006070137024
48,Hu a encouragé les pays en développement « à éviter d'abord la vieille voie de la pollution et de l'ass,Hu a encouragé les pays en voie de développement « à éviter l'ancienne méthode qui consistait à polluer d'abord et à nettoyer ensuite ».,"Hu a encouragé les pays en développement ""à éviter l'ancienne voie de polluer d'abord et de nettoyer ensuite.""",0.837722659111023,0.7855556011199951,0.8108008503913879,0.8651658296585083,0.8256065845489502,0.8449234366416931
49,"Il a ajouté que « ils ne devraient toutefois pas être invités à assumer des obligations qui vont au-delà de leur stade de développement,","Il a ajouté qu’« on ne devrait cependant pas leur demander d’assumer des obligations qui dépassent leur stade de développement, leur responsabilité et leurs capacités. »","Il a ajouté que ""ils ne devraient cependant pas être contraints de prendre des engagements qui dépassent leur stade de développement, leurs responsabilités et leurs capacités.""",0.8365887403488159,0.8018713593482971,0.8188621997833252,0.87352454662323,0.8363367319107056,0.8545262217521667
50,Le Groupe d'étude sur l'Iraq a présenté son rapport aujourd'hui à 12 heures GMT.,Le groupe d’étude sur l’Irak a présenté son rapport aujourd’hui à 12 h GMT.,Le Groupe d'étude sur l'Irak a présenté son rapport aujourd'hui à 12h00 GMT.,0.9338687062263489,0.9170170426368713,0.9253661632537842,0.981238842010498,0.9736948609352112,0.9774523377418518
51,"Il avertit personne ne peut garantir que toute action en Iraq à ce stade mettrait fin à la guerre sectaire, à la violence croissant","Il avertit que personne ne peut garantir que toute action en Irak à ce stade mettra fin à la guerre sectaire, à la violence croissante ou au glissement vers le chaos.","Cela prévient que personne ne peut garantir qu'aucune action en Irak à ce stade mettra fin à la guerre civile, à la violence croissante ou à une dérive vers le chaos.",0.9251052141189575,0.8791708946228027,0.9015533328056335,0.8762632608413696,0.8397454023361206,0.8576157689094543
52,Le rapport commence par plaider en faveur d'un débat ouvert et de la formation d'un consensus aux États-Unis sur la politique à l',Le rapport s'ouvre par un appel à un débat ouvert et à la formation d'un consensus aux États-Unis sur la politique à l'égard du Moyen-Orient.,Le rapport s'ouvre sur un appel à un débat ouvert et à la formation d'un consensus aux États-Unis sur la politique envers le Moyen-Orient.,0.8734679222106934,0.844735860824585,0.8588616251945496,0.8647300004959106,0.8657958507537842,0.8652625679969788
53,Le rapport critique vivement presque tous les aspects de la politique actuelle de l'exécutif à l'égard de l'Iraq et il,Le rapport est très critique envers presque tous les aspects de la politique actuelle du gouvernement à l'égard de l'Irak et plaide vivement pour un changement de direction immédiat.,Le rapport critique vivement presque tous les aspects de la politique actuelle de l'exécutif envers l'Irak et appelle à un changement immédiat de cap.,0.9055829048156738,0.8417946100234985,0.8725244402885437,0.8929196000099182,0.853013277053833,0.8725103735923767
54,La première parmi ses 78 recommandations est qu’une nouvelle initiative diplomatique soit prise avant la fin de cette année afin de protéger les frontières de l’I,La première de ses 78 recommandations est qu'une nouvelle initiative diplomatique devrait être prise avant la fin de l'année pour sécuriser les frontières de l'Irak contre les interventions hostiles et afin de rétablir les relations diplomatiques avec ses voisins.,La première de ses 78 recommandations est qu'une nouvelle initiative diplomatique devrait être prise avant la fin de cette année pour sécuriser les frontières de l'Irak contre les interventions hostiles et rétablir des relations diplomatiques avec ses voisins.,0.8838256597518921,0.8270711898803711,0.8545070290565491,0.8895926475524902,0.8298543691635132,0.8586857914924622
