id,translated_chinese,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
23,"电影中的两个歌曲,听证会 (The Fools Who Dream) 和星星之城,获得最佳原创歌曲提名.狮子城工作室获得了26个提名,比任何其他工作室都多.",该电影的两首歌曲《追梦痴子心》和《星光之城》获得了最佳原创歌曲的提名。狮门影业获得了 26 项提名，比其他任何一家工作室都要多。,电影《试镜》（《梦想愚者》）中的两首歌《Audition (The Fools Who Dream)》和《City of Stars》获得了最佳原创歌曲提名。狮门影业获得了26项提名——这是所有影业中最多的。,0.8427030444145203,0.8468069434165955,0.8447499871253967,0.8009006977081299,0.7838711738586426,0.792294442653656
24,"美国总统特朗普在一份通过新闻秘书发表的声明中宣布,",周日晚些时候，美国总统唐纳德·特朗普通过新闻秘书发表声明，宣布美军将撤离叙利亚。,星期天晚些时候， 美国总统唐纳德·特朗普通过新闻秘书发表声明，宣布美国军队将离开叙利亚。,0.8451223373413086,0.7219398617744446,0.7786896228790283,0.8445087671279907,0.7102751731872559,0.7715973854064941
25,总统特朗普与土耳其总统埃尔多安进行电话对话后宣布这一消息.,特朗普与土耳其总统雷杰普·塔伊普·埃尔多安（Recep Tayyip Erdoğan）通话后发表了声明。,在特朗普与土耳其总统雷杰普·塔伊普·埃尔多安通话后，宣布了这一消息。,0.8334164023399353,0.7392717003822327,0.7835261821746826,0.904611349105835,0.8281782865524292,0.8647090792655945
26,"据声明,土耳其还将负责监护被俘的伊斯兰国战士,",该声明称，土耳其还将接管对被捕的伊斯兰国武装分子的看守任务；欧洲国家拒绝将他们遣送回国。,土耳其还将负责看守被捕的ISIS战斗人员，声明指出，欧洲国家拒绝遣返这些人员。,0.8583086729049683,0.7308222055435181,0.7894517183303833,0.8116608262062073,0.757067084312439,0.7834139466285706
27,"这不仅证实至少有些恐龙有羽毛,这是一个已经广泛的理论,",这不仅证实了至少有些恐龙有羽毛——这一理论已经广为流传——而且还提供了化石通常无法提供的细节，比如颜色和三维排列。,这不仅确认了至少一些恐龙有羽毛，这个理论已经十分普遍，还提供了化石通常无法提供的细节，比如颜色和三维排列。,0.8328132033348083,0.6853221654891968,0.7519031167030334,0.8456509113311768,0.7091892957687378,0.7714317440986633
28,"科学家说,这只动物的羽毛上面是栗色的,下面是白色或色的.",科学家表示，这种动物的羽毛顶部为栗棕色，底部为浅色或胡萝卜色。,科学家表示，这种动物的羽毛上面是栗棕色的，下面则是浅色或类胡萝卜素的颜色。,0.8500490784645081,0.8339741230010986,0.8419349193572998,0.9103098511695862,0.830296516418457,0.8684641122817993
29,发现还提供了对鸟类羽毛的进化的了解.,这一发现也有助于深入了解鸟类羽毛的进化。,这个发现还提供了对鸟类羽毛演化的深入了解。,0.8584496974945068,0.8268416523933411,0.8423492908477783,0.9475659728050232,0.8956495523452759,0.920876681804657
30,"因为恐龙羽毛没有一个发达的轴,称为rachis,但有其他羽毛的特征 刺和刺 研究人员推断了rachis可能是后来的进化发展",恐龙的羽毛并没有发育良好的主干——这称为“羽轴”，但还是有羽毛的其他特征，比如羽枝和羽小枝，研究人员推断羽轴的进化可能比这些其他特征晚。,因为恐龙的羽毛没有发达的轴心，称为羽轴，但有羽毛的其他特征——羽枝和羽小枝——研究人员推测羽轴可能是这些其他特征之后的一个演化发展。,0.7672762274742126,0.7499690055847168,0.7585238814353943,0.8446911573410034,0.8189984560012817,0.8316464424133301
31,"虽然这是一只年轻恐龙的尾巴,但样本显示成年羽毛,而不是小的下面.",羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。,羽毛的结构表明它们不是用来飞行的，而是用于温度调节或展示。研究人员提出，尽管这是一只年轻恐龙的尾巴，但样本显示出成年羽毛，而不是幼鸟的绒毛。,0.8585900068283081,0.733147144317627,0.7909255623817444,0.8714144825935364,0.7498393058776855,0.8060685396194458
32,"研究人员认为,尽管这是一个年轻恐龙的尾巴,",研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成年羽毛，而非雏龙的绒毛。,研究人员建议，即使这是一只年轻恐龙的尾巴，样本显示的是成年羽毛，而不是小鸟的绒毛。,0.9382717609405518,0.8011972308158875,0.8643335700035095,0.9032381176948547,0.7770807147026062,0.835423469543457
33,"昨天早上在土耳其加西安特普警察总部爆炸的汽车炸弹造成两名警察死亡,另外二十多人受伤.",昨日上午，土耳其加齐安泰普（Gaziantep）的警察总部发生了一起汽车炸弹爆炸事件，该事件导致两名警察死亡，20 余人受伤。,昨天早晨，在土耳其加济安泰普的警察总部发生了一起汽车炸弹爆炸事件，导致两名警察遇难，另有超过二十人受伤。,0.8660314679145813,0.8111288547515869,0.8376815319061279,0.8895168900489807,0.846062183380127,0.8672455549240112
34,"州长办公室说,受伤者中有19名是警察.",州长办公室表示，伤者中有十九人是警察。,州长办公室表示，有十九名受伤者是警察。,0.9299904704093933,0.9187870025634766,0.9243547916412354,0.9100798964500427,0.9089970588684082,0.9095381498336792
35,"警方表示,他们怀疑一名据称是伊斯兰国 (ISIL) 武装分子负责袭击.",警方说他们怀疑一名疑似伊斯兰国 (ISIL) 的武装分子发动了这场袭击。,警方表示，他们怀疑一名涉嫌的“伊斯兰国” (ISIL) 武装分子对这起攻击负有责任。,0.8900870084762573,0.8741052150726318,0.8820236921310425,0.8892734050750732,0.8522536158561707,0.8703700304031372
36,"他们发现太阳与其他恒星一样运行基本原理:系统中的所有恒星的活动都由它们的亮度,旋转,而没有其他因素驱动.",他们发现，太阳和其他恒星的运行原理是一样的：星系中所有恒星的活跃度都完全决定于它们的光度和自转。,他们发现太阳的运作遵循与其他恒星相同的基本原则：发现系统中所有恒星的活动都是由它们的亮度、旋转驱动的，而没有其他因素。,0.813901424407959,0.8446787595748901,0.8290045261383057,0.9176483750343323,0.894843339920044,0.9061024188995361
37,"光和旋转被用来确定恒星的罗斯比号,这与等离子体流相关.",一颗恒星的罗斯贝数由其光度和旋度共同决定，与等离子体流有关。,亮度和旋转一起用于确定恒星的罗斯比数，这与等离子体流动有关。,0.7945042252540588,0.7699929475784302,0.7820565104484558,0.8913223743438721,0.867135763168335,0.8790627121925354
38,"罗斯比号数越小,星星对磁反转的活力就越少.",罗斯贝数越小，恒星在磁场倒转方面就越不活跃。,罗斯比数越小，星星在磁场反转方面的活动性越低。,0.8342246413230896,0.8212085962295532,0.8276654481887817,0.8678053617477417,0.8538503050804138,0.8607712984085083
39,"在旅途中,伊瓦萨基多次遇到了麻烦.",在旅途中，岩崎在很多场合碰到了麻烦。,在他旅行期间，岩崎多次遇到麻烦。,0.8543174862861633,0.8413757085800171,0.847797155380249,0.8474134206771851,0.8537867069244385,0.8505881428718567
41,802.11n标准在2.4Ghz和5.0Ghz频率上运行.,802.11n 标准在 2.4Ghz 和 5.0Ghz 频率上都可运行。,802.11n标准在2.4GHz和5.0GHz频率上均可工作。,0.9721580743789673,0.9369828701019287,0.9542464017868042,0.9538353085517883,0.9196556806564331,0.9364336729049683
42,"这将使其能够与802.11a,802.11b和802.11g相兼容,前提是基站具有双式无线电.",它能向后兼容 802.11a、802.11b 和 802.11g，前提是基站要有双无线电。,这将使其与802.11a、802.11b和802.11g向后兼容，前提是基站必须有双无线电。,0.8784548044204712,0.9039425253868103,0.89101642370224,0.9263027906417847,0.9283203482627869,0.9273104667663574
43,"802.11n的速度比其前任的速度要快得多,其理论上最大吞吐量为600Mbit/s.",802.11n 的速度大大快于前代技术，最大理论吞吐量可达 600Mbit/s。,802.11n的速度远远快于其前辈，最大理论吞吐量达到600Mbit/s。,0.8370787501335144,0.8614333868026733,0.8490814566612244,0.8545359373092651,0.8883673548698425,0.8711233139038086
44,"杜瓦尔结婚,有两个成年子女,但他对米勒没有留下很大的印象.",杜瓦尔已婚，有两个已经成年的孩子，他并没有给故事的讲述者米勒留下太大印象。,杜瓦尔已婚且有两个成年子女，对米勒并没有留下很深的印象，故事是由他转述的。,0.875478208065033,0.8060613870620728,0.8393369913101196,0.9139495491981506,0.843569815158844,0.8773505091667175
45,"当被问及评论时,米勒说:""麦克在听证会上说很多话...我准备好了,所以我真的没有听到他说什么.",当被要求发表看法时，米勒说：“迈克在听证会上说了很多……我当时正在做准备，所以没听清他在说什么。”,当被问及对此的看法时，米勒说：“迈克在听证会上说了很多……我当时在准备，所以其实没太听到他说的内容。”,0.8235594034194946,0.8061766028404236,0.8147753477096558,0.8338361978530884,0.8054185509681702,0.819381058216095
46,"""我们将努力在2020年之前从2005年水平下降每单位GDP的二氧化碳排放幅度显著"",胡说.",“到 2020 年之前，我们将努力使单位国内生产总值二氧化碳排放量比 2005 年显著下降，”胡锦涛说。,胡说：“到2020年，我们将努力将单位GDP的二氧化碳排放量比2005年的水平大幅度减少。”,0.7984213829040527,0.7771071195602417,0.7876201272010803,0.8159850835800171,0.8294541835784912,0.8226644992828369
47,"他没有确定削减的数字, 他说将根据中国的经济产量进行.",他没有设定削减数额，只是表示将根据中国的经济产出来决定数额。,他没有确定削减的具体数字，表示这些削减将依据中国的经济产出进行。,0.8600619435310364,0.8336296081542969,0.8466395735740662,0.924275815486908,0.870924174785614,0.8968071937561035
48,"胡建議发展中国家""先避免污染,然后再清理"".",胡锦涛鼓励发展中国家“不要重走先污染后治理的老路”。,胡鼓励发展中国家“避免走上先污染后治理的老路。”,0.7730655670166016,0.7215151786804199,0.7464013695716858,0.811517059803009,0.7697537541389465,0.7900838851928711
49,"他补充说"",然而,他们不应该被要求承担超越他们的发展阶段,责任和能力的义务"".",他补充道，“然而，他们不应该被要求承担超出其发展阶段、责任和能力范围的义务。”,他还补充道，“然而，不应该要求他们承担超出他们发展阶段、责任和能力的义务。”,0.9059773683547974,0.8960081338882446,0.9009652137756348,0.895081102848053,0.9023228883743286,0.8986873626708984
50,伊拉克研究小组今天在格林特时12点提交了报告.,伊拉克研究小组于格林尼治时间 (GMT) 今天 12 点提交了报告。,伊拉克研究小组今天在格林威治标准时间12:00发布了他们的报告。,0.9069931507110596,0.8381088376045227,0.8711914420127869,0.8859192728996277,0.8103008270263672,0.8464244604110718
51,"没有人能保证伊拉克目前的任何行动都会阻止宗派战争,暴力的增加,",报告警告称，没有人能保证目前在伊拉克采取的任何行动能够阻止宗派战争、不断增长的暴力或走向混乱。,它警告说，没有人可以保证在伊拉克目前的任何行动能够停止宗派战争、日益增长的暴力或是滑向混乱。,0.8909976482391357,0.7883915901184082,0.8365601301193237,0.885158360004425,0.7939803004264832,0.8370938301086426
52,报告以开放辩论和美国关于中东政策的共识形成为基础.,该报告开篇呼吁美国就中东政策展开公开辩论并形成共识。,报告以呼吁在美国就中东政策展开公开讨论和形成共识作为开篇。,0.7717025279998779,0.7696830034255981,0.7706913948059082,0.8016700744628906,0.7718274593353271,0.7864657640457153
53,"报告对执行官对伊拉克的现行政策几乎各个方面高度批评,并敦促立即改变方向.",该报告对行政当局目前对伊拉克政策的几乎每一个方面都提出了严厉批评，并敦促立即改变方向。,这份报告对现行政府在伊拉克的政策几乎所有方面都给予了高度批评，并呼吁立即改变方向。,0.8897228837013245,0.8494824171066284,0.8691371083259583,0.8979803323745728,0.8654378652572632,0.8814088106155396
54,"首先,该国78项建议是,在今年年底前,应采取新的外交举措,以防止伊拉克的边界受到敌对干预,并与其邻国恢复外交关系.",在这份报告的 78 项建议中，第一条建议是在今年年底之前采取新的外交行动，目的在于保护伊拉克的边界免受敌对势力的侵害，并与邻国重建外交关系。,在其78项建议中，首要的一条是应该在今年年底之前采取新的外交倡议，以确保伊拉克的边界不受敌对干涉，并与邻国重新建立外交关系。,0.8617737889289856,0.8267825245857239,0.843915581703186,0.8862453103065491,0.8650526404380798,0.8755207061767578
55,现任参议员和阿根廷第一夫人克里斯蒂娜·费尔南德·德·基尔什纳昨晚宣布她在布宜诺斯艾利斯距离50公里 (31英里) 的拉普拉塔市竞选总统.,现任参议员、阿根廷第一夫人克里斯蒂娜·费尔南德斯·德·柯克纳 (Cristina Fernandez de Kirchner) 昨晚在距离布宜诺斯艾利斯 50 公里（31英里）的拉普拉塔市 (La Plata) 宣布了其总统竞选资格。,现任参议员和阿根廷第一夫人克里斯蒂娜·费尔南德斯·德基什内尔昨晚在距离布宜诺斯艾利斯50公里的拉普拉塔市宣布了她的总统候选人资格。,0.922050416469574,0.8576478958129883,0.8886838555335999,0.90927654504776,0.9003394842147827,0.9047859311103821
56,"基尔纳夫人宣布她打算在阿根廷剧院竞选总统,",基什内尔女士在阿根廷大剧院宣布她有意参加总统竞选，2005 年也是在这里，她作为布宜诺斯艾利斯省代表开始竞选参议员。,基尔彻夫人宣布她打算在阿根廷剧院竞选总统，这个地方是她在2005年作为布宜诺斯艾利斯省代表启动参议院竞选时使用的地点。,0.8604971170425415,0.69197678565979,0.7670905590057373,0.9437072277069092,0.712334156036377,0.8118575811386108
57,"由于风卡特里娜后的救济和重建支出引起了争议,",这场辩论是因为对卡特里娜飓风后的救济和重建支出有争议而开始的；一些财政保守派幽默地将其称为“布什的新（奥尔良）政”。,这场辩论是由于有关卡特里娜飓风后救济和重建开支的争议引发的；一些财政保守派幽默地称之为“布什的纽约交易”。,0.8277321457862854,0.6513779163360596,0.7290416955947876,0.809544563293457,0.6588830947875977,0.7264848351478577
58,"对于重建工作的自由主义批评, 集中在向被认为是华盛顿内部人士授予重建合同.",自由派人士对重建工作的批判主要集中在把重建合同授予了视为华盛顿内部人士的这一做法。,自由派对重建工作的批评主要集中在将重建合同授予被认为是华盛顿内部人士的人。,0.8540604114532471,0.8245646953582764,0.8390533924102783,0.8777638673782349,0.8771762847900391,0.8774700164794922
59,超过400万人去罗马参加葬礼.,有 400 多万人前往罗马参加葬礼。,超过四百万人前往罗马参加葬礼。,0.9078205823898315,0.9021202921867371,0.9049614667892456,0.9309019446372986,0.9121150374412537,0.9214127659797668
60,"场合的人数如此之多,",对于在圣彼得广场举行的葬礼，出席者太多了，因此不可能每个人都能进入。,到场的人数非常多，以至于每个人都无法进入圣彼得广场参加葬礼。,0.6486688256263733,0.5689037442207336,0.6061735153198242,0.7531901001930237,0.6015294790267944,0.6688705682754517
61,"罗马各地安装了几台大型电视屏幕,让人们观看仪式.",罗马各地安装了数个大型电视屏幕，供人们观看仪式。,在罗马的各个地方安装了几台大型电视屏幕，让人们观看仪式。,0.958107590675354,0.958107590675354,0.958107590675354,0.9616537094116211,0.9252302646636963,0.9430904388427734
62,"意大利的许多城市以及世界其他地区,特别是波兰,也有许多人观看了类似的设置.",在意大利很多其他城市以及世界上其他地方，尤其是波兰，都设置了类似的设施，以供大量群众观看。,在意大利的许多其他城市以及世界其他地方，特别是在波兰，类似的布置也被进行了，吸引了大量观众。,0.8716506958007812,0.8427352905273438,0.8569491505622864,0.8820327520370483,0.8445813655853271,0.8629009127616882
63,"历史学家批评过去的联邦调查局政策, 专注于容易解决的案件,",历史学家批判了联邦调查局的过往政策，这种政策会把资源集中到容易破获的案件上，尤以偷车案件居多，目的只在于提高该机构的成功破案率。,历史学家批评过去FBI的政策过于关注那些容易解决的案件，尤其是被盗汽车案件，目的是提高该机构的成功率。,0.8752197027206421,0.7332377433776855,0.7979622483253479,0.8519259095191956,0.7574585676193237,0.80191969871521
64,"美国国会在2005年开始资助该丑闻倡议,并规定FBI必须将10名特工用于成人色情.",国会从 2005 财年开始资助该扫黄倡议，并规定联邦调查局 (FBI) 必须指派 10 名探员专门打击成人色情。,国会在2005财年开始为猥亵倡议提供资金，并规定联邦调查局必须投入10名特工专门处理成人色情问题。,0.8586640357971191,0.7990317940711975,0.8277754187583923,0.8437451124191284,0.7947763204574585,0.818528950214386
65,"罗宾·乌塔帕在41球中打出11个四分和2个六分,",罗宾·乌萨帕 (Robin Uthappa) 取得了本局的最高分，投出了 11 个四分球和 2 个六分球，仅投出 41 个球便赢得 70 分。,罗宾·乌塔帕在这场比赛中取得了最高分，在41球内击出了70分，其中包括11个四分球和2个六分球。,0.8740541338920593,0.7493904829025269,0.8069359064102173,0.9174529314041138,0.7927082777023315,0.8505309224128723
66,"中级篮球员萨辛·特尔卡和拉胡尔·德拉维德表现得很好,",中局击球手萨钦·坦杜尔卡和拉胡尔·德拉维德表现出色，搭档取得了 100 跑的成绩。,中间阶梯的击球手，萨钦·坦杜尔卡和拉胡尔·德拉维德表现出色，合作打出了一个百回合的配合。,0.8712339401245117,0.7779884338378906,0.8219752311706543,0.8565363883972168,0.7312530875205994,0.7889519929885864
67,"但在失去了队长的子之后,印度只能打36球,失去了7个子,",但在队长输掉三柱门后，印度在结束这一局的比赛时只得了 36 分，输掉 7 个三柱门。,但是，在失去队长的 wicket 后，印度队只得了 36 分，失去了 7 个 wicket，结束了这一局。,0.7951127290725708,0.7261048555374146,0.7590435743331909,0.8451958298683167,0.7905652523040771,0.8169682621955872
