id,translated_german,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
36,"Sie fanden heraus, dass die Sonne auf denselben Grundprinzipien wie andere Sterne arbeitete: Die Aktivität aller Sterne im System wurde festgestellt, dass sie von ihrer Helligkeit, ihrer Rotation und nichts anderem angetrieben wird.","Sie haben herausgefunden, dass die Sonne auf Basis derselben Grundprinzipien funktioniert, wie andere Sterne: Es wurde herausgefunden, dass die Aktivität aller Sterne im System durch ihre Leuchtkraft, Rotation und sonst nichts angetrieben wird.","Sie fanden heraus, dass die Sonne auf denselben grundlegenden Prinzipien wie andere Sterne basierte: Die Aktivität aller Sterne im System wurde als von ihrer Helligkeit und ihrer Rotation angetrieben festgestellt, und sonst nichts.",0.8946889638900757,0.874708354473114,0.8845859169960022,0.9088045954704285,0.9032718539237976,0.9060298204421997
37,"Die Leuchtkraft und die Rotation werden zusammen verwendet, um die Rossby-Nummer eines Sterns zu bestimmen, die mit dem Plasmafluss verbunden ist.","Um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmastrom in Zusammenhang steht, werden die Leuchtkraft und die Rotation gemeinsam einbezogen.","Die Helligkeit und die Rotation werden zusammen verwendet, um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmafluss in Beziehung steht.",0.898949384689331,0.8725230693817139,0.8855391144752502,0.9456614255905151,0.9435966610908508,0.9446278810501099
38,"Je kleiner die Rossby-Zahl ist, desto weniger aktiv ist der Stern in Bezug auf magnetische Umkehrungen.","Je kleiner die Rossby-Zahl ist, umso weniger aktiv ist der Stern in Bezug auf Umpolungen des Magnetfelds.","Je kleiner die Rossby-Zahl, desto weniger aktiv ist der Stern hinsichtlich magnetischer Umkehrungen.",0.9406501650810242,0.9324969053268433,0.9365558624267578,0.9513535499572754,0.9646179676055908,0.957939863204956
39,Während seiner Reise stieß Iwasaki oft in Schwierigkeiten.,Während der Reise geriet Iwasaki bei vielen Gelegenheiten in Schwierigkeiten.,Während seiner Reise hatte Iwasaki viele Probleme.,0.9289456605911255,0.8641367554664612,0.8953699469566345,0.913906455039978,0.9423413276672363,0.9279060959815979
40,"Er wurde von Piraten beraubt, in Tibet von einem wütenden Hund angegriffen, in Nepal aus der Ehe entkommen und in Indien verhaftet.","Er wurde von Piraten ausgeraubt, in Tibet von einem tollwütigen Hund angegriffen, konnte einer Heirat in Nepal entfliehen und wurde in Indien verhaftet.","Er wurde von Piraten beraubt, in Tibet von einem tollwütigen Hund angegriffen, entkam einer Ehe in Nepal und wurde in Indien festgenommen.",0.9100363254547119,0.8813665509223938,0.8954720497131348,0.9199565052986145,0.9185267090797424,0.9192410707473755
41,"Der 802.11n-Standard funktioniert sowohl auf den 2,4 GHz als auch auf den 5,0 GHz-Frequenzen.","Der 802.11n-Standard läuft auf den Frequenzen 2,4 Ghz sowie 5,0 Ghz.","Der 802.11n-Standard funktioniert sowohl im 2,4-GHz- als auch im 5,0-GHz-Frequenzbereich.",0.8766533136367798,0.8988894820213318,0.8876322507858276,0.9482502341270447,0.9391315579414368,0.9436688423156738
42,"Damit ist sie mit 802.11a, 802.11b und 802.11g rückwärtskompatibel, sofern die Basisstation mit zwei Funkgeräten verfügt.","Dadurch kann er abwärtskompatibel mit 802.11a, 802.11b und 802.11g sein, vorausgesetzt, die Basisstation verfügt über Dual-Radio.","Dies wird es ermöglichen, rückwärtskompatibel mit 802.11a, 802.11b und 802.11g zu sein, vorausgesetzt, die Basisstation verfügt über Dualfunksender.",0.8804029226303101,0.8704953193664551,0.8754211068153381,0.8741971254348755,0.8387681245803833,0.8561162948608398
43,Die Geschwindigkeiten von 802.11n sind wesentlich schneller als die ihrer Vorgänger mit einem maximal theoretischen Durchsatz von 600 Mbit/s.,"Die Geschwindigkeit von 802,11 n ist wesentlich schneller als die der Vorgänger, die einen maximalen theoretischen Durchsatz von 600 Mbit/s hatten.","Die Geschwindigkeiten von 802.11n sind erheblich schneller als die seiner Vorgänger, mit einem maximalen theoretischen Durchsatz von 600 Mbit/s.",0.9333885312080383,0.9188764691352844,0.9260756373405457,0.9831873774528503,0.972845733165741,0.9779891967773438
44,"Duvall, der verheiratet ist und zwei erwachsene Kinder hat, war Miller, dem die Geschichte erzählt wurde, nicht sehr beeindruckt.","Duvall, verheiratet und zwei erwachsene Kinder, hat keinen großen Eindruck auf Miller gemacht, dem die Geschichte erzählt wurde.","Duvall, der verheiratet ist und zwei erwachsene Kinder hat, hinterließ bei Miller, dem die Geschichte erzählt wurde, keinen großen Eindruck.",0.8346357345581055,0.8548105955123901,0.8446027636528015,0.9007889628410339,0.9067163467407227,0.9037429094314575
45,"Als er um Kommentar gefragt wurde, sagte Miller: ""Mike spricht viel während der Anhörung... Ich habe mich vorbereitet, also habe ich nicht wirklich gehört, was er sagt"".","""Als er nach einem Kommentar gefragt wurde, sagte Miller: """"Mike spricht sehr viel während der Anhörung ... ich habe mich vorbereitet und konnte daher nicht richtig hören, was er sagte.""""""","Als er um einen Kommentar gebeten wurde, sagte Miller: „Mike redet viel während der Anhörung... Ich war damit beschäftigt, mich vorzubereiten, also habe ich nicht wirklich gehört, was er gesagt hat.“",0.9114693403244019,0.8917621374130249,0.9015080332756042,0.9209902286529541,0.8911641836166382,0.9058317542076111
