id,translated_spainish,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
10,"Si bien una vacuna experimental parece ser capaz de reducir la mortalidad por ébola, hasta ahora no se ha demostrado claramente que ningún medicamento sea adecuado para tratar la infección existente.","Al día de hoy no se ha demostrado a ciencia cierta que algún fármaco sea adecuado para tratar la infección existente causada por ébola, aun cuando existe una vacuna experimental que pareciera ser capaz de disminuir la mortalidad causada por esa enfermedad.","Mientras que una vacuna experimental parece poder reducir la mortalidad por ébola, hasta ahora no se han demostrado claramente medicamentos adecuados para tratar la infección existente.",0.8929607272148132,0.854719340801239,0.8734216690063477,0.9297460317611694,0.9514989852905273,0.9404966831207275
11,"Un cóctel de anticuerpos, ZMapp, mostró inicialmente una promesa en el campo, pero estudios formales indicaron que tenía menos beneficios de los buscados en la prevención de la muerte.","Zmapp, un combinado de anticuerpos, tuvo un prometedor resultado de campo al principio, pero estudios los formales demostraron que era menos beneficioso de lo que se esperaba para prevenir la muerte.","Un cóctel de anticuerpos, ZMapp, mostró inicialmente promesas en el campo, pero estudios formales indicaron que tenía menos beneficios de los esperados en la prevención de la muerte.",0.8499225974082947,0.8292355537414551,0.8394516706466675,0.9829003810882568,0.9829003810882568,0.9829003810882568
12,"En el ensayo PALM, ZMapp sirvió como control, lo que significa que los científicos lo utilizaron como referencia y compararon los otros tres tratamientos con él.","En el ensayo PALM, la función de Zmapp fue de control, es decir, que los científicos lo utilizaron como base y compararon con él los otros tres tratamientos.","En el ensayo PALM, ZMapp sirvió como control, lo que significa que los científicos lo utilizaron como referencia y compararon los otros tres tratamientos con él.",0.9132751226425171,0.8992214202880859,0.9061937928199768,1.000000238418579,1.000000238418579,1.000000238418579
13,USA Gymnastics apoya la carta del Comité Olímpico de los Estados Unidos y acepta la necesidad absoluta de la familia olímpica de promover un ambiente seguro para todos nuestros atletas.,USA Gymnastics respalda la nota del Comité Olímpico de los Estados Unidos y reconoce que resulta imperioso que la familia olímpica fomente un entorno seguro para todos nuestros deportistas.,La gimnasia de EE. UU. apoya la carta del Comité Olímpico de los Estados Unidos y acepta la necesidad absoluta de la familia olímpica de promover un ambiente seguro para todos nuestros atletas.,0.9139087200164795,0.8934218287467957,0.9035491347312927,0.9515210390090942,0.9362073540687561,0.9438020586967468
14,"Estamos de acuerdo con la declaración del USOC de que los intereses de nuestros atletas y clubes, y su deporte, pueden ser mejor atendidos avanzando con un cambio significativo dentro de nuestra organización, en lugar de la descertificación.","Coincidimos con la declaración de la USOC de que los intereses de los atletas, los clubes y sus deportes, pueden ser atendidos más apropiadamente si se avanza con cambios significativos dentro de nuestra organización, en lugar del retiro de las certificaciones.","Estamos de acuerdo con la declaración del USOC de que los intereses de nuestros atletas y clubes, y su deporte, pueden ser mejor atendidos al avanzar con un cambio significativo dentro de nuestra organización, en lugar de la descalificación.",0.8717636466026306,0.8533152341842651,0.862440824508667,0.9635885953903198,0.9696407318115234,0.9666051864624023
15,USA Gymnastics apoya una investigación independiente que pueda hacerse evidente cómo el abuso de la proporción descrita con tanto coraje por los sobrevivientes de Larry Nassar pudo haber pasado desapercibido durante tanto tiempo y abarca cualquier cambio necesario y apropiado.,USA Gymnastics respalda a una investigación independiente que puede esclarecer de qué modo el abuso de la proporción que los sobrevivientes de Larry Nassa describieron con tanto coraje pudo haber pasado sin ser visto por tanto tiempo y acepta cualquier cambio necesario y adecuado.,La Federación de Gimnasia de EE. UU. apoya una investigación independiente que podría arrojar luz sobre cómo el abuso de la magnitud descrita tan valientemente por los sobrevivientes de Larry Nassar pudo haber permanecido indetectado durante tanto tiempo y abraza cualquier cambio necesario y apropiado.,0.8752502799034119,0.8595179319381714,0.8673127889633179,0.8755492568016052,0.8477687835693359,0.861435055732727
16,"USA Gymnastics y el USOC tienen el mismo objetivo  hacer que el deporte de la gimnasia, y otros, sea lo más seguro posible para que los atletas sigan sus sueños en un entorno seguro, positivo y empoderado.","La meta de USA Gymnastics y USOC es la misma: lograr que la gimnasia y otros deportes sean lo más seguro posible para que los atletas persigan sus sueños en un entorno protegido, positivo y potenciado.","La gimnasia de EE. UU. y el USOC tienen el mismo objetivo: hacer que el deporte de la gimnasia, y otros, sea lo más seguro posible para que los atletas puedan seguir sus sueños en un entorno seguro, positivo y empoderado.",0.8888176679611206,0.8962083458900452,0.892497718334198,0.9476419687271118,0.9303994178771973,0.9389415383338928
17,"A lo largo de la década de 1960, Brzezinski trabajó para John F. Kennedy como su asesor y luego para la administración de Lyndon B. Johnson.","Durante los años 60, Brzezinski trabajó para John F. Kennedy en el puesto de asesor y, posteriormente, para el gobierno de Lyndon B. Johnson.","A lo largo de la década de 1960, Brzezinski trabajó como asesor de John F. Kennedy y luego en la administración de Lyndon B. Johnson.",0.9342403411865234,0.9252778887748718,0.9297374486923218,0.9668587446212769,0.974597692489624,0.9707127809524536
18,"Durante las selecciones de 1976 asesoró a Carter en política exterior, luego sirvió como Asesor de Seguridad Nacional (NSA) de 1977 a 1981, sucediendo a Henry Kissinger.","Asesoró a Carter en materia de política exterior en las elecciones de 1976. Posteriormente, trabajó como asesor de seguridad nacional (ASN) entre 1977 y 1981, luego de Henry Kissinger.","Durante las elecciones de 1976, asesoró a Carter sobre política exterior y luego se desempeñó como Asesor de Seguridad Nacional (NSA) desde 1977 hasta 1981, sucediendo a Henry Kissinger.",0.8856325745582581,0.8920143842697144,0.8888120055198669,0.9522873163223267,0.9519736766815186,0.9521304368972778
19,"Como NSA, ayudó a Carter en el manejo diplomático de los asuntos mundiales, como los Acuerdos de Camp David, 1978; normalizando las relaciones entre Estados Unidos y China a finales de los años 1970; la Revolución iraní, que llevó a la crisis de rehenes de Irán, 1979; y la invasión soviética de Afganistán, 1979.","Como consejero de seguridad nacional, asistió a Carter en el manejo diplomático de asuntos internacionales, como los Acuerdos de Camp David de 1978, la normalización de las relaciones entre Estados Unidos y China a fines de la década de 1970, la Revolución iraní de 1979, la que llevó a una crisis de rehenes en Irán, y la invasión soviética en Afganistán, en 1979.","Como Asesor de Seguridad Nacional, ayudó a Carter a manejar diplomáticamente los asuntos mundiales, como los Acuerdos de Camp David, 1978; la normalización de las relaciones entre Estados Unidos y China a finales de los años 70; la Revolución Iraní, que condujo a la crisis de rehenes en Irán, 1979; y la invasión soviética en Afganistán, 1979.",0.9040862321853638,0.888417661190033,0.8961835503578186,0.9524533748626709,0.9383267164230347,0.9453372955322266
20,"La película, con Ryan Gosling y Emma Stone, recibió nominaciones en todas las categorías principales.","El filme, protagonizado por Tyan Gosling y Emma Stone, fue nominado en todas las categorías más importantes.","La película, protagonizada por Ryan Gosling y Emma Stone, recibió nominaciones en todas las categorías principales.",0.9231622219085693,0.8759104609489441,0.8989158272743225,0.9778412580490112,0.9680348038673401,0.9729132652282715
21,Gosling y Stone recibieron nominaciones a Mejor Actor y Actoría respectivamente.,"Gosling y Stone fueron nominados como Mejor Actor y Mejor Actriz, respectivamente.","Gosling y Stone recibieron nominaciones a Mejor Actor y Mejor Actriz, respectivamente.",0.9220800995826721,0.9246281385421753,0.9233523011207581,0.9683688879013062,0.9532766938209534,0.9607634544372559
22,"Las otras nominaciones incluyen Mejor Película, Director, Cinematografía, Diseño de Costumes, Edición de Películas, Score Original, Diseño de Producción, Edición de Sonido, Mezcla de Sonido y Guión Original.","Entre las demás nominaciones se encuentran Mejor película, Mejor director, Mejor cinematografía, Mejor diseño de vestuario, Mejor edición de películas, Mejor partitura original, Mejor diseño de producción, Mejor edición de sonido, Mejor mezcla de sonido y Mejor guion original.","Las otras nominaciones incluyen Mejor Película, Director, Fotografía, Diseño de Vestuario, Montaje de Película, Banda Original, Diseño de Producción, Edición de Sonido, Mezcla de Sonido y Guion Original.",0.8362435102462769,0.8560751080513,0.846043050289154,0.962591826915741,0.9651195406913757,0.9638540148735046
23,"Dos canciones de la película, Audition (The Fools Who Dream) y City of Stars, recibieron nominaciones a la mejor canción original.","Fueron dos las nominadas a mejor canción original: Audición (Los tontos que sueñan) y Ciudad de estrellas. El estudio Lionsgate fue nominado 26 veces, superando a cualquier otro estudio.","Dos canciones de la película, Audition (Los tontos que sueñan) y City of Stars, recibieron nominaciones a mejor canción original. El estudio Lionsgate recibió 26 nominaciones, más que ningún otro estudio.",0.7910975217819214,0.7408332228660583,0.7651407718658447,0.8992898464202881,0.8120867013931274,0.8534665703773499
24,"A última hora del domingo, el presidente de Estados Unidos, Donald Trump, en un comunicado emitido a través del secretario de prensa, anunció que las tropas estadounidenses dejarían Siria.","El domingo por la noche, en un anuncio realizado mediante el secretario de prensa, el presidente de los Estados Unidos de América, Donald Trump, comunicó que las tropas estadounidenses se retirarían de Siria.","Tarde el domingo, el presidente de Estados Unidos, Donald Trump, en una declaración entregada a través del secretario de prensa, anunció que las tropas estadounidenses abandonarían Siria.",0.9011531472206116,0.89870285987854,0.8999263644218445,0.9417910575866699,0.9509154558181763,0.946331262588501
25,El anuncio se hizo después de que Trump tuviera una conversación telefónica con el presidente turco Recep Tayyip Erdoğan.,"El anuncio se hizo tras la conversación telefónica que Trump mantuvo con con el presidente de Turquía, Recep Tayyip Erdoğan.",El anuncio se hizo después de que Trump tuviera una conversación telefónica con el presidente turco Recep Tayyip Erdoğan.,0.9212428331375122,0.9190267324447632,0.9201334714889526,0.9999999403953552,0.9999999403953552,0.9999999403953552
26,"Turquía también asumiría la custodia de los combatientes capturados del ISIS que, según el comunicado, las naciones europeas se han negado a repatriar.","Turquía asumiría, además, la vigilancia de los militantes del ISIS que fueron capturados, a quienes las naciones europeas, conforme indica el comunicado, les denegó su repatriación.","Turquía también se haría cargo de custodiar a los combatientes del ISIS capturados, que, según el comunicado, las naciones europeas se han negado a repatriar.",0.8779165148735046,0.850021243095398,0.863743782043457,0.9522490501403809,0.9378983974456787,0.9450192451477051
27,"Esto no sólo confirma que al menos algunos dinosaurios tenían plumas, una teoría ya extendida, sino que proporciona detalles que los fósiles generalmente no pueden, como el color y la disposición tridimensional.","Además de confirmar que al menos algunos dinosaurios eran plumíferos, una teoría ya generalizada, también ofrece datos específicos que los fósiles por lo general no ofrecen, como su color y su estructura tridimensional.","Esto no solo confirma que al menos algunos dinosaurios tenían plumas, una teoría ya bastante extendida, sino que también proporciona detalles que generalmente los fósiles no pueden ofrecer, como el color y la disposición tridimensional.",0.8841121196746826,0.8747649192810059,0.8794137239456177,0.9837619066238403,0.9724078178405762,0.9780519008636475
28,Los científicos dicen que el plumaje de este animal era castaño en la parte superior con una parte inferior pálida o de color carotenoide.,"Según los especialistas, este animal tiene un plumaje de color castaño en la zona superior y una tonalidad pálida o carotenoide en la parte de abajo.",Los científicos dicen que el plumaje de este animal era de color castaño en la parte superior con un lado inferior pálido o de color carotenoide.,0.8902751207351685,0.8823705315589905,0.8863052129745483,0.9822678565979004,0.9770528674125671,0.9796534180641174
29,El hallazgo también nos da una idea de la evolución de las plumas en las aves.,"Asimismo, el hallazgo permite comprender mejor la evolución de las plumas de las aves.",El hallazgo también brinda información sobre la evolución de las plumas en las aves.,0.8934071660041809,0.8880707025527954,0.8907309174537659,0.9249468445777893,0.9378970265388489,0.9313769340515137
30,"Debido a que las plumas de los dinosaurios no tienen un eje bien desarrollado, llamado rachis, pero tienen otras características de plumas  barbas y barbas  los investigadores inferían que la rachis fue probablemente un desarrollo evolutivo posterior que estas otras características.","Dado que el plumaje de los dinosaurios no tiene un eje bien desarrollado, denominado raquis, pero sí presenta otros rasgos de las plumas (cerdas y bárbulas), los investigadores llegaron a la conclusión de que es probable que el raquis sea el resultado de un desarrollo evolutivo posterior de estas otras características.","Debido a que las plumas de dinosaurio no tienen un tallo bien desarrollado, llamado raquis, pero sí tienen otras características de las plumas —ganchos y microganchos—, los investigadores inferieron que el raquis fue probablemente un desarrollo evolutivo posterior a estas otras características.",0.8882027864456177,0.8565727472305298,0.8721010684967041,0.9218820333480835,0.9000871181488037,0.9108542203903198
31,La estructura de las plumas sugiere que no se usaron en vuelo sino para regular la temperatura o mostrar.,"La estructura que presenta el plumaje sugiere que su función no estaba relacionada con el vuelo, sino que las usaban para regular la temperatura o como indicador de la misma. Los investigadores sostienen que, aunque se trata de la cola de un dinosaurio joven, la muestra analizada presenta rasgos del plumaje de un adulto y no de un polluelo.","La estructura de las plumas sugiere que no se utilizaban para volar, sino más bien para la regulación de la temperatura o para el exhibicionismo. Los investigadores sugirieron que, aunque esta es la cola de un dinosaurio joven, la muestra muestra plumaje adulto y no plumón de un polluelo.",0.8312353491783142,0.7182844281196594,0.7706431746482849,0.8784635066986084,0.7459039688110352,0.8067748546600342
32,"Los investigadores sugirieron que, aunque esta es la cola de un dinosaurio joven, la muestra muestra plumaje adulto y no un pollo abajo.","Las apreciaciones de los expertos fueron que, aun cuando se trata de la cola de un dinosaurio de corta edad, la muestra ilustra más el plumaje de un adulto que el de un polluelo.","Los investigadores sugirieron que, a pesar de que esta es la cola de un dinosaurio joven, la muestra muestra plumaje adulto y no plumón de un polluelo.",0.8541091084480286,0.8337357044219971,0.8437994718551636,0.9602378010749817,0.9319201707839966,0.9458670616149902
34,La oficina del gobernador dijo que diecinueve de los heridos eran policías.,Desde el gobierno informaron que diecinueve de las personas heridas eran policías.,La oficina del gobernador dijo que diecinueve de los heridos eran oficiales de policía.,0.9217045307159424,0.9139330387115479,0.9178023338317871,0.9799908995628357,0.9715448617935181,0.9757496118545532
35,La policía dijo que sospecha que un presunto militante de Daesh (ISIL) es responsable del ataque.,La policía informó que el sospechoso por el ataque es un supuesto militante de Daish (ELIL).,La policía dijo que sospechan de un presunto militante del Daesh (EI) como responsable del ataque.,0.8808048367500305,0.8746651411056519,0.8777242302894592,0.9350912570953369,0.931023359298706,0.9330528974533081
36,"Encontraron que el Sol operaba en los mismos principios básicos que otras estrellas: La actividad de todas las estrellas del sistema se encontró que se basa en su luminosidad, su rotación y nada más.",Se descubrió que el sol se regía por los mismos principios básicos que otras estrellas: los únicos factores que impulsaban su actividad dentro del sistema eran su luminosidad y su rotación.,"Encontraron que el Sol operaba bajo los mismos principios básicos que otras estrellas: se descubrió que la actividad de todas las estrellas en el sistema estaba impulsada por su luminosidad, su rotación y nada más.",0.8421671390533447,0.8489131331443787,0.8455266356468201,0.9451361894607544,0.9356938004493713,0.9403912425041199
37,"La luminosidad y la rotación se utilizan juntas para determinar el número Rossby de una estrella, que está relacionado con el flujo de plasma.","La intensidad de la luz y la rotación se combinan para calcular el número de Rossby de una estrella, vinculado al flujo de plasma.","La luminosidad y la rotación se utilizan juntas para determinar el número de Rossby de una estrella, que está relacionado con el flujo de plasma.",0.9070910215377808,0.8994141817092896,0.9032363295555115,0.9941115975379944,0.9886642694473267,0.9913804531097412
38,"Cuanto menor sea el número de Rossby, menos activa será la estrella con respecto a las inversiones magnéticas.","A menor número de Rossby, menor es la actividad de la estrella en relación con sus inversiones magnéticas.","Cuanto más pequeño es el número de Rossby, menos activa es la estrella con respecto a las inversiones magnéticas.",0.8623065948486328,0.874649167060852,0.8684340119361877,0.9742598533630371,0.9704460501670837,0.9723491668701172
39,"Durante su viaje, Iwasaki se encontró con problemas en muchas ocasiones.",Iwasaki debió enfrentarse con numerosos problemas durante su viaje.,"Durante su viaje, Iwasaki se encontró con problemas en muchas ocasiones.",0.8875130414962769,0.909416675567627,0.898331344127655,1.000000238418579,1.000000238418579,1.000000238418579
40,"Fue robado por piratas, atacado en el Tíbet por un perro rabioso, escapó del matrimonio en Nepal y fue arrestado en la India.","Lo asaltaron piratas, lo mordió un perro con rabia en el Tíbet, escapó del matrimonio en Nepal y lo detuvo la policía en India.","Fue robado por piratas, atacado en Tíbet por un perro rabioso, escapó del matrimonio en Nepal y fue arrestado en India.",0.8586050868034363,0.8527175188064575,0.8556511998176575,0.9870232939720154,0.9938497543334961,0.9904247522354126
41,"La norma 802.11n funciona tanto en las frecuencias de 2,4 GHz como en las de 5,0 GHz.",El 802.11n estándar funciona tanto en frecuencias de 2.4Ghz como 5.0Ghz.,El estándar 802.11n opera en las frecuencias de 2.4Ghz y 5.0Ghz.,0.90875643491745,0.912156343460083,0.910453200340271,0.8988467454910278,0.9041087627410889,0.9014700651168823
42,"Esto permitirá que sea compatible con 802.11a, 802.11b y 802.11g, siempre que la estación base tenga dos radios.","Esto hará posible su compatibilidad con versiones anteriores de 802.11a, 802.11b y 802.11g; ello en la medida en que la estación base tenga radios duales.","Esto permitirá que sea compatible hacia atrás con 802.11a, 802.11b y 802.11g, siempre que la estación base tenga radios duales.",0.9109202027320862,0.8622756004333496,0.8859307169914246,0.9826010465621948,0.9622368812561035,0.972312331199646
43,Las velocidades de 802.11n son sustancialmente más rápidas que las de sus predecesores con un rendimiento teórico máximo de 600 Mbit/s.,"Las velocidades del estándar 802.11n son mucho más altas que las alcanzadas por los que lo precedieron, con un rendimiento teórico máximo de 600 Mbps.","Las velocidades de 802.11n son sustancialmente más rápidas que las de sus predecesores, con un rendimiento teórico máximo de 600 Mbit/s.",0.8852883577346802,0.872482180595398,0.8788385987281799,0.9943366646766663,0.9885473251342773,0.9914335608482361
44,"Duvall, casado y con dos hijos adultos, no dejó gran impresión en Miller, a quien se le relató la historia.","Duvall, que está casado y tiene dos hijos adultos, no causó una buena impresión a Miller, que fue a quien le relató la historia.","Duvall, quien está casado y tiene dos hijos adultos, no causó una gran impresión en Miller, a quien se le relató la historia.",0.9235274195671082,0.9045314788818359,0.9139307141304016,0.9622863531112671,0.9450884461402893,0.953609824180603
45,"Cuando se le pidió comentarios, Miller dijo: ""Mike habla mucho durante la audiencia... me estaba preparando para no escuchar realmente lo que estaba diciendo"".","Al pedirle un comentario, Miller dijo: «Mike habla mucho durante la audiencia… Estaba preparándome, así que en verdad no pude escuchar lo que decía».","Cuando se le pidió un comentario, Miller dijo: ""Mike habla mucho durante la audiencia... Yo me estaba preparando, así que realmente no estaba escuchando lo que decía.""",0.859120786190033,0.836638331413269,0.8477305173873901,0.926211953163147,0.9001153111457825,0.9129771590232849
46,"""Nos esforzaremos por reducir las emisiones de dióxido de carbono por unidad del PIB en un margen notable para 2020 desde el nivel de 2005"", dijo Hu.","«Trabajaremos duro para reducir el nivel de dióxido de carbono emitido por unidad de PIB para el año 2020, de modo que la diferencia sea significativa en comparación con el 2005», afirmó Hu.","""Nos esforzaremos por reducir las emisiones de dióxido de carbono por unidad de PIB en un margen notable para 2020 en comparación con el nivel de 2005,"" dijo Hu.",0.8755380511283875,0.8423532843589783,0.8586251735687256,0.9729189872741699,0.9622805118560791,0.9675705432891846
47,"No estableció una cifra para los recortes, diciendo que se realizarán basándose en la producción económica de China.",No mencionó una cifra para los recortes y manifestó que se harán en base a la producción económica de China.,"Él no estableció una cifra para los recortes, diciendo que se realizarán en función de la producción económica de China.",0.9313520193099976,0.9137086868286133,0.9224460124969482,0.9548650979995728,0.9495015740394592,0.9521757364273071
48,"Hu animó a los países en desarrollo a ""evitar el viejo camino de la contaminación primero y limpiar más tarde"".",Hu incentivó a los estados en vías de desarrollo a «no volver al tradicional camino de contaminar primero y hacer limpieza después».,"Hu alentó a los países en desarrollo ""a evitar el viejo camino de contaminar primero y limpiar después.""",0.8953360319137573,0.8802216053009033,0.8877144455909729,0.9212480187416077,0.9259461164474487,0.9235910773277283
49,"Añadió que ""no se les debe, sin embargo, pedir que asuman obligaciones que van más allá de su etapa de desarrollo, responsabilidad y capacidades"".","Agregó: «Aun así, no es correcto exigirles que asuman obligaciones que sobrepasan su fase de desarrollo, su nivel de responsabilidad y sus capacidades».","Él agregó que ""sin embargo, no se les debería pedir que asuman obligaciones que vayan más allá de su etapa de desarrollo, responsabilidad y capacidades"".",0.8572701811790466,0.8482479453086853,0.8527352213859558,0.9482285380363464,0.9470990300178528,0.9476634860038757
50,El Grupo de Estudio de Irak presentó su informe a las 12.00 GMT hoy.,El Grupo de Estudio de Irak elevó hoy su informe a las 12:00 GMT.,El Grupo de Estudio sobre Irak presentó su informe hoy a las 12:00 GMT.,0.9454081654548645,0.9353530406951904,0.9403537511825562,0.9579774737358093,0.9579774737358093,0.9579774737358093
51,"Advierte que nadie puede garantizar que cualquier acción en Irak en este momento detenga la guerra sectaria, la creciente violencia o el deslizamiento hacia el caos.","Advierte que nadie puede dar garantías de que alguna acción iraquí en este punto detendrá la lucha sectaria, la creciente violencia o una inclinación hacia el caos.","Advierte que nadie puede garantizar que cualquier curso de acción en Irak en este momento detendrá la guerra sectaria, la creciente violencia o un deslizamiento hacia el caos.",0.9220774173736572,0.9069072604179382,0.9144293665885925,0.97860187292099,0.9639865159988403,0.9712392687797546
52,El informe se inicia con un llamamiento a un debate abierto y a la formación de un consenso en los Estados Unidos sobre la política hacia el Medio Oriente.,El informe comienza con un llamado a debate abierto y a formar un consenso en los Estados Unidos acerca de las políticas sobre el Oriente Medio.,El informe comienza con un llamado a un debate abierto y a la formación de un consenso en los Estados Unidos sobre la política hacia el Medio Oriente.,0.9228041172027588,0.934967577457428,0.9288460612297058,0.9816351532936096,0.9889514446258545,0.9852797389030457
53,El informe es muy crítico con casi todos los aspectos de la actual política del Ejecutivo hacia Irak y insta a un cambio inmediato de dirección.,"El informe es sumamente crítico con prácticamente cada aspecto de la política vigente del poder ejecutivo en Irak, y apela a un cambio inmediato de dirección.",El informe es muy crítico con casi todos los aspectos de la política actual del Ejecutivo hacia Irak y exige un cambio de dirección inmediato.,0.92567378282547,0.9144980311393738,0.9200519919395447,0.9583259224891663,0.9755760431289673,0.9668740630149841
54,El primer de sus 78 recomendaciones es que antes de finales de este año se adopte una nueva iniciativa diplomática para asegurar las fronteras iraquíes contra las intervenciones hostiles y restablecer las relaciones diplomáticas con sus vecinos.,"Contiene 78 recomendaciones, de las cuales la número uno es la adopción de una nueva iniciativa antes del final del año con el propósito de proteger las fronteras de Irak de operaciones hostiles y para restaurar los vínculos diplomáticos con sus vecinos.",La primera de sus 78 recomendaciones es que se debe tomar una nueva iniciativa diplomática antes de que termine este año para asegurar las fronteras de Irak contra intervenciones hostiles y restablecer las relaciones diplomáticas con sus vecinos.,0.8489417433738708,0.8303221464157104,0.8395287394523621,0.9349871873855591,0.9375182390213013,0.9362509846687317
