id,translated_arabian,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
10,في حين أنّ لقاحًا تجريبيًا واحدًا يبدو قادرًا على تقليل وفيات الإيبولا، لم يثبت حتى الآن أنّه لا يوجد أيّ أدوية مناسبة لعلاج العدوى الحالية.,بينما يبدو أن هناك لقاحاً واحداً تجريبياً قادراً على الحد من وفيات الإيبولا، حتى الآن، لم يتم إثبات أي عقاقير مناسبة لعلاج العدوى الموجودة.,بينما يبدو أن لقاحاً تجريبياً واحداً قادر على تقليل معدل وفيات الإيبولا، وحتى الآن، لم يتم إثبات فعالية أي أدوية لعلاج العدوى الحالية بشكل واضح.,0.8755533695220947,0.8877800703048706,0.8816242814064026,0.8942355513572693,0.8979560732841492,0.8960919380187988
11,كان كوكتيل واحد من الأجسام المضادة، ZMapp، في البداية أظهر الوعد في المجال، ولكن الدراسات الرسمية أظهرت أنه كان له فائدة أقل من المطلوب في منع الموت.,كان كوكتيل واحد من الأجسام المضادة، وهو ZMapp، واعداً في البداية في هذا المجال، ولكن الدراسات الرسمية أشارت إلى أن الفائدة المترتبة على هذا الكوكتيل كانت أقل من الفوائد التي تم السعي إليها في منع الموت.,أظهر مزيج الأجسام المضادة المعروف باسم زيماب في البداية وعداً في هذا المجال، لكن الدراسات الرسمية أظهرت أنه كان له فائدة أقل مما تم السعي إليه في الحيلولة دون الوفاة.,0.8913370370864868,0.8570064306259155,0.8738346695899963,0.8573362827301025,0.8547037839889526,0.8560179471969604
12,في تجربة PALM، عمل ZMapp كمركز تحكم، وهذا يعني أن العلماء استخدموه كخط أساسي ومقارنة العلاجات الثلاث الأخرى معه.,في تجربة PALM، استُخدم عقار ZMapp كمعيار مراقبة، بمعنى أن العلماء وضعوه كأساس وقارنوا العلاجات الثلاثة الأخرى به.,في تجربة PALM، كان ZMapp يعمل كجهاز تحكم، مما يعني أن العلماء استخدموه كقاعدة وقارنوا العلاجات الثلاثة الأخرى به.,0.8679025173187256,0.8359478712081909,0.8516255617141724,0.9081206321716309,0.9029536843299866,0.905529797077179
13,تدعم رياضة الرياضة الأمريكية رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة لعائلة الألعاب الأولمبية لتعزيز بيئة آمنة لجميع رياضينا.,تدعم الولايات المتحدة للجمباز رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة للأسرة الأولمبية لتعزيز بيئةٍ آمنةٍ لجميعِ الرياضيين لدينا.,تدعم جمعية الجمباز الأمريكية رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة لعائلة الألعاب الأولمبية لتعزيز بيئة آمنة لجميع رياضينا.,0.8987990617752075,0.8789965510368347,0.888787567615509,0.9631714820861816,0.965469479560852,0.964319109916687
14,نحن نتفق مع بيان اللجنة الأمريكية للرياضة بأن مصالح رياضيينا و النوادي، و رياضتهم، قد تكون أفضل خدمة من خلال التقدم إلى الأمام مع تغييرات ذات مغزى داخل منظمتنا، بدلا من إزالة الشهادات.,نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح الرياضيين والأندية، ورياضتهم، يمكن أن تُخدم بشكل أفضل من خلال المضي قدماً في تغيير ذي مغزى داخل مؤسستنا، بدلاً من سحب التراخيص.,نحن نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح رياضيينا وأنديتنا ورياضتنا قد يتم خدمتها بشكل أفضل من خلال المضي قدمًا نحو تغيير ذي مغزى داخل منظمتنا، بدلاً من إلغاء التصديق.,0.8321879506111145,0.8382552862167358,0.8352105617523193,0.8651396036148071,0.8678444623947144,0.8664899468421936
15,تدعم جامنة الولايات المتحدة تحقيقًا مستقلًا قد يضيء الضوء على كيفية عدم اكتشاف سوء استخدام النسبة التي وصفها بجرأة من قبل الناجين من لاري ناصر لفترة طويلة ، ويضم أي تغييرات ضرورية وملائمة.,تدعم الولايات المتحدة للجمباز تحقيقًا مستقلًا قد يسلط الضوء على أن وصف الإساءة النسبية بشجاعةٍ من قبل الناجين من لاري نصار قد كان من الممكن ألا يتم اكتشافه لفترة طويلة بدون احتضان أية تغييرات ضرورية ومناسبة.,تدعم الجمباز الأمريكية تحقيقًا مستقلاً قد يسلط الضوء على كيفية عدم اكتشاف الإساءة بالقدر الذي وصفه الناجون من لاري ناصر بشجاعة لفترة طويلة، وتؤيد أي تغييرات ضرورية ومناسبة.,0.8558173179626465,0.8266152739524841,0.840962827205658,0.8766987323760986,0.871370792388916,0.8740266561508179
16,تمارس رياضة الرياضة في الولايات المتحدة الأمريكية والجنة الرياضية الأمريكية نفس الهدف  جعل رياضة الرياضة الرياضية وغيرها آمنة قدر الإمكان لمتسابقين الرياضيين لمتابعة أحلامهم في بيئة آمنة وإيجابية وتمكينية.,لدى الولايات المتحدة الأمريكية للجمباز و اللجنة الأولمبية الأمريكية نفس الهدف — وهو جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين لتحقيق أحلامهم في بيئة آمنة وإيجابية وقوية.,تهدف اتحاد الجمباز الأمريكي واللجنة الأولمبية الأمريكية إلى تحقيق نفس الهدف - وهو جعل رياضة الجمباز وغيرها من الرياضات آمنة قدر الإمكان للرياضيين لمتابعة أحلامهم في بيئة آمنة وإيجابية وممكّنة.,0.8564940094947815,0.8574786186218262,0.8569860458374023,0.8736728429794312,0.8514127731323242,0.862399160861969
17,خلال الستينيات، عمل برزينسكي لجون كينيدي كمستشار له ومن ثم لإدارة ليندون ب. جونسون.,وفي ستينيات القرن الماضي، عمل بريجنسكي مستشاراً لجون إف كينيدي ثم عمل في إدارة ليندون جونسون.,خلال ستينيات القرن العشرين، عمل بريجنسكي كمستشار لدى جون كينيدي ثم لدى إدارة ليندون بي. جونسون.,0.8780649900436401,0.8765637874603271,0.8773137331008911,0.8821171522140503,0.8938889503479004,0.8879640698432922
18,خلال الانتخابات عام 1976 ، أقدم المشورة لكارتر بشأن السياسة الخارجية ، ثم شغل منصب مستشار الأمن القومي (NSA) من عام 1977 إلى عام 1981 ، خلفاً لهنري كيسنجر.,وخلال اختيارات عام 1976، عمل مستشاراً لكارتر للسياسة الخارجية، ثم عمل مستشاراً للأمن القومي من عام 1977 إلى عام 1981 خلفاً لهنري كيسنجر.,خلال اختيارات عام 1976، قدم النصيحة لكارتر بشأن السياسة الخارجية، ثم شغل منصب مستشار الأمن القومي من عام 1977 حتى 1981، خلفاً لهنري كيسنجر.,0.8615667819976807,0.8745435476303101,0.868006706237793,0.9368814826011658,0.9497913122177124,0.9432922601699829
19,كمنظمة الأمن القومي، ساعد كارتر في التعامل الدبلوماسي مع الشؤون العالمية، مثل اتفاقات كامب ديفيد، 1978؛ عودة العلاقات الأمريكية إلى الصين إلى النظام التنفيذي في أواخر السبعينيات؛ الثورة الإيرانية، التي أدت إلى أزمة الرهائن الإيرانية، 1979; والغزو السوفيتي في أفغانستان، 1979.,خلال شغله لمنصب مستشار في الأمن القومي، ساعد كارتر ديبلوماسياً في إدارة شؤون العالم مثل اتفاقيات كامب ديفيد عام 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية في أواخر السبعينيات؛ والثورة الإيرانية التي أدت إلى كارثة الرهائن الإيرانية عام 1979؛ والاحتلال السوفييتي لأفغانستان عام 1979.,بصفته مستشاراً للأمن القومي، ساعد كارتر في التعامل الدبلوماسي مع الشؤون العالمية، مثل اتفاقيات كامب ديفيد عام 1978؛ تطبيع العلاقات الأمريكية-الصينية خلال أواخر السبعينيات؛ الثورة الإيرانية التي أدت إلى أزمة الرهائن في إيران عام 1979؛ والغزو السوفيتي لأفغانستان عام 1979.,0.8756545782089233,0.8561571836471558,0.8657961487770081,0.9055333137512207,0.8964419364929199,0.9009646773338318
20,حصل الفيلم، الذي يضم رايان غوسلينغ وإيما ستون، على ترشيحات في جميع الفئات الرئيسية.,وقد تلقى الفيلم الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.,نال الفيلم، الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.,0.9564779996871948,0.956174910068512,0.9563263654708862,0.9739055037498474,0.9819257855415344,0.9778991937637329
21,تلقى غوسلينغ وستون ترشيحات أفضل ممثل وممثلة على التوالي.,تلقى جوسلينغ وستون ترشيحات لأفضل ممثل وممثلة على الترتيب.,تلقى جوسلينغ وستون ترشيحات لجائزة أفضل ممثل وممثلة على التوالي.,0.924523651599884,0.9195468425750732,0.9220285415649414,0.9649375677108765,0.9524115920066833,0.9586337208747864
22,وتشمل الترشيحات الأخرى أفضل فيلم، والرئيس، والسينما، وتصميم الملابس، والتحرير الفيلم، والنقطة الأصلية، وتصميم الإنتاج، وتحرير الصوت، والمزيج الصوتي والسيناريو الأصلي.,تشمل الترشيحات الأخرى جائزة أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ وتصميم أزياء ومونتاج وموسيقى تصويرية و تصميم إنتاج و تعديل الصوت ومزج الصوت وسيناريو أصلي.,تشمل الترشيحات الأخرى أفضل فيلم، وأفضل مخرج، وتصوير سينمائي، وتصميم أزياء، وتحرير الفيلم، والموسيقى الأصلية، وتصميم الإنتاج، وتحرير الصوت، ومزج الصوت، والسيناريو الأصلي.,0.8040633201599121,0.7995858192443848,0.801818311214447,0.9025782942771912,0.9180088043212891,0.9102281332015991
23,تلقت اثنان من الأغاني من الفيلم، أوديشن (The Fools Who Dream) ومدينة النجوم، ترشيحات لأفضل أغنية أصلية. تلقت استوديو ليونزغيت 26 ترشيحًا أكثر من أي استوديو آخر.,تلقت أغنيتان من الفيلم، تجربة أداء (The Fools Who Dream) وCity of Stars، ترشيحات لأفضل أغنية أصلية. تلقى استوديو Lionsgate 26 ترشيحاً — أكثر من أي استوديو آخر.,"تم ترشيح أغنيتين من الفيلم، ""اختبار الأداء (الأغبياء الذين يحلمون)"" و""مدينة النجوم""، لجائزة أفضل أغنية أصلية. حصلت استوديوهات لاينزغيت على 26 ترشيحًا - أكثر من أي استوديو آخر.",0.8765949010848999,0.8927087783813477,0.8845784664154053,0.8520455956459045,0.8370556831359863,0.8444841504096985
24,في وقت متأخر من يوم الأحد، أعلن الرئيس الأمريكي دونالد ترامب، في بيان صدر عن طريق وزير الصحافة، عن خروج القوات الأمريكية من سوريا.,في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان ألقاه عن طريق السكرتير الصحفي، أن القوات الأميركية ستغادر سوريا.,في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان تم تقديمه عبر المتحدث باسم الصحافة، أن القوات الأمريكية ستغادر سوريا.,0.9236421585083008,0.8869950175285339,0.9049476981163025,0.931374192237854,0.9090995192527771,0.920102059841156
25,تم الإعلان عن هذا بعد محادثة هاتفية أجراها ترامب مع الرئيس التركي رجب طيب أردوغان.,تم عمل الإعلان بعد أن قام ترامب بمحادثة هاتفية مع الرئيس التركي رجب الطيب أردوغان.,تم الإعلان بعد أن أجرت ترامب محادثة هاتفية مع الرئيس التركي رجب طيب أردوغان.,0.895686149597168,0.9058305025100708,0.900729775428772,0.9137569069862366,0.9263026714324951,0.9199870228767395
26,كما ستقوم تركيا بحراسة مقاتلي داعش المحتجزين الذين رفضت الدول الأوروبية إعادةهم إلى بلادهم.,وستتولى تركيا أيضاً حراسة مقاتلي داعش الذين تم أسرهم، وقال البيان إن الدول الأوروبية رفضت إعادتهم.,تركيا ستتولى أيضًا حراسة مقاتلي داعش الذين تم القبض عليهم، حيث قالت البيان إن الدول الأوروبية قد رفضت إعادتهم إلى بلدانهم.,0.8318125605583191,0.8117467761039734,0.8216571807861328,0.8556492924690247,0.8149780035018921,0.8348185420036316
27,هذا لا يؤكد فقط أن على الأقل بعض الديناصورات كانت لها ريش، وهي نظرية منتشرة بالفعل، ولكن يوفر تفاصيل لا يمكن للحفريات عموما، مثل اللون والتخطيط ثلاثي الأبعاد.,لا يؤكد الأمر فحسب أن بعض من الديناصورات على أقل تقدير كانت ذات ريش، وهي نظرية شائعة بالفعل، ولكنه يقدم أيضاً تفاصيل تعجز الأحفوريات عن تقديمها في العموم، كاللون والترتيب ثلاثيّ الأبعاد.,هذا لا يؤكد فقط أن بعض الديناصورات على الأقل كانت لديها ريش، وهي فرضية منتشرة بالفعل، بل يوفر أيضًا تفاصيل لا تستطيع الحفريات عمومًا تقديمها، مثل اللون والترتيب ثلاثي الأبعاد.,0.8662046194076538,0.8374117612838745,0.851564884185791,0.930264949798584,0.9122685790061951,0.9211788177490234
28,يقول العلماء أن ريش هذا الحيوان كان بني كاستين على الأعلى مع جانب شاحب أو ملون كاروتينود,يقول العلماء أن ريش هذا الحيوان كان بنياً كستنائياً من الأعلى وجانبه السفلي شاحباً أو بلون الكاروتينات.,يقول العلماء إن ريش هذا الحيوان كان بنيًّا كستنائيًا من الأعلى ولونه فاتح أو ملون بالكاروتينويد من الأسفل.,0.8653174638748169,0.8266311287879944,0.8455320000648499,0.8541300892829895,0.7986767888069153,0.8254731297492981
29,كما يمنح هذا الاكتشاف نظرة ثاقبة على تطور الريش في الطيور.,يمنح الاكتشاف أيضاً نظرة على تطور الريش في الطيور.,الاكتشاف يوفر أيضًا رؤى حول تطور الريش في الطيور.,0.9132692813873291,0.9519438743591309,0.9322056174278259,0.8701033592224121,0.8877617716789246,0.8788438439369202
30,لأن ريش الديناصور ليس لديه شافط متطورة، تسمى راشيس، ولكن لديها سمات أخرى من الريش  الحنجرة والحنجرة  استنتج الباحثون أن راشيس كان على الأرجح تطوراً تطورياً لاحقاً من هذه الميزات الأخرى.,"نظراً لأن ريش الديناصورات لا يحتوي محوراً متطوراً بالكامل، والذي يطلق عليه اسم ""محور النورة""، ولكن لديهم خصائص أخرى للريش - كالقصيبات والقصيبات الصغرى - استنتج الباحثون أن محور النورة كان على الأرجح نشأة تطورية لاحقة لهذه الخصائص الأخرى.",لأن ريش الديناصورات لا يحتوي على عنق جيد التطور، يسمى الراخس، ولكنه يحتوي على ميزات أخرى للريش - مثل الشعيرات والشعيرات الصغيرة - استنتج الباحثون أن الراخس من المرجح أن يكون تطوراً evolutionary لاحقاً مقارنة بهذه الميزات الأخرى.,0.8454851508140564,0.7961823344230652,0.8200933933258057,0.8527501821517944,0.8320441246032715,0.8422698974609375
31,يوحي بنية الرمال أنّها لم تكن تستخدم في الطيران بل لتقوية درجة الحرارة أو عرضها. اقترح الباحثون أنه على الرغم من أن هذا ذيل ديناصور صغير، فإن العينة تظهر ريش البالغين وليس هبوط طير.,تشير بنية الأجنحة إلى أنه لم يتم استخدامهم في الطيران بل لتنظيم درجة الحرارة أو للاستعراض. يقترح الباحثون أنه على الرغم من أن هذا الذيل يخص ديناصوراً صغيراً إلا أن العينة تظهر ريشاً بالغاً وليس مؤخرة كتكوت.,تشير بنية الريش إلى أنه لم يُستخدم في الطيران، بل ربما لتنظيم درجة الحرارة أو للعرض. اقترح الباحثون أنه على الرغم من أن هذا ذيل ديناصور شاب، إلا أن العينة تظهر ريشًا بالغًا وليس زغب دجاجة.,0.8684779405593872,0.8543952703475952,0.861379086971283,0.8840955495834351,0.8716118931770325,0.8778093457221985
32,اقترح الباحثون أنه على الرغم من أن هذا ذيل ديناصور صغير، فإن العينة تظهر ريش البالغين وليس ديكاً.,أشار الباحثون إلى أنه على الرغم من أن هذا ذيل ديناصور صغير، إلا أن العينة تُظهر ريش طائر بالغ وليس ريش كتكوت.,اقترح الباحثون أنه، على الرغم من أن هذه هي ذيل ديناصور صغير، فإن العينة تُظهر ريشاً ناضجاً وليس زغب فرخ.,0.8983467817306519,0.8807534575462341,0.8894631862640381,0.904590368270874,0.8789790272712708,0.8916008472442627
33,تفجّر سيارة مفجّرة في مقر الشرطة في غازيانتيب، تركيا، صباح أمس، أسفر عن مقتل ضباط شرطة اثنين وإصابة أكثر من عشرين آخرين.,لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.,لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.,0.8433346748352051,0.8482615947723389,0.8457909226417542,0.8433346152305603,0.8482615947723389,0.8457909226417542
34,مكتب المحافظ قال أن 19 من الجرحى كانوا شرطيين,وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة.,وقالت مكتب المحافظ إن تسعة عشر من المصابين كانوا من رجال الشرطة.,0.8739882707595825,0.8590900897979736,0.8664751052856445,0.8725976347923279,0.8578143119812012,0.865142822265625
35,قالت الشرطة إنها تشك في مسؤولية الهجوم من جانب متشدد داعش المزعوم.,وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.,قالت الشرطة إنهم يشتبهون في أن أحد militants المزعومين لداعش (ISIL) مسؤول عن الهجوم.,0.8903310298919678,0.8908900022506714,0.8906104564666748,0.8176709413528442,0.7944768667221069,0.8059070706367493
36,وجدوا أن الشمس تعمل على نفس المبادئ الأساسية التي تتبعها النجوم الأخرى: تم العثور على أن نشاط جميع النجوم في النظام يتحرك على ضوءها، وتدورها، ولا شيء آخر.,وجدوا أن الشمس تعمل على نفس المبادئ الأساسية للنجوم الأخرى: وُجد أن نشاط جميع النجوم في النظام منقادٌ من خلال لمعانها ودورانها فقط.,وجدوا أن الشمس تعمل وفق نفس المبادئ الأساسية مثل النجوم الأخرى: تبين أن نشاط جميع النجوم في النظام مدفوع بلمعانها، ودورانها، ولا شيء آخر.,0.8261531591415405,0.8578694462776184,0.8417125940322876,0.8730918169021606,0.9089617729187012,0.8906657695770264
37,يستخدم الضوء والدورة معاً لتحديد رقم روسبي للنجم، والذي مرتبط بتدفق البلازما.,تستخدم الضيائيّة والدوران معاً في تحديد رقم روسبي الخاص بالنجم، والمتعلّق بتدفّق البلازما.,يتم استخدام اللمعان والدوران معًا لتحديد رقم روسبي للنجم، والذي يرتبط بتدفق البلازما.,0.8937240839004517,0.8431974053382874,0.8677257895469666,0.952298641204834,0.9290478825569153,0.9405296444892883
38,كلما كان عدد (روسبي) أصغر، كلما كان النجم أقل نشاطاً فيما يتعلق بالانعكاسات المغناطيسية.,كلّما قل رقم روسبي، كلما قل نشاط النجم بالنسبة للتقلّبات المغناطيسيّة.,كلما كان عدد روسبي أصغر، كانت النجمة أقل نشاطًا فيما يتعلق بانعكاسات المغناطيس.,0.8212136030197144,0.830197811126709,0.8256812691688538,0.9083281755447388,0.9274415969848633,0.9177854061126709
39,خلال رحلته، واجه إيفاساكي مشاكل في مناسبات عديدة.,وخلال رحلته، واجه إيواساكي مشاكل في العديد من المناسبات.,خلال رحلته، واجه إيوواساكي مشاكل في العديد من المناسبات.,0.9377676248550415,0.9029467701911926,0.9200277924537659,0.9285705089569092,0.9047467708587646,0.9165038466453552
40,تم سرقه من قبل القراصنة، وهاجم في التبت من قبل كلب مجنون، هرب من الزواج في نيبال وتم اعتقاله في الهند.,وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور، ونجا من الزواج في نيبال وتم القبض عليه في الهند.,تمت سرقته على يد قراصنة، وتعرض لهجوم من كلب مسعور في التبت، وهرب من الزواج في نيبال، وتم القبض عليه في الهند.,0.8820375204086304,0.8743118047714233,0.8781576752662659,0.879983127117157,0.8793466091156006,0.8796647787094116
41,يعمل معيار 802.11n على كل من ترددات 2.4Ghz و 5.0Ghz.,يعمل معيار 802.11n اللاسلكي على ترددي 2.4 جيغاهرتز و5.0 جيغاهرتز.,يعمل معيار 802.11n على ترددات 2.4 جيجاهرتز و5.0 جيجاهرتز.,0.8984235525131226,0.8294798135757446,0.8625762462615967,0.9086766242980957,0.8804599046707153,0.894345760345459
42,هذا سيسمح له بتوافق مع 802.11a و 802.11b و 802.11g للخلف، شريطة أن يكون المحطة القاعدة تمتلك إذاعات مزدوجة.,تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير سابقة له وتحديداً 802.11a و802.11b و802.11g وذلك على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة.,سيسمح ذلك بأن يكون متوافقًا مع الإصدارات السابقة 802.11a و 802.11b و 802.11g، بشرط أن يكون محطة القاعدة تحتوي على رادارين مزدوجين.,0.7941158413887024,0.7456929683685303,0.7691430449485779,0.8435786366462708,0.8505120873451233,0.8470311760902405
43,سرعات 802.11n أسرع بكثير من السائدات السابقة لها مع أقصى قدر من التوصيل النظري من 600Mbit/s.,سرعات 802.11n أكبر بكثير من سرعات سابقيه بناتج نظري أقصاه 600 ميغابيت في الثانية.,سرعات 802.11n أسرع بشكل ملحوظ من سابقتها مع قدرة نقل نظرية قصوى تصل إلى 600 ميجابت في الثانية.,0.7875630855560303,0.8010687828063965,0.7942585349082947,0.8251955509185791,0.8237460851669312,0.8244701623916626
