id,translated_portu,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
11,"Um cocktail de anticorpos, ZMapp, inicialmente mostrou promessas no campo, mas estudos formais indicaram que tinha menos benefícios do que procurado na prevenção da morte.","Um coquetel de anticorpos, ZMapp, inicialmente se mostrou promissor na área, mas estudos formais indicaram que ele tinha menos benefícios do que buscado na prevenção da morte.","Um coquetel de anticorpos, ZMapp, inicialmente mostrou promise no campo, mas estudos formais indicaram que teve menos benefício do que se buscava na prevenção da morte.",0.9428465366363525,0.9360895156860352,0.9394558668136597,0.9397496581077576,0.9473060369491577,0.9435127377510071
12,"No ensaio PALM, o ZMapp serviu como um controle, o que significa que os cientistas usaram-no como uma linha de base e compararam os outros três tratamentos com ele.","ZMapp foi usado como controle, isso quer dizer que os cientistas o usaram como linha de base e o compararam os três outros tratamentos no estudo PALM.","No ensaio PALM, o ZMapp serviu como controle, o que significa que os cientistas o usaram como uma linha de base e compararam os outros três tratamentos a ele.",0.8723902702331543,0.8951820731163025,0.8836391568183899,0.97569739818573,0.9845302104949951,0.9800938963890076
13,A USA Gymnastics apoia a carta do Comitê Olímpico dos Estados Unidos e aceita a necessidade absoluta da família olímpica de promover um ambiente seguro para todos os nossos atletas.,A equipe de ginástica norte-americana apoia a carta do Comitê Olímpico dos Estados Unidos e concorda com a necessidade absoluta de que a família olímpica promova um ambiente seguro para todos os nossos atletas.,A Ginástica dos EUA apoia a carta do Comitê Olímpico dos Estados Unidos e aceita a necessidade absoluta da família olímpica de promover um ambiente seguro para todos os nossos atletas.,0.9145752787590027,0.8815762400627136,0.8977726697921753,0.9612094163894653,0.9649559855461121,0.9630790948867798
14,"Concordamos com a declaração do USOC de que os interesses dos nossos atletas e clubes, e o seu esporte, podem ser melhor servidos avançando com mudanças significativas dentro da nossa organização, em vez de descertificação.","Concordamos com a declaração do USOC de que os interesses de nossos atletas e clubes, e seus esportes, podem ser melhor servidos ao avançarmos com mudanças significativas dentro de nossa organização, ao invés da descertificação.","Concordamos com a declaração do USOC de que os interesses de nossos atletas e clubes, e de seu esporte, podem ser melhor atendidos avançando com mudanças significativas dentro de nossa organização, em vez da descredenciação.",0.9602023959159851,0.9518871903419495,0.9560267329216003,0.9658786058425903,0.9617713093757629,0.9638205170631409
15,A USA Gymnastics apoia uma investigação independente que pode dar luz sobre como o abuso da proporção descrita com tanta coragem pelos sobreviventes de Larry Nassar poderia ter ficado despercebido por tanto tempo e abrange quaisquer mudanças necessárias e apropriadas.,"A equipe de ginástica norte-americana apoia uma investigação independente que possa esclarecer como um abuso da proporção que foi relatada tão corajosamente pelo sobrevivente, Larry Nassar, pôde acontecer sem que ninguém notasse, e defende qualquer mudança que for necessária e apropriada.",A USA Gymnastics apoia uma investigação independente que pode esclarecer como o abuso da proporção descrita tão corajosamente pelos sobreviventes de Larry Nassar poderia ter permanecido indetectado por tanto tempo e acolhe quaisquer mudanças necessárias e apropriadas.,0.8141294717788696,0.7899292707443237,0.8018468022346497,0.9401098489761353,0.9374362230300903,0.93877112865448
16,"A USA Gymnastics e o USOC têm o mesmo objetivo  tornar o esporte da ginástica, e outros, tão seguro quanto possível para os atletas seguirem seus sonhos em um ambiente seguro, positivo e empoderado.","A equipe de ginástica norte-americana e o USOC têm o mesmo objetivo — tornar a ginástica e qualquer outro esporte o mais seguro possível para que os atletas possam ir atrás dos seus sonhos em um ambiente de respeito, saudável e positivo.","A Ginástica dos EUA e o USOC têm o mesmo objetivo — tornar o esporte da ginástica, e outros, o mais seguro possível para que os atletas possam seguir seus sonhos em um ambiente seguro, positivo e empoderado.",0.860002875328064,0.8530429601669312,0.8565087914466858,0.9412890076637268,0.9312893748283386,0.9362624883651733
17,"Ao longo da década de 1960, Brzezinski trabalhou para John F. Kennedy como seu conselheiro e depois para o governo de Lyndon B. Johnson.","Através dos anos 60, Brzezinski trabalhou para John F. Kennedy e seu assessor e, depois, para a administração Lyndon B. Johnson.","Ao longo da década de 1960, Brzezinski trabalhou para John F. Kennedy como seu conselheiro e depois para a administração de Lyndon B. Johnson.",0.9303939342498779,0.9216090440750122,0.9259806871414185,0.9937999844551086,0.9937999844551086,0.9937999844551086
18,"Durante as eleições de 1976 ele aconselhou Carter sobre política externa, depois serviu como Assessor de Segurança Nacional (NSA) de 1977 a 1981, sucedendo Henry Kissinger.","Durante as eleições de 1976, ele aconselhou Carter sobre política externa, depois serviu como Conselheiro de Segurança Nacional (NSA) de 1977 a 1981, como sucessor de Henry Kissinger.","Durante as seleções de 1976, ele aconselhou Carter sobre política externa e, em seguida, serviu como Conselheiro de Segurança Nacional (NSA) de 1977 a 1981, sucedendo Henry Kissinger.",0.9714490175247192,0.963784396648407,0.9676015377044678,0.961851179599762,0.9354336261749268,0.9484584927558899
19,"Como NSA, ele ajudou Carter a lidar diplomaticamente com os assuntos mundiais, como os Acordos de Camp David, 1978; normalizando as relações dos EUA e da China no final dos anos 1970; a Revolução Iraniana, que levou à crise dos reféns do Irã, 1979; e a invasão soviética no Afeganistão, 1979.","Como membro da NSA, ele ajudou Carter na condução de assuntos diplomáticos mundiais, como o Acordo de Camp David, em 1978; a normalização das relações EUA-China no final dos anos 1970; a Revolução Iraniana, que levou à crise dos reféns em 1979; e a invasão soviética no Afeganistão, em 1979.","Como NSA, ele auxiliou Carter a lidar diplomaticamente com assuntos mundiais, como os Acordos de Camp David, em 1978; a normalização das relações EUA-China ao longo do final dos anos 1970; a Revolução Iraniana, que levou à crise dos reféns no Irã, em 1979; e a invasão soviética no Afeganistão, em 1979.",0.930105984210968,0.934154748916626,0.932125985622406,0.9626559615135193,0.9597263336181641,0.9611889123916626
20,"O filme, com Ryan Gosling e Emma Stone, recebeu indicações em todas as principais categorias.","O filme, com Ryan Gosling e Emma Stone, recebeu indicações em todas as categorias principais.","O filme, estrelado por Ryan Gosling e Emma Stone, recebeu indicações em todas as principais categorias.",0.9921022653579712,0.9921022653579712,0.9921022653579712,0.9740709066390991,0.9517539143562317,0.9627830982208252
21,"Gosling e Stone receberam indicações para Melhor Ator e Atriz, respectivamente.","Gosling e Stone foram contemplados com indicações para, respectivamente, Melhor Ator e Atriz.","Gosling e Stone receberam indicações para Melhor Ator e Atriz, respectivamente.",0.9411973357200623,0.9012678861618042,0.920799970626831,1.0,1.0,1.0
22,"As outras indicações incluem Melhor Filme, Diretor, Cinematografia, Design de Costumes, Edição de Filmes, Score Original, Design de Produção, Edição de Som, Mixagem de Som e Escrito Original.","As outras nomeações incluem Melhor Filme, Diretor, Fotografia, Figurino, Melhor Montagem, Trilha Sonora Original, Design de Produção, Edição de Som, Mixagem de Som e Roteiro Original.","As outras indicações incluem Melhor Filme, Direção, Cinematografia, Design de Figurino, Edição de Filme, Trilha Sonora Original, Design de Produção, Edição de Som, Mixagem de Som e Roteiro Original.",0.9225152134895325,0.9175735712051392,0.9200377464294434,0.9590833187103271,0.9517048001289368,0.955379843711853
23,"Duas músicas do filme, Audition (The Fools Who Dream) e City of Stars, receberam indicações para melhor música original.","Duas músicas do filme, Audition (The Fools Who Dream) e City of Stars, receberam indicações de melhor canção original. O estúdio Lionsgate recebeu 26 indicações - mais do que qualquer outro estúdio.","Duas músicas do filme, Audition (The Fools Who Dream) e City of Stars, receberam indicações para melhor canção original. O estúdio Lionsgate recebeu 26 indicações — mais do que qualquer outro estúdio.",0.965753972530365,0.8574233055114746,0.9083701968193054,0.966851532459259,0.859089732170105,0.9097907543182373
24,"No domingo, o presidente dos Estados Unidos, Donald Trump, em um comunicado enviado pelo secretário de imprensa, anunciou que as tropas dos EUA deixariam a Síria.","No domingo à noite, o presidente dos Estados Unidos, Donald Trump, em uma declaração transmitida pelo secretário de imprensa, anunciou que as tropas americanas iriam deixar a Síria.","No final da tarde de domingo, o presidente dos Estados Unidos, Donald Trump, em uma declaração feita através do porta-voz, anunciou que as tropas dos EUA deixariam a Síria.",0.9643100500106812,0.9507718086242676,0.9574930667877197,0.9479841589927673,0.9317445755004883,0.9397941827774048
25,"O anúncio foi feito depois que Trump teve uma conversa telefônica com o presidente turco, Recep Tayyip Erdoğan.",O anúncio foi feito após Trump ter uma conversa por telefone com o presidente turco Recep Tayyip Erdoğan.,O anúncio foi feito após Trump ter uma conversa telefônica com o presidente turco Recep Tayyip Erdoğan.,0.9471666216850281,0.9580057859420776,0.9525554180145264,0.9713714122772217,0.9848192930221558,0.978049099445343
26,"A Turquia também assumiria a guarda dos combatentes capturados do EI, que, segundo o comunicado, as nações europeias se recusaram a repatriar.","A Turquia também assumiria a guarda de membros do Estado Islâmico que, como afirma a declaração, as nações europeias se recusaram a repatriar.","A Turquia também assumiria a guarda dos combatentes do ISIS capturados, o que, segundo a declaração, as nações europeias se recusaram a repatriar.",0.91902095079422,0.9095990657806396,0.9142857789993286,0.9497940540313721,0.943293035030365,0.9465323686599731
27,"Isso não só confirma que pelo menos alguns dinossauros tinham penas, uma teoria já generalizada, mas fornece detalhes que os fósseis geralmente não podem, como cor e arranjo tridimensional.","Isso não só confirma que ao menos alguns dos dinossauros tinham penas, uma teoria que já é bem aceita, como também oferece detalhes que não são encontrados com tanta frequência em fósseis, como cores e o arranjo tridimensional.","Isso não apenas confirma que pelo menos alguns dinossauros tinham penas, uma teoria já amplamente divulgada, mas também fornece detalhes que fósseis geralmente não conseguem, como cor e disposição tridimensional.",0.9225323796272278,0.8772224187850952,0.8993070125579834,0.962798535823822,0.9507784843444824,0.956750750541687
28,Os cientistas dizem que a plumagem deste animal era castanho-marrom no topo com uma parte inferior pálida ou de cor carotenoide.,. Cientistas afirmam que a plumagem superior desse animal era castanha e a parte inferior era clara ou carotenoide.,"Os cientistas dizem que a plumagem deste animal era marrom-castanho por cima, com o lado inferior claro ou da cor dos carotenoides.",0.8383519649505615,0.8808971047401428,0.8590981960296631,0.9117923974990845,0.910758912563324,0.9112753868103027
29,A descoberta também nos dá uma visão da evolução das penas em pássaros.,A descoberta também concede pistas sobre a evolução das penas nas aves.,A descoberta também oferece insights sobre a evolução das penas nos pássaros.,0.8686865568161011,0.90558922290802,0.8867541551589966,0.9250795841217041,0.9144150018692017,0.9197164177894592
30,"Como as penas dos dinossauros não têm um eixo bem desenvolvido, chamado rachis, mas têm outras características de penas  barbas e barbas  os pesquisadores inferiram que a rachis foi provavelmente um desenvolvimento evolutivo posterior que essas outras características.","As penas dos dinossauros, conhecidas como raque, não têm uma haste bem desenvolvida, mas possuem outras características, como farpas e bárbulas. Em vista disso, os pesquisadores concluíram que a raque era possivelmente o resultado de um desenvolvimento evolutivo posterior a essas outras características.","Porque as penas dos dinossauros não têm um eixo bem desenvolvido, chamado de raíça, mas possuem outras características das penas — ganchos e barbilhões — os pesquisadores inferiram que a raíça provavelmente foi um desenvolvimento evolutivo posterior em relação a essas outras características.",0.8734842538833618,0.8423981666564941,0.857659637928009,0.9250161647796631,0.8883637189865112,0.9063195586204529
31,"A estrutura das penas sugere que não foram usadas em vôo, mas sim para regulação de temperatura ou exibição. Os pesquisadores sugeriram que, embora esta seja a cauda de um dinossauro jovem, a amostra mostra plumagem adulta e não a de uma garotinha.","A estrutura das penas sugere que não foram utilizadas em voo, mas sim, para se exibir ou regular a temperatura. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra tem a plumagem de um adulto, e não a de um filhote.","A estrutura das penas sugere que elas não eram usadas para voo, mas sim para regulação da temperatura ou exibição. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra apresenta plumagem adulta e não penugem de um filhote.",0.937373161315918,0.9352465867996216,0.9363086819648743,0.9524542093276978,0.9499231576919556,0.951187014579773
32,"Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra mostra plumagem adulta e não a de uma garotinha.","Os pesquisadores sugeriram que, apesar do rabo ser de um dinossauro jovem, a amostra revela uma plumagem adulta, não uma penugem.","Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra apresenta penas adultas e não o penacho de um filhote.",0.8915985822677612,0.9001209735870361,0.895839512348175,0.9382045269012451,0.9364246129989624,0.9373137354850769
33,"Um carro-bomba detonado na sede da polícia em Gaziantep, Turquia, na manhã de ontem, matou dois policiais e feria mais de vinte outras pessoas.","Na manhã de ontem, um carro-bomba explodiu na sede da polícia em Gaziantep, Turquia, matou dois policiais e feriu mais de vinte outras pessoas.","Uma bomba em um carro explodiu na sede da polícia em Gaziantep, na Turquia, ontem de manhã, matando dois policiais e ferindo mais de vinte outras pessoas.",0.9478551149368286,0.9417775273323059,0.9448065161705017,0.9057397842407227,0.902360737323761,0.9040471315383911
34,O gabinete do governador disse que 19 dos feridos eram policiais.,O gabinete do governador afirmou que 19 dos feridos eram agentes policiais.,O escritório do governador informou que dezenove dos feridos eram policiais.,0.9840275645256042,0.9755523204803467,0.9797715544700623,0.949410617351532,0.9214392900466919,0.9352158904075623
35,A polícia disse que suspeita que um suposto militante do Daesh (ISIL) é responsável pelo ataque.,A polícia informou suspeitar que o responsável pelo ataque seja um suposto militante do Daesh (ISIL).,A polícia disse que suspeita de um suposto militante do Daesh (ISIL) como responsável pelo ataque.,0.9327413439750671,0.924793004989624,0.9287501573562622,0.9640999436378479,0.9629578590393066,0.9635286331176758
36,"Descobriram que o Sol operava com os mesmos princípios básicos que outras estrelas: a atividade de todas as estrelas do sistema foi determinada pela sua luminosidade, rotação e nada mais.","Eles descobriram que o sol operava com o mesmo princípios básicos que outras estrelas: a atividade de todas as estrelas no sistema foi determinada por sua luminosidade, sua rotação e nada mais.","Eles descobriram que o Sol operava com os mesmos princípios básicos que outras estrelas: a atividade de todas as estrelas no sistema era impulsionada por sua luminosidade, sua rotação e nada mais.",0.9624799489974976,0.9650808572769165,0.9637786746025085,0.9583404064178467,0.9516650438308716,0.9549910426139832
37,"A luminosidade e a rotação são usadas juntas para determinar o número Rossby de uma estrela, que está relacionado ao fluxo de plasma.","A luminosidade e rotação são utilizadas em conjunto para definir o número de Rossby de uma estrela, o qual tem relação com o fluxo de plasma.","A luminosidade e a rotação são usadas juntas para determinar o número de Rossby de uma estrela, que está relacionado ao fluxo de plasma.",0.9375788569450378,0.9267567992210388,0.9321364164352417,0.9936240315437317,0.9879772663116455,0.9907926321029663
38,"Quanto menor o número de Rossby, menos ativo a estrela em relação às inversões magnéticas.","Quanto mais baixo o número de Rossby, menos ativa é a estrela no que se refere às inversões magnéticas.","Quanto menor o número de Rossby, menos ativa é a estrela em relação às inversões magnéticas.",0.9100252985954285,0.8815276622772217,0.8955497741699219,0.9665552973747253,0.9575129747390747,0.9620129466056824
39,"Durante a viagem, Iwasaki encontrou-se com problemas em muitas ocasiões.","Durante a sua viagem, Iwasaki enfrentou problemas em muitas ocasiões.","Durante sua viagem, Iwasaki se deparou com problemas em várias ocasiões.",0.9334796071052551,0.9539253115653992,0.9435917139053345,0.9503588676452637,0.9517331123352051,0.9510455131530762
40,"Foi roubado por piratas, atacado no Tibete por um cão rabioso, escapou do casamento no Nepal e foi preso na Índia.","Ele foi roubado por piratas, atacado por um cão com raiva no Tibete, escapou de um casamento no Nepal e foi preso na Índia.","Ele foi roubado por piratas, atacado no Tibete por um cachorro raivoso, escapou de um casamento no Nepal e foi preso na Índia.",0.9452019929885864,0.9413124322891235,0.943253219127655,0.9614738821983337,0.9490330219268799,0.9552128911018372
41,"O padrão 802.11n opera em ambas as frequências de 2,4 GHz e 5,0 GHz.",O padrão 802.11n opera em ambas as frequências de 2.4Ghz e 5.0Ghz.,"O padrão 802.11n opera nas frequências de 2,4 GHz e 5,0 GHz.",0.9647356867790222,0.9505753517150879,0.9576030969619751,0.965064287185669,0.9829031229019165,0.9739020466804504
42,"Isto permitirá que seja compatível com os sistemas 802.11a, 802.11b e 802.11g, desde que a estação base tenha dois rádios.","Isso permitirá que ela seja compatível com 802.11a, 802.11b e 802.11g, desde que a estação rádio base tenha rádios duais.","Isso permitirá que seja compatível com versões anteriores, como 802.11a, 802.11b e 802.11g, desde que a estação base tenha rádios duais.",0.9445794820785522,0.942105770111084,0.9433410167694092,0.955954909324646,0.934653639793396,0.9451842904090881
43,"As velocidades de 802.11n são substancialmente mais rápidas que as dos seus antecessores, com um volume máximo teórico de 600 Mbit/s.","As velocidades do 802.11n são substancialmente mais rápidas do que as dos seus antecessores, teoricamente, com um rendimento máximo de 600 Mb/s.","As velocidades do 802.11n são substancialmente mais rápidas do que as de seus predecessores, com uma taxa de transferência teórica máxima de 600 Mbit/s.",0.9540700912475586,0.9414026737213135,0.9476940631866455,0.9666479229927063,0.9491426944732666,0.9578153491020203
44,"Duvall, casado com dois filhos adultos, não deixou grande impressão sobre Miller, a quem a história foi relatada.","Duvall, que é casado e tem dois filhos adultos, não deixou grande impressão em Miller, a quem a história foi relatada.","Duvall, que é casado e tem dois filhos adultos, não deixou uma grande impressão em Miller, a quem a história foi contada.",0.9629936814308167,0.9424185752868652,0.952595055103302,0.9419145584106445,0.9232541918754578,0.9324910044670105
45,"Quando foi pedido comentar, Miller disse: ""Mike fala muito durante a audiência... Eu estava me preparando para não ouvir o que ele estava dizendo"".","Ao pedirem um comentário seu, Miller disse, ""Mike fala muito durantes a audiência... eu estava me preparando, então não estava prestando muita atenção no que ele estava dizendo"".","Quando perguntado sobre o comentário, Miller disse: ""Mike fala muito durante a audiência... Eu estava me preparando, então não estava realmente ouvindo o que ele estava dizendo.""",0.9006718397140503,0.8712553977966309,0.8857194185256958,0.9270243048667908,0.895564079284668,0.9110226631164551
46,"""Vamos nos esforçar para reduzir as emissões de dióxido de carbono por unidade de PIB em uma margem notável até 2020 do nível de 2005"", disse Hu.","""Nós nos esforçaremos para reduzir significativamente as emissões de dióxido de carbono por unidade do PIB até 2020, em relação ao nível de 2005,"" disse Hu.","""Vamos nos esforçar para reduzir as emissões de dióxido de carbono por unidade do PIB em uma margem significativa até 2020, em relação ao nível de 2005,"" disse Hu.",0.9205845594406128,0.9350841045379639,0.9277777075767517,0.9688636064529419,0.9588012099266052,0.9638062119483948
47,"O presidente da Comissão, o presidente da Comissão, afirmou que a Comissão não pode fazer qualquer alteração ao regulamento.","Ele não definiu um valor para os cortes, falando que eles serão feitos de acordo com a produção econômica da China.","Ele não estipulou um valor para os cortes, dizendo que eles serão feitos com base na produção econômica da China.",0.7338986396789551,0.7277499437332153,0.730811357498169,0.7382780313491821,0.7266336679458618,0.7324095368385315
48,"Hu encorajou os países em desenvolvimento a ""evitarem o velho caminho de poluir primeiro e limpar mais tarde"".","Hu encorajou os países em desenvolvimento ""a evitar o antigo caminho de poluir primeiro e limpar depois"".","Hu incentivou os países em desenvolvimento ""a evitar o antigo caminho de poluir primeiro e limpar depois.""",0.9683582186698914,0.9785569906234741,0.9734309315681458,0.9378206729888916,0.9387692213058472,0.9382947087287903
49,"Ele acrescentou que ""não devem, no entanto, ser convidados a assumir obrigações que vão além do seu estágio de desenvolvimento, responsabilidade e capacidades"".","Ele adicionou que ""eles não devem, no entanto, ser solicitados a assumir obrigações que vão além de seu estágio de desenvolvimento, responsabilidade e capacidades.""","Ele acrescentou que ""eles não devem, no entanto, ser solicitados a assumir obrigações que vão além de seu estágio de desenvolvimento, responsabilidade e capacidades.""",0.9620645642280579,0.955147385597229,0.9585934281349182,0.9703689813613892,0.9633921384811401,0.966867983341217
50,"O Grupo de Estudos do Iraque apresentou hoje, às 12h00 GMT, o seu relatório.",O Grupo de Estudo do Iraque mostrou seu relatório às 12:00 GMT do dia de hoje.,O Grupo de Estudo do Iraque apresentou seu relatório hoje às 12h00 GMT.,0.8965694904327393,0.8845247030258179,0.890506386756897,0.9256725311279297,0.9485868811607361,0.9369896054267883
51,"Adverte que ninguém pode garantir que qualquer ação no Iraque neste momento vai parar a guerra sectária, a crescente violência, ou um deslizamento para o caos.","Ele adverte que não há garantias de que alguma ação no Iraque neste momento irá impedir a guerra entre seitas, o aumento da violência ou a tendência para o caos.","Avisa: Ninguém pode garantir que qualquer curso de ação no Iraque neste momento irá parar a guerra sectária, a violência crescente ou uma descida rumo ao caos.",0.8702186346054077,0.8735381960868835,0.8718752861022949,0.9103527069091797,0.9050287008285522,0.9076828956604004
52,O relatório abre com um apelo a um debate aberto e a uma formação de um consenso nos Estados Unidos sobre a política em relação ao Oriente Médio.,O relatório é iniciado com um apelo por um debate aberto e pela formação de um consenso no Estados Unidos sobre a política relacionada ao Oriente Médio.,O relatório começa com um apelo por um debate aberto e a formação de um consenso nos Estados Unidos sobre a política em relação ao Oriente Médio.,0.9432692527770996,0.9459980726242065,0.9446316957473755,0.9612910747528076,0.9644270539283752,0.9628565311431885
53,O relatório é altamente crítico com quase todos os aspectos da política actual do Executivo em relação ao Iraque e insta a uma mudança imediata de direcção.,O relatório criticou bastante quase todos os aspectos da atual política do Executivo em relação ao Iraque e insiste em uma mudança imediata de direção.,O Relatório é altamente crítico de quase todos os aspectos da atual política do Executivo em relação ao Iraque e pede uma mudança de direção imediata.,0.9422841668128967,0.9500470161437988,0.9461497068405151,0.9385472536087036,0.9481179118156433,0.9433083534240723
54,A primeira das 78 recomendações é que antes do final deste ano seja tomada uma nova iniciativa diplomática para proteger as fronteiras do Iraque contra intervenções hostis e restabelecer as relações diplomáticas com os seus vizinhos.,A primeira entre as 78 recomendações é que uma nova iniciativa diplomática deva ser tomada antes do final deste ano para proteger as fronteiras do Iraque contra intervenções hostis e para restabelecer relações diplomáticas com seus vizinhos.,A primeira entre suas 78 recomendações é que uma nova iniciativa diplomática deve ser tomada antes do final deste ano para garantir as fronteiras do Iraque contra intervenções hostis e restabelecer relações diplomáticas com seus vizinhos.,0.9614436626434326,0.9482913613319397,0.954822301864624,0.9592589735984802,0.9521308541297913,0.9556816220283508
