id,translated_hindi,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
13,यूएसए जिमनास्टिक संयुक्त राज्य अमेरिका ओलंपिक समिति के पत्र का समर्थन करता है और ओलंपिक परिवार की सभी हमारे एथलीटों के लिए सुरक्षित वातावरण को बढ़ावा देने की पूर्ण आवश्यकता को स्वीकार करता है।,"अमेरिकी जिमनास्टिक्स, संयुक्त राज्य ओलंपिक समिति के पत्र का समर्थन करता है. साथ ही, सभी एथलीटों को एक सुरक्षित माहौल देने के लिए, ओलंपिक परिवार के होने की अहमियत स्वीकार करता है.",यूएसए जिमनास्टिक्स अमेरिका के ओलंपिक समिति के पत्र का समर्थन करता है और हमारे सभी एथलीटों के लिए एक सुरक्षित वातावरण को बढ़ावा देने के लिए ओलंपिक परिवार की absoluta आवश्यकता को स्वीकार करता है।,0.8661314249038696,0.865021288394928,0.8655759692192078,0.9600173234939575,0.957282543182373,0.9586480259895325
14,"हम यूएसओसी के इस कथन से सहमत हैं कि हमारे एथलीटों और क्लबों के हितों और उनके खेल को अधिक अच्छी तरह से सेवा दी जा सकती है, यदि हम अपने संगठन के भीतर सार्थक परिवर्तन के साथ आगे बढ़ते हैं, न कि डिसेर्टिफिकेशन के साथ।","हम USOC के इस कथन से सहमत हैं कि हमारे एथलीटों और क्लबों और उनके खेल, हमारे संगठन के भीतर सार्थक बदलाव के साथ आगे बढ़ कर बेहतर सेवा की जा सकती है ना की विप्रमाणन से |","हम यूएसओसी के बयान से सहमत हैं कि हमारे एथलीटों और क्लबों के हित, और उनके खेल, हमारे संगठन के भीतर महत्वपूर्ण परिवर्तन की दिशा में आगे बढ़ने से बेहतर सेवा प्राप्त कर सकते हैं, बजाय इसके कि उन्हें गैर-प्रमाणित किया जाए।",0.8419245481491089,0.8716086745262146,0.8565095067024231,0.8428937792778015,0.8496030569076538,0.8462351560592651
15,यूएसए जिमनास्टिक एक स्वतंत्र जांच का समर्थन करता है जो प्रकाश डाल सकता है कि लैरी नासर्स के जीवित बचे लोगों द्वारा इतनी बहादुरी से वर्णित अनुपात का दुरुपयोग इतने लंबे समय तक अनदेखा हो सकता है और किसी भी आवश्यक और उपयुक्त परिवर्तन को गले लगाता है।,यूएसए जिमनास्टिक्स एक स्वतंत्र जाँच का समर्थन करता है जो इस बात पर प्रकाश डाल सकता है कि लैरी नासर के बचे लोगों द्वारा इतनी हिम्मत से बताए गए प्रपोर्शन का दुरुपयोग इतने लंबे समय तक चल सकता था और किसी भी आवश्यक और उचित परिवर्तन को अपना सकता है.,यूएसए जिमनास्टिक्स एक स्वतंत्र जांच का समर्थन करता है जो इस पर प्रकाश डाल सकता है कि लैरी नassar के Survivors द्वारा इतनी वीरता से वर्णित अनुपात का दुरुपयोग लंबे समय तक कैसे अदृश्य रह सकता था और किसी भी आवश्यक और उचित परिवर्तनों को अपनाता है।,0.9010183811187744,0.9118955135345459,0.9064242839813232,0.9011433720588684,0.907903790473938,0.9045109152793884
16,"यूएसए जिमनास्टिक और यूएसओसी का एक ही लक्ष्य है  जिमनास्टिक और अन्य खेलों को सुरक्षित, सकारात्मक और सशक्त वातावरण में अपने सपनों का पीछा करने के लिए एथलीटों के लिए यथासंभव सुरक्षित बनाना।","यूएसए जिमनास्टिक्स और यूएसओसी का एक ही लक्ष्य है — एथलीटों को सुरक्षित, सकारात्मक और सशक्त वातावरण में अपने सपनों का अनुसरण करने के लिए जिमनास्टिक्स और अन्य लोगों के खेल को जितना संभव हो सके उतना सुरक्षित बनाना.","यूएसए जिम्नास्टिक्स और यूएसओसी का एक ही लक्ष्य है - जिम्नास्टिक्स और अन्य खेलों को एथलीटों के लिए सुरक्षित, सकारात्मक और सशक्त वातावरण में अपने सपनों का पीछा करने के लिए संभवतः सुरक्षित बनाना।",0.9395713806152344,0.9075695276260376,0.9232932329177856,0.9498542547225952,0.9467805027961731,0.9483148455619812
17,"1960 के दशक में, ब्रजेज़िनस्की ने जॉन एफ. केनेडी के लिए उनके सलाहकार के रूप में और फिर लिंडन बी. जॉनसन प्रशासन के रूप में काम किया।","1960 के दशक के दौरान, ब्रेझिन्स्की ने जॉन एफ कैनेडी के सलाहकार के तौर पर और उसके बाद लिंडन बी जॉनसन के प्रशासन के लिए काम किया.","1960 के दशक में, ब्रेज़िंस्की ने जॉन एफ. Kennedy के सलाहकार के रूप में काम किया और फिर लिंडन बी. जॉनसन प्रशासन के लिए।",0.9192829132080078,0.9238906502723694,0.9215810298919678,0.9342496395111084,0.9490388631820679,0.9415861964225769
18,"1976 के चुनावों के दौरान उन्होंने विदेश नीति पर कार्टर को सलाह दी, फिर 1977 से 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में कार्य किया, जो हेनरी किस्सिंजर का उत्तराधिकारी था।","1976 चयन के दौरान उन्होंने विदेश नीति पर कार्टर को सलाह दी, फिर 1977 से लेकर 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में हेनरी किसिंजर को सेवा दी.","1976 के चयन के दौरान, उसने कार्टर को विदेशी नीति पर सलाह दी, और फिर 1977 से 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में सेवा दी, हेनरी किसिंजर के उत्तराधिकारी के रूप में।",0.9079241156578064,0.9404285550117493,0.9238905310630798,0.9349172115325928,0.9351197481155396,0.9350184798240662
19,"एनएसए के रूप में, उन्होंने कैम्प डेविड समझौते, 1978; 1970 के दशक के अंत में अमेरिकी-चीन संबंधों को सामान्य बनाने; ईरान क्रांति, जिसने ईरान बंधक संकट, 1979 का नेतृत्व किया; और अफगानिस्तान में सोवियत आक्रमण, 1979 जैसे विश्व मामलों को राजनयिक रूप से संभालने में कार्टर की सहायता की।","एनएसए के रूप में, उन्होंने कूटनीतिक रूप से विश्व मामलों को संभालने में कार्टर की सहायता की, जैसे कि कैंप डेविड एकॉर्ड्स, 1978; 1970 के दशक के अंत में अमेरिका-चीन संबंधों को सामान्य बनाना; ईरानी क्रांति, जो ईरान बंधक संकट का कारण बनी, 1979; और अफ़गानिस्तान में सोवियत आक्रमण, 1979.",作为国家安全顾问，他协助卡特在外交上处理世界事务，例如1978年的戴维营协议；在1970年代末期正常化美中关系；伊朗革命，这导致了1979年的伊朗人质危机；以及1979年苏联入侵阿富汗。,0.8887102603912354,0.8947545886039734,0.8917221426963806,0.6784608364105225,0.7131595611572266,0.6953775882720947
20,रयान गोस्लिंग और एम्मा स्टोन की भूमिका वाली फिल्म को सभी प्रमुख श्रेणियों में नामांकन मिले।,"जिस फिल्म में रायन गोज़लिंग और एम्मा स्टोन ने मुख्य भूमिकाएँ निभाई हैं, उसे सभी प्रमुख श्रेणियों में नॉमिनेशन किया गया है.","यह फिल्म, जिसमें रयान गोसलिंग और एमा स्टोन हैं, को सभी प्रमुख श्रेणियों में नामांकित किया गया।",0.834996223449707,0.7824755907058716,0.8078832626342773,0.8921999335289001,0.8795851469039917,0.8858476281166077
21,गोस्लिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकन प्राप्त हुए।,गोसलिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकन मिला है.,गॉसलिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकित किया गया।,0.9610761404037476,0.9546208381652832,0.9578375816345215,0.953000545501709,0.9507309198379517,0.9518644213676453
22,"अन्य नामांकनों में सर्वश्रेष्ठ फिल्म, निर्देशक, सिनेमा, पोशाक डिजाइन, फिल्म संपादन, मूल स्कोर, उत्पादन डिजाइन, ध्वनि संपादन, ध्वनि मिश्रण और मूल पटकथा शामिल हैं।","अन्य नामांकनों में बेस्ट पिक्चर, डायरेक्टर, सिनेमेटोग्राफ़ी, कॉस्ट्यूम डिज़ाइन, फ़िल्म-संपादन, मूल स्कोर, प्रोडक्शन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और ओरिजनल स्क्रीनप्ले शामिल हैं.","अन्य नामांकनों में सर्वश्रेष्ठ चित्र, निर्देशक, छायांकन, पोशाक डिजाइन, फिल्म संपादन, मौलिक स्कोर, उत्पादन डिजाइन, ध्वनि संपादन, ध्वनि मिश्रण और मौलिक पटकथा शामिल हैं।",0.9109722971916199,0.8448284864425659,0.8766545653343201,0.964525580406189,0.9348922967910767,0.9494777917861938
23,"फिल्म के दो गानों, ऑडिशन (द फूलस व्हिट ड्रीम) और सिटी ऑफ स्टार को सर्वश्रेष्ठ मूल गीत के लिए नामांकन प्राप्त हुए। लायंसगेट स्टूडियो को किसी भी अन्य स्टूडियो की तुलना में 26 नामांकन प्राप्त हुए।",ऑडिशन (द फ़ूल्स हू ड्रीम) और सिटी ऑफ़ स्टार्स के दो गानो को सर्वश्रेष्ठ मूल गीत के लिए नामांकन मिला. किसी भी अन्य स्टूडियो से ज़्यादा — लायंसगेट स्टूडियो को 26 नामांकन मिले.,फिल्म ऑडिशन (द फुल्स हू ड्रीम) और सिटी ऑफ स्टार्स के दो歌曲ों को सर्वश्रेष्ठ मूल गीत के लिए नामांकन मिला। लायंसगेट स्टूडियो को 26 नामांकन मिले - जो किसी अन्य स्टूडियो से अधिक हैं।,0.8995261788368225,0.8998733758926392,0.8996997475624084,0.9016884565353394,0.8980275392532349,0.899854302406311
24,"रविवार देर रात, संयुक्त राज्य अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने प्रेस सचिव के माध्यम से जारी एक बयान में घोषणा की कि अमेरिकी सैनिक सीरिया छोड़ देंगे।","रविवार को देर शाम, यूनाइटेड स्टेट्स के राष्ट्रपति डोनाल्ड ट्रंप ने प्रेस सेक्रेटरी के ज़रिए दिए बयान में बताया कि यूएस सेना सीरिया को छोड़ने वाली है.","रविवार की देर शाम, अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने प्रेस सचिव के माध्यम से दी गई एक विज्ञप्ति में घोषणा की कि अमेरिका के सैनिक सीरिया छोड़ देंगे।",0.8587116599082947,0.8022615909576416,0.8295273184776306,0.9515408277511597,0.9372430443763733,0.944337785243988
25,ट्रम्प ने तुर्की के राष्ट्रपति रेजेप ताइप एर्दोगन के साथ टेलीफोन वार्ता के बाद यह घोषणा की।,तुर्की के राष्ट्रपति रजब तैयब इरदुगान के साथ ट्रंप की फ़ोन पर चर्चा होने के बाद घोषणा की गई थी.,यह घोषणा ट्रंप के तुर्की राष्ट्रपति रेसेप तईप एर्दोगन के साथ फोन पर बातचीत करने के बाद की गई थी।,0.8340522050857544,0.8344117403030396,0.8342319130897522,0.8714877963066101,0.869749903678894,0.8706179857254028
26,"तुर्की कैद आईएसआईएस लड़ाकों की सुरक्षा भी करेगा, जिन्हें यूरोपीय राष्ट्रों ने देश वापस लाने से इनकार कर दिया है।","तुर्की ने आईएसआईएस के लड़ाकों को पकड़ना और निगरानी करना शुरू कर दिया है, बयान में कहा गया है कि यूरोपीय देशों ने प्रत्यावर्तन करने से इन्कार कर दिया है.","तुर्की भी पकड़े गए ISIS लड़ाकों की सुरक्षा संभालेगा, जिससे यूरोपीय देशों ने वापस लाने से इनकार किया है, ऐसा बयान में कहा गया।",0.824432373046875,0.7988400459289551,0.8114344477653503,0.82906174659729,0.8341565728187561,0.8316013813018799
27,"यह न केवल पुष्टि करता है कि कम से कम कुछ डायनासोरों के पंख थे, एक पहले से ही व्यापक सिद्धांत, लेकिन यह विवरण प्रदान करता है जीवाश्म आमतौर पर नहीं कर सकते हैं, जैसे रंग और त्रि-आयामी व्यवस्था।","यह न केवल इसकी पुष्टि करता है कि कम से कम कुछ डायनासोर के पंख थे, एक सिद्धांत पहले से ही प्रचलित है, लेकिन यह ऐसी जानकारी प्रदान करता जो जीवाश्म आमतौर पर नहीं कर सकते, जैसे रंग और तीन आयामी अरेंजमेंट.","यह न केवल यह पुष्टि करता है कि कम से कम कुछ डायनासोरों के पंख थे, जो पहले से ही एक व्यापक सिद्धांत है, बल्कि यह विवरण भी प्रदान करता है जो सामान्यतः जीवाश्म नहीं दे सकते, जैसे रंग और त्रि-आयामी व्यवस्था।",0.9181482791900635,0.9101187586784363,0.914115846157074,0.9401043653488159,0.9243318438529968,0.9321514368057251
28,वैज्ञानिकों का कहना है कि इस जानवर का पंख ऊपर कास्टाना ब्राउन था और नीचे का रंग हल्का या कैरोटीनोइड था।,वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।,वैज्ञानिकों का कहना है कि इस जानवर के पंख ऊपर की तरफ चेस्टनट-भूरे रंग के थे और नीचे की तरफ हल्के या कैरोटीनॉइड रंग के थे।,0.8650088310241699,0.8549156188964844,0.8599326610565186,0.9098362922668457,0.8724603652954102,0.8907564282417297
29,यह खोज पक्षियों में पंखों के विकास की जानकारी भी देती है।,यह खोज पक्षियों में पंखों के विकास की पूरी जानकारी भी प्रदान करती है.,यह खोज पंखों के विकास के बारे में भी अंतर्दृष्टि प्रदान करती है।,0.9670113921165466,0.9571624398231506,0.9620617032051086,0.9050723314285278,0.867527961730957,0.8859025239944458
30,"क्योंकि डायनासोर के पंखों में एक अच्छी तरह से विकसित शाफ्ट नहीं है, जिसे राची कहा जाता है, लेकिन पंखों की अन्य विशेषताएं हैं  दाढ़ी और बारबुल  शोधकर्ताओं ने निष्कर्ष निकाला कि राची शायद इन अन्य विशेषताओं की तुलना में बाद में विकासवादी विकास था।","हालाँकि, डायनासोर के पंखों के शाफ्ट पूरी तरह से विकसित नहीं होते हैं और उन्हें रैचिस कहा जाता है. लेकिन उनके पंखों में बार्ब्स और बार्बुल्स जैसी अन्य खूबियाँ होती हैं. शोधकर्ताओं ने अनुमान लगाया है कि डायनासोर की अन्य खूबियों की तरह शायद रैचिस भी बाद में विकसित हुए होंगे.","क्योंकि डायनासोर के पंखों में एक अच्छी तरह से विकसित शाफ्ट, जिसे रैचिस कहते हैं, नहीं है, लेकिन अन्य पंखों के गुण — बार्ब्स और बार्ब्यूल्स — मौजूद हैं, शोधकर्ताओं ने निष्कर्ष निकाला कि रैचिस संभवतः इन अन्य गुणों की तुलना में बाद में विकसित हुआ था।",0.8148536682128906,0.7988759279251099,0.8067857027053833,0.8933970928192139,0.8729063868522644,0.8830328583717346
31,"इस तरह के पंखों की संरचना से पता चलता है कि उन्हें उड़ान में नहीं बल्कि तापमान को नियंत्रित करने या प्रदर्शित करने के लिए इस्तेमाल किया गया था। शोधकर्ताओं ने सुझाव दिया कि यह एक युवा डायनासोर की पूंछ है, लेकिन नमूना में वयस्क पंख नहीं, बल्कि एक चिड़िया का नीचे दिखता है।","पंखों की संरचना से पता चलता है कि उनका उपयोग उड़ान में नहीं, बल्कि तापमान विनियमन या प्रदर्शन के लिए किया जाता था। शोधकर्ताओं ने सुझाव दिया कि, भले ही यह एक युवा डायनासोर की पूँछ हो, लेकिन नमूना वयस्क साहुल दर्शाता है ना कि बच्चे का निचला हिस्सा।","पंखों की संरचना यह संकेत देती है कि उनका उपयोग उड़ान में नहीं बल्कि तापमान विनियमन या प्रदर्शन के लिए किया गया था। शोधकर्ताओं का सुझाव है कि, भले ही यह एक युवा डायनासोर की पूंछ है, नमूना वयस्क पंखों को दिखाता है और चूजे के फफूंद को नहीं।",0.8797361850738525,0.8649806976318359,0.8722960352897644,0.8753509521484375,0.8729972243309021,0.8741724491119385
32,"शोधकर्ताओं ने सुझाव दिया कि, भले ही यह एक युवा डायनासोर की पूंछ है, लेकिन नमूना में वयस्क पंख दिखाई देते हैं, एक चिड़िया की नहीं।","शोधकर्ताओं ने सुझाव दिया कि, भले ही यह किसी छोटे डायनासोर की पूंछ है, लेकिन नमूना वयस्क के पंख का लगता है ना कि किसी बच्चे का।","शोधकर्ताओं ने सुझाव दिया कि, हालांकि यह एक युवा डायनासोर की पूंछ है, यह नमूना वयस्क पंखों को दर्शाता है और चूजे के फर को नहीं।",0.895057737827301,0.8925920724868774,0.8938232064247131,0.8863153457641602,0.8911752700805664,0.8887386918067932
33,तुर्की के गाज़ियानटेप में कल सुबह पुलिस मुख्यालय में कार बम विस्फोट से दो पुलिसकर्मी मारे गए और बीस से अधिक लोग घायल हो गए।,"कल सुबह तुर्की के गाज़ियाँटेप में पुलिस मुख्यालय में एक कार बम विस्फोट हुआ, जिसमें दो पुलिस अधिकारी मारे गए और बीस से अधिक लोग घायल हुए.","एक कार बम ने कल सुबह तुर्की के गाज़IANTेप में पुलिस मुख्यालय के पास विस्फोट कर दिया, जिससे दो पुलिस अधिकारियों की मौत हो गई और बीस से अधिक लोग घायल हो गए।",0.9411045908927917,0.9326249361038208,0.936845600605011,0.8773013353347778,0.8565913438796997,0.8668226599693298
