id,translated_portu,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
16,"A ginástica dos EUA e o USOC têm o mesmo objetivo – tornar o esporte de ginástica e outros, o mais seguro possível para os atletas seguirem seus sonhos em um ambiente seguro, positivo e capacitado.","A equipe de ginástica norte-americana e o USOC têm o mesmo objetivo — tornar a ginástica e qualquer outro esporte o mais seguro possível para que os atletas possam ir atrás dos seus sonhos em um ambiente de respeito, saudável e positivo.","A Ginástica dos EUA e o USOC têm o mesmo objetivo — tornar o esporte da ginástica, e outros, o mais seguro possível para que os atletas possam seguir seus sonhos em um ambiente seguro, positivo e empoderado.",0.9063004851341248,0.8878036141395569,0.896956741809845,0.9524919986724854,0.9353839159011841,0.9438604116439819
17,"Ao longo da década de 1960, Brzezinski trabalhou para John F. Kennedy como seu conselheiro e, em seguida, a administração Lyndon B. Johnson.","Através dos anos 60, Brzezinski trabalhou para John F. Kennedy e seu assessor e, depois, para a administração Lyndon B. Johnson.","Ao longo da década de 1960, Brzezinski trabalhou para John F. Kennedy como seu conselheiro e depois para a administração de Lyndon B. Johnson.",0.9268270134925842,0.9279638528823853,0.9273950457572937,0.9609911441802979,0.9733818173408508,0.9671468734741211
18,"Durante as seleções de 1976, ele aconselhou Carter sobre política externa, em seguida, serviu como Conselheiro de Segurança Nacional (NSA) de 1977 a 1981, sucedendo Henry Kissinger.","Durante as eleições de 1976, ele aconselhou Carter sobre política externa, depois serviu como Conselheiro de Segurança Nacional (NSA) de 1977 a 1981, como sucessor de Henry Kissinger.","Durante as seleções de 1976, ele aconselhou Carter sobre política externa e, em seguida, serviu como Conselheiro de Segurança Nacional (NSA) de 1977 a 1981, sucedendo Henry Kissinger.",0.9453250169754028,0.9589576721191406,0.9520925283432007,0.9898684024810791,0.9851819276809692,0.9875196218490601
19,"Como NSA, ele ajudou Carter a lidar diplomaticamente com assuntos mundiais, como os Acordos de Camp David, 1978; normalizar as relações EUA-China no final dos anos 1970; a Revolução Iraniana, que levou à crise dos reféns no Irã, 1979; e a invasão soviética no Afeganistão, 1979.","Como membro da NSA, ele ajudou Carter na condução de assuntos diplomáticos mundiais, como o Acordo de Camp David, em 1978; a normalização das relações EUA-China no final dos anos 1970; a Revolução Iraniana, que levou à crise dos reféns em 1979; e a invasão soviética no Afeganistão, em 1979.","Como NSA, ele auxiliou Carter a lidar diplomaticamente com assuntos mundiais, como os Acordos de Camp David, em 1978; a normalização das relações EUA-China ao longo do final dos anos 1970; a Revolução Iraniana, que levou à crise dos reféns no Irã, em 1979; e a invasão soviética no Afeganistão, em 1979.",0.9422754645347595,0.9392943978309631,0.9407826066017151,0.9768011569976807,0.9669283032417297,0.9718396663665771
20,"O filme, com Ryan Gosling e Emma Stone, recebeu indicações em todas as principais categorias.","O filme, com Ryan Gosling e Emma Stone, recebeu indicações em todas as categorias principais.","O filme, estrelado por Ryan Gosling e Emma Stone, recebeu indicações em todas as principais categorias.",0.9921022653579712,0.9921022653579712,0.9921022653579712,0.9740707874298096,0.9517538547515869,0.9627830386161804
21,"Gosling e Stone receberam indicações para Melhor Ator e Atriz, respectivamente.","Gosling e Stone foram contemplados com indicações para, respectivamente, Melhor Ator e Atriz.","Gosling e Stone receberam indicações para Melhor Ator e Atriz, respectivamente.",0.941197395324707,0.901267945766449,0.9208000302314758,0.9999999403953552,0.9999999403953552,0.9999999403953552
22,"As outras indicações incluem Melhor Filme, Diretor, Cinematografia, Design de Traje, Edição de Filme, Trilha Sonora Original, Design de Produção, Edição de Som, Mixagem de Som e Roteiro Original.","As outras nomeações incluem Melhor Filme, Diretor, Fotografia, Figurino, Melhor Montagem, Trilha Sonora Original, Design de Produção, Edição de Som, Mixagem de Som e Roteiro Original.","As outras indicações incluem Melhor Filme, Direção, Cinematografia, Design de Figurino, Edição de Filme, Trilha Sonora Original, Design de Produção, Edição de Som, Mixagem de Som e Roteiro Original.",0.9444456696510315,0.9456148743629456,0.9450298547744751,0.9856671094894409,0.9855961799621582,0.9856316447257996
23,"Duas músicas do filme, Audition (The Fools Who Dream) e City of Stars, receberam indicações para melhor música original. O estúdio Lionsgate recebeu 26 indicações - mais do que qualquer outro estúdio.","Duas músicas do filme, Audition (The Fools Who Dream) e City of Stars, receberam indicações de melhor canção original. O estúdio Lionsgate recebeu 26 indicações - mais do que qualquer outro estúdio.","Duas músicas do filme, Audition (The Fools Who Dream) e City of Stars, receberam indicações para melhor canção original. O estúdio Lionsgate recebeu 26 indicações — mais do que qualquer outro estúdio.",0.9953933954238892,0.9953933954238892,0.9953933954238892,0.9869091510772705,0.9869091510772705,0.9869091510772705
24,"Na noite de domingo, o presidente dos Estados Unidos, Donald Trump, em um comunicado entregue por meio do secretário de imprensa, anunciou que as tropas americanas deixariam a Síria.","No domingo à noite, o presidente dos Estados Unidos, Donald Trump, em uma declaração transmitida pelo secretário de imprensa, anunciou que as tropas americanas iriam deixar a Síria.","No final da tarde de domingo, o presidente dos Estados Unidos, Donald Trump, em uma declaração feita através do porta-voz, anunciou que as tropas dos EUA deixariam a Síria.",0.9467722773551941,0.9522789716720581,0.9495176672935486,0.9297571778297424,0.9370455741882324,0.9333871603012085
25,"O anúncio foi feito depois que Trump teve uma conversa por telefone com o presidente turco, Recep Tayyip Erdogan.",O anúncio foi feito após Trump ter uma conversa por telefone com o presidente turco Recep Tayyip Erdoğan.,O anúncio foi feito após Trump ter uma conversa telefônica com o presidente turco Recep Tayyip Erdoğan.,0.9426983594894409,0.9608125686645508,0.9516692757606506,0.9184133410453796,0.9347110986709595,0.9264905452728271
26,"A Turquia também assumiria a guarda dos combatentes capturados do ISIS que, segundo o comunicado, as nações europeias se recusaram a repatriar.","A Turquia também assumiria a guarda de membros do Estado Islâmico que, como afirma a declaração, as nações europeias se recusaram a repatriar.","A Turquia também assumiria a guarda dos combatentes do ISIS capturados, o que, segundo a declaração, as nações europeias se recusaram a repatriar.",0.9244886636734009,0.9160441160202026,0.9202470183372498,0.9607782959938049,0.9472854733467102,0.9539842009544373
27,"Isso não apenas confirma que pelo menos alguns dinossauros tinham penas, uma teoria já difundida, mas fornece detalhes que os fósseis geralmente não podem, como cor e arranjo tridimensional.","Isso não só confirma que ao menos alguns dos dinossauros tinham penas, uma teoria que já é bem aceita, como também oferece detalhes que não são encontrados com tanta frequência em fósseis, como cores e o arranjo tridimensional.","Isso não apenas confirma que pelo menos alguns dinossauros tinham penas, uma teoria já amplamente divulgada, mas também fornece detalhes que fósseis geralmente não conseguem, como cor e disposição tridimensional.",0.9200971722602844,0.8773850202560425,0.8982335925102234,0.9637275338172913,0.9553515315055847,0.9595212340354919
28,. Os cientistas dizem que a plumagem deste animal era castanha-marrom no topo com uma parte inferior pálida ou de cor carotenóide.,. Cientistas afirmam que a plumagem superior desse animal era castanha e a parte inferior era clara ou carotenoide.,"Os cientistas dizem que a plumagem deste animal era marrom-castanho por cima, com o lado inferior claro ou da cor dos carotenoides.",0.846510648727417,0.8932480812072754,0.869251549243927,0.8892960548400879,0.8935288190841675,0.8914073705673218
29,A descoberta também concede uma visão sobre a evolução das penas nas aves.,A descoberta também concede pistas sobre a evolução das penas nas aves.,A descoberta também oferece insights sobre a evolução das penas nos pássaros.,0.9656371474266052,0.976546585559845,0.9710612297058105,0.9349404573440552,0.900352954864502,0.9173208475112915
30,"Porque as penas dos dinossauros não têm um eixo bem desenvolvido, chamado rachis, mas têm outras características de penas - farpas e barbules - os pesquisadores inferiram que o rachis era provavelmente um desenvolvimento evolutivo posterior que essas outras características.","As penas dos dinossauros, conhecidas como raque, não têm uma haste bem desenvolvida, mas possuem outras características, como farpas e bárbulas. Em vista disso, os pesquisadores concluíram que a raque era possivelmente o resultado de um desenvolvimento evolutivo posterior a essas outras características.","Porque as penas dos dinossauros não têm um eixo bem desenvolvido, chamado de raíça, mas possuem outras características das penas — ganchos e barbilhões — os pesquisadores inferiram que a raíça provavelmente foi um desenvolvimento evolutivo posterior em relação a essas outras características.",0.8838436007499695,0.8600620031356812,0.8717907071113586,0.921873927116394,0.9015956521034241,0.9116219878196716
31,"A estrutura das penas sugere que elas não foram usadas em voo, mas sim para regulação de temperatura ou exibição. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra mostra plumagem adulta e não a de um pintinho.","A estrutura das penas sugere que não foram utilizadas em voo, mas sim, para se exibir ou regular a temperatura. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra tem a plumagem de um adulto, e não a de um filhote.","A estrutura das penas sugere que elas não eram usadas para voo, mas sim para regulação da temperatura ou exibição. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra apresenta plumagem adulta e não penugem de um filhote.",0.9407477378845215,0.9381014704704285,0.9394227266311646,0.9647121429443359,0.9614373445510864,0.9630719423294067
32,"Os pesquisadores sugeriram que, mesmo que esta seja a cauda de um dinossauro jovem, a amostra mostra plumagem adulta e não a de um pintinho.","Os pesquisadores sugeriram que, apesar do rabo ser de um dinossauro jovem, a amostra revela uma plumagem adulta, não uma penugem.","Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra apresenta penas adultas e não o penacho de um filhote.",0.8889206051826477,0.8992302417755127,0.8940457701683044,0.9218032360076904,0.9232107400894165,0.9225064516067505
33,"Um carro-bomba detonado na sede da polícia em Gaziantep, na Turquia, na manhã de ontem matou dois policiais e feriu mais de vinte outras pessoas.","Na manhã de ontem, um carro-bomba explodiu na sede da polícia em Gaziantep, Turquia, matou dois policiais e feriu mais de vinte outras pessoas.","Uma bomba em um carro explodiu na sede da polícia em Gaziantep, na Turquia, ontem de manhã, matando dois policiais e ferindo mais de vinte outras pessoas.",0.9383310079574585,0.9308785200119019,0.9345898628234863,0.9150709509849548,0.9079108238220215,0.9114767909049988
34,O gabinete do governador disse que dezenove dos feridos eram policiais.,O gabinete do governador afirmou que 19 dos feridos eram agentes policiais.,O escritório do governador informou que dezenove dos feridos eram policiais.,0.9582364559173584,0.962979257106781,0.9606019854545593,0.9653245210647583,0.9452149868011475,0.9551639556884766
35,A polícia disse suspeitar de um suposto militante do Daesh (EIIL) responsável pelo ataque.,A polícia informou suspeitar que o responsável pelo ataque seja um suposto militante do Daesh (ISIL).,A polícia disse que suspeita de um suposto militante do Daesh (ISIL) como responsável pelo ataque.,0.9087172150611877,0.8973244428634644,0.9029849171638489,0.9396316409111023,0.934909462928772,0.9372646808624268
36,"Eles descobriram que o Sol operava com os mesmos princípios básicos que outras estrelas: a atividade de todas as estrelas no sistema era impulsionada por sua luminosidade, sua rotação e nada mais.","Eles descobriram que o sol operava com o mesmo princípios básicos que outras estrelas: a atividade de todas as estrelas no sistema foi determinada por sua luminosidade, sua rotação e nada mais.","Eles descobriram que o Sol operava com os mesmos princípios básicos que outras estrelas: a atividade de todas as estrelas no sistema era impulsionada por sua luminosidade, sua rotação e nada mais.",0.9693669080734253,0.9789557456970215,0.9741377234458923,1.000000238418579,1.000000238418579,1.000000238418579
37,"A luminosidade e a rotação são usadas em conjunto para determinar o número Rossby de uma estrela, que está relacionado ao fluxo de plasma.","A luminosidade e rotação são utilizadas em conjunto para definir o número de Rossby de uma estrela, o qual tem relação com o fluxo de plasma.","A luminosidade e a rotação são usadas juntas para determinar o número de Rossby de uma estrela, que está relacionado ao fluxo de plasma.",0.9517976641654968,0.9406866431236267,0.9462095499038696,0.9793635606765747,0.9749372601509094,0.9771453738212585
38,"Quanto menor o número de Rossby, menos ativa a estrela em relação às reversões magnéticas.","Quanto mais baixo o número de Rossby, menos ativa é a estrela no que se refere às inversões magnéticas.","Quanto menor o número de Rossby, menos ativa é a estrela em relação às inversões magnéticas.",0.8966554403305054,0.8710436820983887,0.8836640119552612,0.9531648755073547,0.945560097694397,0.9493472576141357
39,"Durante sua viagem, Iwasaki teve problemas em muitas ocasiões.","Durante a sua viagem, Iwasaki enfrentou problemas em muitas ocasiões.","Durante sua viagem, Iwasaki se deparou com problemas em várias ocasiões.",0.9853405356407166,0.9633605480194092,0.9742265343666077,0.9701123237609863,0.9279067516326904,0.9485402703285217
40,"Ele foi roubado por piratas, atacado no Tibete por um cão raivoso, escapou do casamento no Nepal e foi preso na ndia.","Ele foi roubado por piratas, atacado por um cão com raiva no Tibete, escapou de um casamento no Nepal e foi preso na Índia.","Ele foi roubado por piratas, atacado no Tibete por um cachorro raivoso, escapou de um casamento no Nepal e foi preso na Índia.",0.9360182285308838,0.9433298110961914,0.939659833908081,0.9537101984024048,0.9564142227172852,0.9550603032112122
41,O padrão 802.11n opera nas freqências 2.4Ghz e 5.0Ghz.,O padrão 802.11n opera em ambas as frequências de 2.4Ghz e 5.0Ghz.,"O padrão 802.11n opera nas frequências de 2,4 GHz e 5,0 GHz.",0.9667001366615295,0.9430044293403625,0.9547052383422852,0.9262887835502625,0.934361457824707,0.9303075671195984
42,"Isso permitirá que ele seja compatível com 802.11a, 802.11b e 802.11g, desde que a estação base tenha rádios duplos.","Isso permitirá que ela seja compatível com 802.11a, 802.11b e 802.11g, desde que a estação rádio base tenha rádios duais.","Isso permitirá que seja compatível com versões anteriores, como 802.11a, 802.11b e 802.11g, desde que a estação base tenha rádios duais.",0.9748794436454773,0.9708534479141235,0.9728623032569885,0.9564934968948364,0.9350792169570923,0.945665180683136
43,As velocidades de 802.11n são substancialmente mais rápidas do que as de seus antecessores com uma taxa de transferência teórica máxima de 600Mbit/s.,"As velocidades do 802.11n são substancialmente mais rápidas do que as dos seus antecessores, teoricamente, com um rendimento máximo de 600 Mb/s.","As velocidades do 802.11n são substancialmente mais rápidas do que as de seus predecessores, com uma taxa de transferência teórica máxima de 600 Mbit/s.",0.9360480904579163,0.9306750297546387,0.933353841304779,0.9803813695907593,0.9774079322814941,0.9788923859596252
44,"Duvall, que é casado com dois filhos adultos, não deixou uma grande impressão em Miller, a quem a história estava relacionada.","Duvall, que é casado e tem dois filhos adultos, não deixou grande impressão em Miller, a quem a história foi relatada.","Duvall, que é casado e tem dois filhos adultos, não deixou uma grande impressão em Miller, a quem a história foi contada.",0.9473650455474854,0.9292401075363159,0.9382150769233704,0.9594409465789795,0.9470506906509399,0.9532055258750916
45,"Quando perguntado sobre o comentário, Miller disse: ""Mike fala muito durante a audiência ... Eu estava me preparando, então eu não estava realmente ouvindo o que ele estava dizendo.""","Ao pedirem um comentário seu, Miller disse, ""Mike fala muito durantes a audiência... eu estava me preparando, então não estava prestando muita atenção no que ele estava dizendo"".","Quando perguntado sobre o comentário, Miller disse: ""Mike fala muito durante a audiência... Eu estava me preparando, então não estava realmente ouvindo o que ele estava dizendo.""",0.9068183302879333,0.9069843292236328,0.9069012999534607,0.9938973784446716,0.9962843656539917,0.9950894713401794
46,"“Vamos nos esforçar para reduzir as emissões de dióxido de carbono por unidade do PIB por uma margem notável até 2020 do nível de 2005”, disse Hu.","""Nós nos esforçaremos para reduzir significativamente as emissões de dióxido de carbono por unidade do PIB até 2020, em relação ao nível de 2005,"" disse Hu.","""Vamos nos esforçar para reduzir as emissões de dióxido de carbono por unidade do PIB em uma margem significativa até 2020, em relação ao nível de 2005,"" disse Hu.",0.8897773027420044,0.9032489061355591,0.8964625000953674,0.9317183494567871,0.9232354164123535,0.9274575114250183
47,"Ele não estabeleceu um número para os cortes, dizendo que eles serão feitos com base na produção econômica da China.","Ele não definiu um valor para os cortes, falando que eles serão feitos de acordo com a produção econômica da China.","Ele não estipulou um valor para os cortes, dizendo que eles serão feitos com base na produção econômica da China.",0.9354584217071533,0.9366625547409058,0.9360601305961609,0.972832441329956,0.972832441329956,0.972832441329956
48,"Hu incentivou os países em desenvolvimento ""a evitar o velho caminho de poluir primeiro e limpar mais tarde"".","Hu encorajou os países em desenvolvimento ""a evitar o antigo caminho de poluir primeiro e limpar depois"".","Hu incentivou os países em desenvolvimento ""a evitar o antigo caminho de poluir primeiro e limpar depois.""",0.9694268107414246,0.9772063493728638,0.973301112651825,0.9704723358154297,0.970538854598999,0.9705055952072144
49,"Ele acrescentou que ""eles não devem, no entanto, ser solicitados a assumir obrigações que vão além de seu estágio de desenvolvimento, responsabilidade e capacidades"".","Ele adicionou que ""eles não devem, no entanto, ser solicitados a assumir obrigações que vão além de seu estágio de desenvolvimento, responsabilidade e capacidades.""","Ele acrescentou que ""eles não devem, no entanto, ser solicitados a assumir obrigações que vão além de seu estágio de desenvolvimento, responsabilidade e capacidades.""",0.9821258783340454,0.9790891408920288,0.9806051850318909,0.9907392263412476,0.9877709746360779,0.9892529249191284
50,O Grupo de Estudos do Iraque apresentou seu relatório às 12h GMT de hoje.,O Grupo de Estudo do Iraque mostrou seu relatório às 12:00 GMT do dia de hoje.,O Grupo de Estudo do Iraque apresentou seu relatório hoje às 12h00 GMT.,0.9572559595108032,0.9272361993789673,0.9420070052146912,0.9492915868759155,0.9477314949035645,0.9485108852386475
51,"Ninguém pode garantir que qualquer curso de ação no Iraque neste momento vai parar a guerra sectária, a violência crescente, ou um deslizamento para o caos.","Ele adverte que não há garantias de que alguma ação no Iraque neste momento irá impedir a guerra entre seitas, o aumento da violência ou a tendência para o caos.","Avisa: Ninguém pode garantir que qualquer curso de ação no Iraque neste momento irá parar a guerra sectária, a violência crescente ou uma descida rumo ao caos.",0.8499146103858948,0.8454234600067139,0.8476631045341492,0.9458920955657959,0.9288530349731445,0.937295138835907
52,O relatório abre com apelo ao debate aberto e à formação de um consenso nos Estados Unidos sobre a política para o Oriente Médio.,O relatório é iniciado com um apelo por um debate aberto e pela formação de um consenso no Estados Unidos sobre a política relacionada ao Oriente Médio.,O relatório começa com um apelo por um debate aberto e a formação de um consenso nos Estados Unidos sobre a política em relação ao Oriente Médio.,0.933013379573822,0.923312783241272,0.9281377792358398,0.9357799291610718,0.924904465675354,0.9303103685379028
53,O relatório é altamente crítico de quase todos os aspectos da política atual do Executivo em relação ao Iraque e insta a uma mudança imediata de direção.,O relatório criticou bastante quase todos os aspectos da atual política do Executivo em relação ao Iraque e insiste em uma mudança imediata de direção.,O Relatório é altamente crítico de quase todos os aspectos da atual política do Executivo em relação ao Iraque e pede uma mudança de direção imediata.,0.9494395852088928,0.9556820392608643,0.9525505900382996,0.9513250589370728,0.958316445350647,0.9548079371452332
