id,translated_japanese,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
27,"その 中 に は , 生存 者 たち に は それ が な く , 手 の 筋 が あ っ て , 堅 く 立 っ て い る . ただし , い な く な っ た だけ で , 堅 く 立 つ こと は でき な い . 三 人 の 与え られ て い る よう に , 堅 く 立 つ こと は でき な い .",これは、少なくとも一部の恐竜が羽を持っていたことを確認するだけでなく、色や立体配置など、一般的には化石にはない詳細な点を伝えています。,これは、少なくとも一部の恐竜が羽毛を持っていたことを確認するだけでなく（これはすでに広く受け入れられている理論です）、色や三次元的な配置など、化石では一般的に提供されない詳細も提供します。,0.571884036064148,0.6000857949256897,0.5856455564498901,0.567786693572998,0.585330069065094,0.5764249563217163
28,"また その 獣 の 銀 は 次 の とおり で あ る . そして この 獣 の 足 の は い たさ , ウパズ と エシコル の 間 に あ っ た .",.科学者によると、この動物の羽毛は外側が栗色で内側が暖色系の色でした。,科学者たちは、この動物の羽毛は上面が栗色で、下面は淡い色またはカロテノイド色であったと言っています。,0.6266066431999207,0.6506810188293457,0.6384168863296509,0.6422902345657349,0.6495550870895386,0.6459022164344788
29,"また その 魂 を  会 わ せ て , 鳥 の 生存 者 に く さ れ る .",この発見はまた、鳥類の羽毛の進化について探るための手がかりとなるものでした。,この発見は、鳥の羽毛の進化についての洞察も与えてくれます。,0.6604374051094055,0.671806812286377,0.6660736203193665,0.6879390478134155,0.7043666243553162,0.6960559487342834
30,"と い う の は , かろうじて び と 羽毛 が あ っ て , 不義 を し た こと は な い . しかし , この ほか に は ピレネト と 呼 ば れ る . しかし ,  組 は  定め られ て い る . 三 分 の 一 は ピトラ と い う かおり で あ る . これ ら だけ が , であろうか流 さ れ て い る の で あ る .",恐竜の羽毛には羽軸と呼ばれる十分に発達した軸がないものの、他の羽毛の特徴である綿羽や小羽枝があることから、研究者らは羽軸はこうした他の特徴よりも後に起きた進化であった可能性が高いと推測しています。,恐竜の羽毛には、ラキスと呼ばれるよく発達した軸がないものの、羽毛の他の特徴—バーブやバーブル—は持っているため、研究者たちはラキスがこれらの他の特徴よりも後の進化的発展である可能性が高いと推測しました。,0.5531254410743713,0.5955554246902466,0.5735567808151245,0.5716878175735474,0.609499454498291,0.5899884700775146
31,"その 羽 が あ っ て も , いえ な い 今 は 驚 く こと が な く , むしろ , つづ い て も おおい の ため に , 目 を さま す こと が でき な い . その 尾 は ごく で あ っ て , しゃこ を し て い る が , これ は 枯れ て い な い .",羽毛の構造から、飛行の目的ではなく、体温調節や視覚的効果に使用されていたと推測されます。研究者らは、これが若い恐竜の尾であるにもかかわらず、標本は大人の羽毛を示しており、ヒヨコの羽毛ではないことを示唆しました。,羽毛の構造は、それが飛行に使われたのではなく、温度調節やディスプレイのために使用されたことを示唆しています。研究者たちは、これは若い恐竜の尾であるにもかかわらず、このサンプルは雛の柔らかい羽毛ではなく、成体の羽毛を示していると提案しました。,0.5501886606216431,0.5737431049346924,0.5617190599441528,0.5497255325317383,0.5672246813774109,0.5583379864692688
32,"たと い とげ が あ っ て も , しま わ な い . たと い 尾 の きば を も っ て し て も , しま わ な い . また , はら ん で き て も , や む を き か な い .",研究者らは、この標本が若い恐竜の尻尾であるにもかかわらず、ひなの羽毛ではなく大人の羽毛が生えていることを示唆している。,研究者たちは、この標本が若い恐竜の尾であるにもかかわらず、成体の羽毛を示しており、ひなの産毛ではないと提案しました。,0.53135085105896,0.5580568313598633,0.5443764925003052,0.5449483394622803,0.5642788410186768,0.5544451475143433
33,"岩 の 上 で は ,  善 を さ し て い る 者 , すなわち スパトエル , ナフニイ , オレス の ふたり を 殺 し , 他 の 民 より も , もっと 二 本 の 君 たち を 殺 し た .",昨日の朝、トルコのガジアンテップの警察本部で自動車爆弾の爆発により、警官2人が死亡し、負傷者は20人を超えました。,トルコのガジアンテプにある警察本部で昨日の朝、車の爆弾が detonatedし、2人の警察官が死亡し、20人以上の他の人々が負傷しました。,0.625234842300415,0.6256271600723267,0.6254309415817261,0.6548897624015808,0.6550792455673218,0.6549845337867737
34,"総督 の 監督 は 言 っ た , "" 負債 の あ る 人々 が 負 わ れ て い る .",知事室の報道によれば、負傷者のうち19人は警官でした。,知事の事務所は、負傷者のうち19人が警察官であると述べました。,0.6646502017974854,0.6817882061004639,0.6731101274490356,0.6697633266448975,0.6819532513618469,0.6758033037185669
35,"また 彼 ら は 言 っ た , "" 彼 ら は , 誘惑 に 用い た もろもろ の 器 を 仰 ぎ 出 し て , わたし が 受け る の は おか いで に な り ま し た "" .",警察は、攻撃に関与した過激派ダーシュ（ISIL）を疑っていると述べました。,警察は、攻撃の責任があるとされるダイシュ（ISIL）の過激派を疑っていると述べました。,0.6065101623535156,0.6402989625930786,0.6229467391967773,0.6119663715362549,0.6436647176742554,0.6274154186248779
36,"ところ が , これ ら の 人々 は それぞれ 違 っ た 星 の よう に , かめ の 星 の よう に 輝 い て い る の を 見 た . また , もろもろ の 星 の 造り 主 イエス に あ っ て , 誘惑 に 似 て い る 者 は , それ ら の もの に よ っ て 散ら さ れ て , 無 に 帰 する こと に な っ て しま っ た .",彼らは、太陽が他の星と同じ基本原理で動いていることを発見しました。星系内にあるすべての星の活動は、その光度と自転によってのみ駆動され、その他の要因はないことがわかりました。,彼らは、太陽が他の星と同じ基本原理で動いていることを発見しました。このシステム内のすべての星の活動は、その光度、回転によって駆動されており、他には何も関係していないことがわかりました。,0.6004260182380676,0.6419469118118286,0.6204926371574402,0.6006460189819336,0.6413756012916565,0.620343029499054
37,"その 部隊 の 中 に は , こ ん で い る もの が あ っ て , それ は , しま っ て い る 星 の 解点 に と っ て , こん と な る もの で あ る .",光度と自転の組み合わせから、プラズマ流に関係する星のロスビー数が決定されます。,光度と回転は一緒に使われ、星のロスビー数を決定します。これはプラズマの流れに関連しています。,0.543832540512085,0.6056878566741943,0.573095977306366,0.5602291226387024,0.609825611114502,0.5839762687683105
38,"小さ い 者 も 大き い 者 も 数え られ , その 星 は 明星 を も っ て み な けれ ば な ら な い .",ロスビー数が小さいほど磁気反転に関して星の活性が低下するわけです。,ロスビー数が小さいほど、磁気反転に対する星の活動は少なくなります。,0.5972250699996948,0.6318607330322266,0.6140548586845398,0.6084678173065186,0.6592435836791992,0.6328388452529907
39,"その 記憶 に よ っ て , 狂 いつ も の よう に 襲 わ れ て い る . わたし は , 多く の 人 の 恐怖 に 襲 わ れ て い る .",旅の途中、岩崎さんは何度もトラブルに見舞われました。,彼の旅行中、岩崎は何度も困難に直面しました。,0.5978868007659912,0.6350635290145874,0.6159147024154663,0.5837926864624023,0.6227430105209351,0.6026391386985779
41,"頭飾り , ヤシャン の 旗 , その 次 の 人 たち は 次 の とおり で あ る . アハスダイ , リオン ・ リオン .",802.11n規格に準拠していれば、2.4Ghzまたは5.0Ghzのどちらの周波数でも通信可能です。,802.11n標準は、2.4GHzおよび5.0GHzの両方の周波数で動作します。,0.6140282154083252,0.5742172598838806,0.5934557914733887,0.6260579228401184,0.5691221356391907,0.5962339043617249
42,"その 上 に は , すず から すが り , 寄 る こと が あ る . すなわち , ヂデム ,  割礼 を うけ た 者 , サファイヤ , アビム ・ ネゾン を 備え る 者 が い る . また あざけ る 者 が 与え られ る .",これにより、基地局がデュアルバンド無線を搭載していれば、802.11a、802.11b、802.11gとの下位互換性を確保することができます。,これにより、基地局にデュアル無線が備わっている場合、802.11a、802.11b、802.11gとの後方互換性が確保されます。,0.5878884792327881,0.5876034498214722,0.5877459645271301,0.5987222194671631,0.5942232012748718,0.596464216709137
43,"頭 を 振 る 者 は 寄 る こと が でき な い , 熱者 は 寄 っ て 酒 に よ っ て 歩 く こと が でき な い . アビテザび と シュマ の さ に よ っ て 戦い が おこ る .",802.11nの速度は、600Mbit/秒という理論上の最大スループットを持つ従来型の速度よりも大幅に高速です。,802.11nの速度はその前の規格よりも大幅に速く、最大理論スループットは600Mbit/sです。,0.5605409145355225,0.5784283876419067,0.5693442225456238,0.564434826374054,0.5879405736923218,0.5759479403495789
44,"アビオン と い う 女 奴隷 の ふたり の 子 を め と っ た 者 が あ っ て , コンス に 残 さ れ て い る コント から , シャベ カシャ を 残 し て い な い よう に し なさ い .",既婚者であり、成人した2人の子を持つデュバルは、この話に関係するミラーにあまり印象を残しませんでした。,デュバルは結婚しており、成人した子供が二人いますが、物語を聞かされたミラーにはあまり大きな印象を残しませんでした。,0.5770471096038818,0.6145443916320801,0.5952057242393494,0.6041171550750732,0.6196787357330322,0.6117990016937256
45,"求め て 言 っ た , "" メネ ヤ は , くじ を 引 い て くれ る だ ろ う . わたし は , これ を 聞 い て い る 間 に , くじ を 引 き いれ て い た . その 言 わ れ た こと は , 決して 聞 か な い で あ ろ う "" .",コメントを求められたミラー氏は、「公聴会ではマイクがよくしゃべるので、私は準備をしていたので、何を言っているのかよく聞こえなかった」と述べた。,コメントを求められたミラーは、「マイクは公聴会の間ずっと話していました…私は準備をしていたので、彼が何を言っているのか本当に聞いていませんでした。」と述べました。,0.6086835861206055,0.6382347941398621,0.623108983039856,0.6125450730323792,0.6282557845115662,0.6203009486198425
46,""" われわれ は ガザ びと を 切 る "" と 言 わ れ て , カフトラ から は 取り除 か れ よう "" と . 時 が 来 た の で な けれ ば , "" アビブ (彼 は 滅ぼ さ れ る こ う "" と 言 わ れ た .",「我々は、2020年までにGDPあたりの二酸化炭素排出量を2005年の水準から大幅に削減するように努力する」と胡錦濤国家主席は述べました。,「私たちは、2005年の水準から2020年までにGDP単位あたりの二酸化炭素排出量を大幅に削減するよう努める」と胡は述べました。,0.5747146606445312,0.5830367803573608,0.5788457989692688,0.5771620273590088,0.5985594987869263,0.5876660346984863
47,"彼 は その 切り倒 し た 物 の ため に 一 つ を 造 っ て は な ら な い . それ は "" 彼 ら は 移 さ れ ね ば な ら な い "" と 言 わ な かっ た 物 で あ る .",胡氏は、削減する数値を定めませんでしたが、削減は中国の経済産出量に基づいて実施されるだろうと述べました。,彼は削減の具体的な数字を示さず、中国の経済生産に基づいて行われると述べました。,0.5720571279525757,0.5969535708427429,0.5842402577400208,0.5897442698478699,0.6220319867134094,0.6054579615592957
48,""" 願 っ た 地 を 堅 く 保 ち , 初め の 道 を 新た に する こと を やめ よ "" と .",胡錦濤国家主席は、発展途上国に「まず汚染してから後始末をするというこれまでのやり方を避けるように」と呼びかけました。,胡は発展途上国に「まず汚染し、その後に清掃するという古い道を避けるように」と促しました。,0.6507182121276855,0.6154296398162842,0.6325821280479431,0.686294436454773,0.6675564050674438,0.6767957806587219
49,"また , "" だれ で も , 自制 する こと の な い よう に "" と 言 わ れ た . しかし , クレス ・ クレス ・ ロイ "" と い う の で , 多く の 人 を 連れ て 行 く こと に し た .",「しかし、発展段階、責任、能力を超えた義務を負うことを求められてはならない」と付け加えました。,彼は、「彼らに対して、発展段階、責任、能力を超える義務を負わせるべきではない」と付け加えました。,0.6045727729797363,0.6335591077804565,0.6187266707420349,0.6094794869422913,0.6435327529907227,0.626043438911438
50,"イテル び と イラ は , シャフカ から その 境 を 守 る . この 日 に ギロデ ・ ハマ テ が 聞え た .",イラク研究会は、本日12時GMTに報告書を公開しました。,イラク調査団は、今日のグリニッジ標準時12時に報告書を発表しました。,0.6765210628509521,0.6749523878097534,0.6757358312606812,0.6797282695770264,0.669429361820221,0.6745395064353943
