id,translated_german,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
10,"Während ein experimenteller Impfstoff in der Lage scheint, die Ebola-Mortalität zu reduzieren, wurden bisher keine Arzneimittel eindeutig nachgewiesen, die für die Behandlung bestehender Infektionen geeignet sind.","Während ein experimenteller Impfstoff in der Lage zu sein scheint, die Ebola-Mortalität zu senken, gibt es bisher keine Medikamente, die als eindeutig zur Behandlung bestehender Infektionen geeignet nachgewiesen wurden.","Während ein experimenteller Impfstoff anscheinend in der Lage ist, die Ebola-Mortalität zu verringern, wurde bislang kein Medikament als eindeutig geeignet zur Behandlung einer bestehenden Infektion nachgewiesen.",0.9363189339637756,0.9270229339599609,0.931647777557373,0.9076225757598877,0.8965643644332886,0.9020595550537109
11,"Ein Antikörper-Cocktail, ZMapp, zeigte zunächst Versprechen auf dem Gebiet, aber formale Studien zeigten, dass es weniger Nutzen als bei der Verhinderung des Todes angestrebt.","Ein Antikörper-Cocktail, ZMapp, erwies sich zunächst als vielversprechend, formelle Studien zeigten jedoch, dass er, was die Verhinderung von Todesfällen anbelangt, weniger Vorteile brachte als erhofft.","Ein Antikörpercocktail, ZMapp, zeigte zunächst vielversprechende Ergebnisse in diesem Bereich, aber formelle Studien ergaben, dass er weniger Nutzen bei der Verhinderung von Todesfällen hatte als erhofft.",0.8733218908309937,0.8481106758117676,0.8605316281318665,0.8873851895332336,0.881001889705658,0.8841820359230042
12,"In der PALM-Studie diente ZMapp als Kontrolle, d.h. Wissenschaftler verwendeten sie als Ausgangsbasis und verglichen die drei anderen Behandlungen mit ihr.","In der PALM-Studie diente ZMapp als Kontrolle, d.h. die Wissenschaftler verwendeten es als Ausgangsbasis und verglichen die drei anderen Behandlungen damit.","In der PALM-Studie diente ZMapp als Kontrollmittel, was bedeutet, dass die Wissenschaftler es als Basis verwendeten und die drei anderen Behandlungen mit ihm verglichen.",0.9700932502746582,0.9717929363250732,0.9709423780441284,0.8763536214828491,0.8758228421211243,0.8760880827903748
13,"USA Gymnastik unterstützt den Brief des United States Olympic Committee und akzeptiert das absolute Bedürfnis der olympischen Familie, ein sicheres Umfeld für alle unsere Athleten zu fördern.","USA Gymnastics unterstützt den Brief des Olympischen Komitees der Vereinigten Staaten und akzeptiert es als absolute Notwendigkeit, dass sich die olympische Familie für ein sicheres Umfeld für alle unsere Sportler einsetzt.","Die USA Gymnastik unterstützt den Brief des United States Olympic Committee und akzeptiert die absolute Notwendigkeit der Olympischen Familie, ein sicheres Umfeld für alle unsere Athleten zu fördern.",0.8690990805625916,0.8638823628425598,0.8664828538894653,0.9436784386634827,0.9609372615814209,0.9522296786308289
14,"Wir stimmen mit der Aussage des USOC überein, dass die Interessen unserer Athleten und Vereine und ihres Sports besser genutzt werden können, indem wir mit sinnvollen Veränderungen innerhalb unserer Organisation vorankommen und nicht mit einer Dezertifizierung.","Wir stimmen mit der Aussage des USOC überein, dass den Interessen unserer Athleten und Vereine und ihres Sports besser gedient ist, wenn wir innerhalb unserer Organisation sinnvolle Veränderungen vorantreiben, anstatt eine Dezertifizierung vorzunehmen.","Wir stimmen der Erklärung des USOC zu, dass die Interessen unserer Athleten und Vereine sowie ihres Sports besser durch eine sinnvolle Veränderung innerhalb unserer Organisation bedient werden können, anstatt durch eine Aberkennung der Zertifizierung.",0.9060817956924438,0.9011819362640381,0.9036251902580261,0.8756459951400757,0.8882958292961121,0.8819255828857422
15,"Die USA Gymnastik unterstützt eine unabhängige Untersuchung, die aufzeigen könnte, wie der Missbrauch des so mutig von den Überlebenden von Larry Nassar beschriebenen Anteils so lange unentdeckt geblieben sein könnte und alle notwendigen und angemessenen Veränderungen umfasst.","USA Gymnastics unterstützt eine unabhängige Untersuchung, die ans Licht bringen könnte, wie Missbrauch in dem Ausmaß, das von den Überlebenden von Lary Nassar so mutig beschrieben wurde, so lange unentdeckt bleiben konnte, und heißt alle notwendigen und angemessenen Veränderungen willkommen.","USA Gymnastics unterstützt eine unabhängige Untersuchung, die möglicherweise aufdecken kann, wie der Missbrauch in dem Maße, wie ihn die Überlebenden von Larry Nassar so mutig beschrieben haben, so lange unentdeckt bleiben konnte, und begrüßt alle notwendigen und angemessenen Veränderungen.",0.8848414421081543,0.8628262281417847,0.8736951351165771,0.8941934108734131,0.8665146827697754,0.8801364898681641
16,"Die USA Gymnastik und das USOC haben das gleiche Ziel: Den Sport der Gymnastik und andere so sicher wie möglich zu machen, damit Sportler ihren Träumen in einer sicheren, positiven und gestärkten Umgebung folgen können.","USA Gymnastics und das USOC haben das gleiche Ziel - den Turnsport und andere Sportarten für die Athleten so sicher wie möglich zu machen, damit sie ihren Träumen in einer sicheren, positiven und selbstbestimmten Umgebung folgen können.","Die USA Gymnastics und das USOC haben dasselbe Ziel – den Leistungssport Gymnastik und andere Sportarten so sicher wie möglich zu gestalten, damit Athleten ihre Träume in einer sicheren, positiven und gestärkten Umgebung verfolgen können.",0.921822726726532,0.8997161984443665,0.9106353521347046,0.9193423986434937,0.8906518220901489,0.9047697186470032
17,Während der 1960er Jahre arbeitete Brzezinski für John F. Kennedy als sein Berater und dann die Lyndon B. Johnson Verwaltung.,Während der 1960er-Jahre arbeitete Brzezinski als Berater für John F. Kennedy sowie anschließend für die Regierung rund um Lyndon B. Johnson.,Während der 1960er Jahre arbeitete Brzezinski als Berater für John F. Kennedy und anschließend für die Verwaltung von Lyndon B. Johnson.,0.9290182590484619,0.9147093296051025,0.9218083024024963,0.9406841397285461,0.93781578540802,0.939247727394104
18,Von 1977 bis 1981 war er als National Security Advisor (NSA) als Nachfolger von Henry Kissinger tätig.,Während der Wahlen im Jahre 1976 beriet er Carter in der Außenpolitik und diente dann von 1977 bis 1981 in Nachfolge von Henry Kissinger als als nationaler Sicherheitsberater (NSA).,Während der Auswahlverfahren 1976 beriet er Carter in Fragen der Außenpolitik und diente dann von 1977 bis 1981 als Nationaler Sicherheitsberater (NSA) und folgte Henry Kissinger nach.,0.8726091980934143,0.8024016618728638,0.8360340595245361,0.870561957359314,0.7966647148132324,0.8319756388664246
19,"Als NSA unterstützte er Carter beim diplomatischen Umgang mit Weltangelegenheiten, wie z.B. das Camp David Accords, 1978; die Normalisierung der Beziehungen zwischen den USA und China dachte an die späten 1970er Jahre; die iranische Revolution, die 1979 zur Geiselkrise im Iran führte; und die sowjetische Invasion in Afghanistan 1979.","Als nationaler Sicherheitsberater unterstützte er Carter bei der diplomatischen Handhabung von Weltangelegenheiten wie dem Camp-David-Abkommen von 1978, der Normalisierung der Beziehungen zwischen den USA und China Ende der 1970er Jahre, der iranischen Revolution, die zur Geiselkrise im Iran 1979 führte, und der sowjetischen Invasion in Afghanistan 1979.","Als NSA unterstützte er Carter dabei, weltpolitische Angelegenheiten diplomatisch zu regeln, wie zum Beispiel die Camp-David-Abkommen von 1978; die Normalisierung der US-amerikanischen Beziehungen zu China in den späten 1970er Jahren; die iranische Revolution, die zur Geiselnahme im Iran von 1979 führte; und die sowjetische Invasion in Afghanistan von 1979.",0.870803952217102,0.8789941072463989,0.8748798370361328,0.8954718112945557,0.8863449096679688,0.8908849954605103
20,"Der Film, mit Ryan Gosling und Emma Stone, erhielt Nominierungen in allen wichtigen Kategorien.",Der Film mit Ryan Gosling und Emma Stone hat Nominierungen in allen Hauptkategorien erhalten.,Der Film mit Ryan Gosling und Emma Stone erhielt Nominierungen in allen wichtigen Kategorien.,0.9192861914634705,0.9273797869682312,0.9233152866363525,0.9553452730178833,0.9820273518562317,0.9685025811195374
21,Gosling und Stone erhielten Nominierungen für die besten Schauspieler und Schauspielerin.,Gosling und Stone wurden als bester Schauspieler beziehungsweise beste Schauspielerin nominiert.,Gosling und Stone erhielten Nominierungen für den besten Schauspieler bzw. die beste Schauspielerin.,0.9121350049972534,0.9299352169036865,0.9209491610527039,0.9638923406600952,0.9393764734268188,0.951476514339447
22,"Zu den weiteren Nominierungen gehören Best Picture, Director, Cinematography, Costume Design, Film-Editing, Original Score, Production Design, Sound Editing, Sound Mixing und Original Drehbuch.","Weitere Nominierungen gibt es zum Beispiel für den besten Film, die Regie, die Kameraführung, das Kostümbild, den Schnitt, die Original-Filmmusik, das Produktionsdesign, den Tonschnitt, die Tonmischung und das Original-Drehbuch.","Die weiteren Nominierungen umfassen Beste Film, Regie, Kamera, Kostümbild, Film-Editing, Originalmusik, Produktionsdesign, Tonbearbeitung, Sound Mixing und Originaldrehbuch.",0.8149452209472656,0.7817213535308838,0.7979876399040222,0.896536648273468,0.8567802906036377,0.8762077689170837
23,"Zwei Songs aus dem Film, Audition (The Fools Who Dream) und City of Stars, erhielten Nominierungen für den besten Original-Song. Lionsgate Studio erhielt 26 Nominierungen – mehr als jedes andere Studio.","Zwei Lieder aus dem Kinofilm, Audition (The Fools Who Dream) und City of Stars, bekamen Nominierungen für das beste eigenständige Lied. Lionsgate Studio bekam 26 Nominierungen – mehr als jedes andere Filmstudio.","Zwei Lieder aus dem Film, Audition (The Fools Who Dream) und City of Stars, erhielten Nominierungen für den besten Song. Das Studio Lionsgate erhielt 26 Nominierungen – mehr als jedes andere Studio.",0.964391827583313,0.9574905037879944,0.960928738117218,0.9739573001861572,0.9796996712684631,0.9768201112747192
24,"Am späten Sonntag kündigte der US-Präsident Donald Trump in einer Erklärung über den Pressesekretär an, dass US-Truppen Syrien verlassen würden.","Am späten Sonntag kündigte der Präsident der Vereinigten Staaten, Donald Trump, in einer durch den Pressesekretär verlesenen Erklärung an, dass die US-Truppen Syrien verlassen würden.","Spät am Sonntag kündigte der Präsident der Vereinigten Staaten, Donald Trump, in einer Erklärung, die über den Pressesprecher übermittelt wurde, an, dass die US-Truppen Syrien verlassen würden.",0.9444097280502319,0.8957666158676147,0.9194452166557312,0.9245603680610657,0.849632740020752,0.8855144381523132
25,"Die Ankündigung erfolgte, nachdem Trump ein Telefongespräch mit dem türkischen Präsidenten Recep Tayyip Erdoğan geführt hatte.",Die Ankündigung erfolgte nach einem Telefongespräch von Trump mit dem türkischen Präsidenten Recep Tayyip Erdoğan.,"Die Ankündigung wurde gemacht, nachdem Trump ein Telefonat mit dem türkischen Präsidenten Recep Tayyip Erdoğan geführt hatte.",0.9266494512557983,0.9487361907958984,0.9375627636909485,0.9504652619361877,0.9722326397895813,0.9612257480621338
26,"Die Türkei würde auch die Bewachung der gefangenen ISIS-Kämpfer übernehmen, die, so die Erklärung, die europäischen Nationen sich geweigert haben, zurückzuziehen.","Die Türkei würde die Überwachung gefasster ISIS-Kämpfer durchführen, deren Rückführung, so hieß es in dem Statement, von europäischen Ländern abgelehnt wurde.","Die Türkei würde auch die Bewachung gefangener ISIS-Kämpfer übernehmen, die, wie in der Erklärung erwähnt, von europäischen Ländern zurückgewiesen wurden, repatriiert zu werden.",0.8078641891479492,0.8158167600631714,0.8118209838867188,0.8740198612213135,0.8636681437492371,0.8688130974769592
27,"Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine bereits weit verbreitete Theorie, sondern liefert Details Fossilien im Allgemeinen nicht, wie Farbe und dreidimensionale Anordnung.","Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine Theorie, die bereits weit verbreitet ist, sondern liefert auch Details, die Fossilien im Allgemeinen nicht liefern können, wie etwa Farbe und dreidimensionale Anordnung.","Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine bereits weit verbreitete Theorie, sondern liefert auch Details, die Fossilien im Allgemeinen nicht bieten können, wie Farbe und dreidimensionale Anordnung.",0.9356808662414551,0.8941398859024048,0.9144388437271118,0.9635038375854492,0.9330282211303711,0.9480211734771729
28,". Wissenschaftler sagen, das Gefieder dieses Tieres war Kastanienbraun auf der Oberseite mit einer blassen oder karotinoiden gefärbten Unterseite.","Wissenschaftler sagen, dass das Gefieder dieses Tieres auf der Oberseite kastanienbraun und auf der Unterseite hell- oder carotinoidfarben war.","Wissenschaftler sagen, dass das Federkleid dieses Tieres oben kastanienbraun und an der Unterseite blass oder carotinoidfarben war.",0.8649007678031921,0.8702497482299805,0.8675669431686401,0.842568039894104,0.8432727456092834,0.8429202437400818
29,Der Fund gibt auch Einblick in die Evolution von Federn bei Vögeln.,Der Fund gewährt auch Einblicke in die Evolution von Federn bei Vögeln.,Der Fund gewährt auch Einblicke in die Entwicklung von Federn bei Vögeln.,0.9772089719772339,0.950778603553772,0.9638126492500305,0.9674146175384521,0.9421226978302002,0.9546011686325073
30,"Weil die Dinosaurierfedern keinen gut entwickelten Schaft haben, den man Rachis nennt, aber andere Merkmale von Federn haben — Stacheln und Barbulenzen —, folgerten die Forscher, daß die Rachis eine spätere evolutionäre Entwicklung waren, die diese anderen Merkmale darstellten.","Weil die Dinosaurierfedern keinen gut entwickelten Schaft besitzen, der Rachis genannt wird, aber andere Merkmale von Federn besitzen – Widerhaken und Barbules – schlossen die Forscher daraus, dass die Rachis vermutlich eine spätere evolutionäre Entwicklung war als diese anderen Merkmale.","Da die Dinosaurierfedern keinen gut entwickelten Schaft, den sogenannten Rachis, besitzen, aber andere Merkmale von Federn – Haken und Häkchen – aufweisen, schlossen die Forscher daraus, dass der Rachis wahrscheinlich eine spätere evolutionäre Entwicklung war als diese anderen Merkmale.",0.8830834627151489,0.8937253952026367,0.888372540473938,0.8767561316490173,0.8797982931137085,0.8782746195793152
31,"Die Struktur der Federn deutet darauf hin, dass sie nicht im Flug, sondern für die Temperaturregulierung oder Anzeige verwendet wurden. Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers, die Probe zeigt Erwachsenengefieder und nicht ein Küken ist unten.","Die Struktur der Federn lässt vermuten, dass sie nicht zum Fliegen,, sondern eher zur Temperaturregulierung oder zum Herzeigen verwendet wurden. Die Forscher vermuteten, dass die Probe, obwohl es sich um den Schwanz eines jungen Dinosauriers handelt, das Gefieder eines Ausgewachsenen zeigt und nicht die Daunen eines Kükens.","Die Struktur der Federn deutet darauf hin, dass sie nicht im Flug verwendet wurden, sondern eher zur Temperaturregulierung oder zur Schau. Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, die Probe ein Erwachsenengefieder und nicht das Daunenfieder eines Kükens zeigt.",0.8782459497451782,0.8620079755783081,0.8700511455535889,0.9369423389434814,0.9265621900558472,0.9317233562469482
32,"Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers, die Probe zeigt Erwachsenengefieder und nicht ein Küken ist unten.","Die Forscher behaupteten, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, die Probe das Gefieder eines Erwachsenen und keine Kükendaunen zeigt.","Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, das Sample das Gefieder eines Erwachsenen zeigt und nicht das Daunenfeder eines Kükens.",0.887812077999115,0.8817129135131836,0.8847519755363464,0.8916142582893372,0.8727993965148926,0.8821065425872803
33,"Eine Autobombe, die gestern Morgen in der Polizeizentrale in Gaziantep, Türkei, detoniert wurde, tötete zwei Polizisten und verletzte mehr als zwanzig andere Menschen.","Eine Autobombe detonierte am Morgen des gestrigen Tages im Polizeipräsidium des türkischen Gaziantep, tötete zwei Polizisten und verwundete über zwanzig weitere Menschen.","Eine Autob Bombe detonierte gestern Morgen am Polizeihauptquartier in Gaziantep, Türkei, tötete zwei Polizeibeamte und verletzte mehr als zwanzig andere Personen.",0.8718289732933044,0.8747369647026062,0.8732805848121643,0.9079362154006958,0.9141990542411804,0.9110569357872009
34,"Das Büro des Gouverneurs sagte, 19 der Verletzten seien Polizisten.",Nach Angaben des Gouverneursbüros handelt es sich bei neunzehn der Verletzten um Polizeibeamte.,"Das Büro des Gouverneurs teilte mit, dass neunzehn der Verletzten Polizisten waren.",0.841127336025238,0.7959659099578857,0.8179236650466919,0.9280707836151123,0.9044733643531799,0.916120171546936
35,"Die Polizei sagte, sie verdächtigen einen angeblichen Daesh (ISIL) Aktivisten der Verantwortung für den Angriff.","Die Polizei sagte, dass sie einen militanten Anhänger von Daesh (ISIL) hinter dem Angriff vermuten.","Die Polizei sagte, sie verdächtige einen mutmaßlichen Dschihadisten des IS (Daesh), für den Angriff verantwortlich zu sein.",0.8364822864532471,0.8691722750663757,0.8525139689445496,0.8682633638381958,0.8318182229995728,0.8496501445770264
36,"Sie fanden, dass die Sonne nach den gleichen Grundprinzipien operierte wie andere Sterne: Die Aktivität aller Sterne im System wurde durch ihre Leuchtkraft, ihre Rotation und nichts anderes angetrieben.","Sie haben herausgefunden, dass die Sonne auf Basis derselben Grundprinzipien funktioniert, wie andere Sterne: Es wurde herausgefunden, dass die Aktivität aller Sterne im System durch ihre Leuchtkraft, Rotation und sonst nichts angetrieben wird.","Sie fanden heraus, dass die Sonne auf denselben grundlegenden Prinzipien wie andere Sterne basierte: Die Aktivität aller Sterne im System wurde als von ihrer Helligkeit und ihrer Rotation angetrieben festgestellt, und sonst nichts.",0.9177303314208984,0.8844722509384155,0.9007944464683533,0.8845617771148682,0.8727787137031555,0.8786308169364929
37,"Die Leuchtkraft und Rotation werden zusammen verwendet, um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmafluss in Zusammenhang steht.","Um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmastrom in Zusammenhang steht, werden die Leuchtkraft und die Rotation gemeinsam einbezogen.","Die Helligkeit und die Rotation werden zusammen verwendet, um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmafluss in Beziehung steht.",0.911045253276825,0.8856214284896851,0.8981534838676453,0.9652795791625977,0.9672707319259644,0.9662741422653198
38,"Je kleiner die Rossby-Zahl, desto weniger aktiv ist der Stern in Bezug auf magnetische Umkehrungen.","Je kleiner die Rossby-Zahl ist, umso weniger aktiv ist der Stern in Bezug auf Umpolungen des Magnetfelds.","Je kleiner die Rossby-Zahl, desto weniger aktiv ist der Stern hinsichtlich magnetischer Umkehrungen.",0.9296838045120239,0.9160626530647278,0.9228229522705078,0.9677478075027466,0.9748760461807251,0.97129887342453
39,Während seiner Reise geriet Iwasaki bei vielen Gelegenheiten in Schwierigkeiten.,Während der Reise geriet Iwasaki bei vielen Gelegenheiten in Schwierigkeiten.,Während seiner Reise hatte Iwasaki viele Probleme.,0.9915518164634705,0.9915518164634705,0.9915518164634705,0.8461546897888184,0.940673828125,0.8909143805503845
40,"Er wurde von Piraten ausgeraubt, in Tibet von einem tollwütigen Hund angegriffen, der Ehe in Nepal entronnen und in Indien verhaftet.","Er wurde von Piraten ausgeraubt, in Tibet von einem tollwütigen Hund angegriffen, konnte einer Heirat in Nepal entfliehen und wurde in Indien verhaftet.","Er wurde von Piraten beraubt, in Tibet von einem tollwütigen Hund angegriffen, entkam einer Ehe in Nepal und wurde in Indien festgenommen.",0.9384457468986511,0.905241072177887,0.9215443730354309,0.9223601818084717,0.9264657497406006,0.9244083762168884
41,Der 802.11n-Standard arbeitet sowohl auf den Frequenzen 2.4Ghz als auch 5.0Ghz.,"Der 802.11n-Standard läuft auf den Frequenzen 2,4 Ghz sowie 5,0 Ghz.","Der 802.11n-Standard funktioniert sowohl im 2,4-GHz- als auch im 5,0-GHz-Frequenzbereich.",0.9383723139762878,0.9546891450881958,0.9464604258537292,0.8927834033966064,0.8703600168228149,0.881429135799408
42,"Dies ermöglicht es, rückwärts kompatibel mit 802.11a, 802.11b und 802.11g zu sein, sofern die Basisstation über zwei Funkgeräte verfügt.","Dadurch kann er abwärtskompatibel mit 802.11a, 802.11b und 802.11g sein, vorausgesetzt, die Basisstation verfügt über Dual-Radio.","Dies wird es ermöglichen, rückwärtskompatibel mit 802.11a, 802.11b und 802.11g zu sein, vorausgesetzt, die Basisstation verfügt über Dualfunksender.",0.8692952990531921,0.8730357885360718,0.8711615800857544,0.9083212614059448,0.8914912343025208,0.8998275399208069
43,Die Geschwindigkeiten von 802.11n sind wesentlich schneller als die ihrer Vorgänger mit einem maximalen theoretischen Durchsatz von 600Mbit/s.,"Die Geschwindigkeit von 802,11 n ist wesentlich schneller als die der Vorgänger, die einen maximalen theoretischen Durchsatz von 600 Mbit/s hatten.","Die Geschwindigkeiten von 802.11n sind erheblich schneller als die seiner Vorgänger, mit einem maximalen theoretischen Durchsatz von 600 Mbit/s.",0.9352073669433594,0.9226824045181274,0.9289026260375977,0.9842936992645264,0.9770787358283997,0.9806729555130005
44,"Duvall, der mit zwei erwachsenen Kindern verheiratet ist, hinterließ keinen großen Eindruck auf Miller, mit dem die Geschichte verwandt war.","Duvall, verheiratet und zwei erwachsene Kinder, hat keinen großen Eindruck auf Miller gemacht, dem die Geschichte erzählt wurde.","Duvall, der verheiratet ist und zwei erwachsene Kinder hat, hinterließ bei Miller, dem die Geschichte erzählt wurde, keinen großen Eindruck.",0.8758269548416138,0.8922896981239319,0.8839817047119141,0.884318470954895,0.8884310126304626,0.8863700032234192
45,"Als Miller um einen Kommentar gebeten wurde, sagte er: ""Mike spricht viel während der Anhörung...Ich machte mich bereit, also hörte ich nicht wirklich, was er sagte.""","""Als er nach einem Kommentar gefragt wurde, sagte Miller: """"Mike spricht sehr viel während der Anhörung ... ich habe mich vorbereitet und konnte daher nicht richtig hören, was er sagte.""""""","Als er um einen Kommentar gebeten wurde, sagte Miller: „Mike redet viel während der Anhörung... Ich war damit beschäftigt, mich vorzubereiten, also habe ich nicht wirklich gehört, was er gesagt hat.“",0.8900731801986694,0.8663678765296936,0.878060519695282,0.9128099083900452,0.8751038312911987,0.8935592174530029
