id,translated_russian,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
10,"Хотя одна экспериментальная вакцина, как представляется, способна снизить смертность от Эболы, до настоящего времени ни одна из лекарств не была четко продемонстрирована как пригодная для лечения существующей инфекции.","Несмотря на то, что нашлась экспериментальная вакцина, способная снизить смертность от вируса Эбола, пока еще ни одно лекарство не продемонстрировало явного эффекта в лечении существующей инфекции.","Хотя одна экспериментальная вакцина, похоже, способна снизить смертность от Эбола, до сих пор ни одно лекарство не было четко продемонстрировано как подходящее для лечения существующей инфекции.",0.8492985963821411,0.8569434881210327,0.8531039357185364,0.9356179237365723,0.9403004050254822,0.9379532933235168
11,"Один антителный коктейль, ZMapp, первоначально продемонстрировал свои надежды на местах, но официальные исследования показали, что он приносит меньше пользы, чем хотелось бы предотвратить смерть.","Коктейль из антител ZMapp изначально показал многообещающие результаты в этой области, но официальные исследования показали, что он обладает меньшей пользой в предотвращении смерти, чем ожидалось ранее.","Один коктейль антител, ZMapp, изначально показал многообещающие результаты в этой области, но формальные исследования показали, что он менее эффективен, чем ожидалось, в предотвращении смерти.",0.823837399482727,0.8189805150032043,0.8214017152786255,0.8423628807067871,0.8412870168685913,0.8418245911598206
12,"В исследовании PALM ZMapp служил в качестве контрольного органа, что означает, что ученые использовали его в качестве основы и сравнили с ним три других лечения.","В испытании PALM, ZMapp служил в качестве контрольного уровня, то есть учёные использовали его в качестве основы и сравнили с ним три других варианта лечения.","В испытании PALM ZMapp использовался в качестве контроля, что означает, что ученые использовали его в качестве базового уровня и сравнивали три других лечения с ним.",0.9180331230163574,0.9222007989883423,0.9201122522354126,0.919045090675354,0.9240455627441406,0.9215385317802429
13,Американская гимнастика поддерживает письмо олимпийского комитета Соединенных Штатов и признает абсолютную потребность олимпийской семьи в содействии созданию безопасных условий для всех наших спортсменов.,Федерация гимнастики США поддерживает письмо Олимпийского комитета США и соглашается с абсолютной необходимостью создания безопасной среды для всех наших спортсменов.,Союз гимнастики США поддерживает письмо Олимпийского комитета Соединенных Штатов и признает абсолютную необходимость создания безопасной среды для всех наших спортсменов в Олимпийской семье.,0.8380928039550781,0.881417989730835,0.8592095375061035,0.9075241684913635,0.9324462413787842,0.9198164939880371
14,"Мы согласны с заявлением ОКП о том, что интересам наших спортсменов и клубов, а также их спорту, возможно, будет лучше способствовать продвижение вперед с существенными изменениями в нашей организации, а не отказ от сертификации.","Мы согласны с заявлением USOC о том, что интересам наших спортсменов, клубов, а также их видов спорта, больше соответствует проведение реформ внутри нашей организации, а не аннулирование ее сертификации.","Мы согласны с заявлением USOC о том, что интересы наших спортсменов и клубов, а также их спорта могут быть лучше защищены путем реализации значительных изменений в нашей организации, а не путем лишения лицензии.",0.8565381765365601,0.8901457786560059,0.8730186820030212,0.8558968305587769,0.8707360029220581,0.8632526397705078
15,"Гимнастика США поддерживает независимое расследование, которое может пролить свет на то, как злоупотребление пропорцией, описываемой столь мужественно пережившими Ларри Нассара, могло остаться незамеченным в течение столь длительного времени и включать любые необходимые и надлежащие изменения.","USA Gymnastics поддерживает независимое расследование, которое бы могло пролить свет на то, каким образом насилие в таких масштабах, столь храбро описанных выжившими жертвами Ларри Наскара, могло продолжаться незамеченным так долго, и поддерживает все необходимые и уместные в данном случае изменения.","USA Gymnastics поддерживает независимое расследование, которое может пролить свет на то, как злоупотребления в такой степени, как это смело описали выжившие после Ларри Нассара, могли оставаться незамеченными так долго, и поддерживает любые необходимые и уместные изменения.",0.8047491312026978,0.8196113109588623,0.8121122121810913,0.8358372449874878,0.8689495325088501,0.8520717620849609
16,"Гимнастика США и ЮСОК преследуют одну и ту же цель: сделать спорт гимнастики и другие как можно более безопасными для спортсменов, чтобы они могли следовать своим мечтам в безопасной, позитивной и благоприятной обстановке.","Федерация гимнастики США и Олимпийский комитет США имеют одинаковую цель — сделать гимнастику и другие виды спорта настолько безопасными для спортсменов, насколько это возможно, чтобы они могли стремиться к своим целям в безопасной, позитивной среде и были наделены всеми правами.","Всё в гимнастике и Олимпийский комитет США преследуют одну и ту же цель — сделать спорт гимнастики, а также другие виды спорта, максимально безопасными для спортсменов, чтобы они могли следовать своим мечтам в безопасной, позитивной и вдохновляющей обстановке.",0.8231377005577087,0.8018546104431152,0.81235671043396,0.8938246965408325,0.8662009835243225,0.879796028137207
17,"На протяжении 1960-х годов Брезински работал на Джона Ф. Кеннеди в качестве его советника, а затем в администрации Линдона Б. Джонсона.","В 1960-х гг. Бжезинский занимал должность советника при Джоне Ф. Кеннеди, затем в администрации Линдона Б. Джонсона.","На протяжении 1960-х годов Бжезинский работал в качестве советника у Джона Ф. Кеннеди, а затем и в администрации Линдона Б. Джонсона.",0.9068100452423096,0.9122447967529297,0.9095192551612854,0.9477018117904663,0.9468414187431335,0.9472714066505432
18,"Во время отбора в 1976 году он консультировал Картера по вопросам внешней политики, а затем работал советником по вопросам национальной безопасности (НСБ) с 1977 по 1981 год, сменив Генри Киссинджера.","Во время выборов 1976 года он консультировал Картера по вопросам внешней политики. Затем с 1977 по 1981 год он работал советником по национальной безопасности, сменив на этом посту Генри Киссинджера.","В ходе выборов 1976 года он консультировал Картера по вопросам внешней политики, а затем с 1977 по 1981 год занимал пост советника по национальной безопасности (NSA), сменив Генри Киссинджера.",0.9080049991607666,0.925998330116272,0.9169134497642517,0.9341611266136169,0.945064902305603,0.9395813941955566
19,"Как АНБ, он помогал Картеру в дипломатическом управлении мировыми делами, такими, как соглашения Кэмп-Дэвида 1978 года; нормализация отношений между США и Китаем думала о конце 70-х годов; иранская революция, которая привела к кризису с заложниками в Иране 1979 года; и советское вторжение в Афганистан 1979 года.","Будучи советником по нацбезопасности, он помогал Картеру в мировой дипломатии, например, в заключении Кэмп-Дэвидских соглашений 1978 года, нормализации американо-китайских отношений в конце 1970-х годов, выработке политики в отношении Иранской революции, приведшей к кризису с заложниками в 1979 г., и вторжении СССР в Афганистан в 1979 году.","В качестве советника по национальной безопасности он помогал Картеру в дипломатическом решении мировых дел, таких как Кэмп-Дэвидские соглашения 1978 года; нормализация отношений США и Китая в конце 1970-х; Иранская революция, которая привела к захвату американских заложников в Иране в 1979 году; и советское вторжение в Афганистан в 1979 году.",0.849069356918335,0.8376550078392029,0.8433235287666321,0.8906221985816956,0.9016957879066467,0.8961247801780701
20,Фильм с участием Райана Гослинга и Эммы Стоун был номинирован во всех основных категориях.,Этот фильм с участием Райана Гослинга и Эммы Стоун получил номинации во всех главных категориях.,Фильм с Райаном Гослингом и Эммой Стоун получил номинации во всех основных категориях.,0.9527440071105957,0.9603097438812256,0.956511914730072,0.9284200668334961,0.9445281624794006,0.9364048838615417
21,Гослин и Стоун получили номинации соответственно на лучший актёр и актрису.,Гослинг и Стоун получили номинации на лучшего актера и актрису соответственно.,Гослинг и Стоун получили номинации на лучшего актёра и актрису соответственно.,0.9571376442909241,0.942192554473877,0.9496063590049744,0.9668629169464111,0.9469114542007446,0.9567831754684448
22,"К числу других кандидатов относятся Лучшая фотография, директор по кинематографии, дизайну костюмов, редактированию фильмов, оригинальной скрипке, дизайну производства, звуковому редактированию, смешению звуков и оригинальному скринплею.","Среди других номинаций: ""Лучшая картина"", ""Режиссёр"", ""Операторская работа"", ""Дизайн костюмов"", ""Монтаж фильма"", ""Оригинальная музыка"", ""Художник-постановщик"", ""Звуковой монтаж"", ""Звук"" и ""Оригинальный сценарий"".","Другие номинации включают: Лучший фильм, Режиссура, Операторская работа, Дизайн костюмов, Монтаж фильма, Оригинальная музыка, ПрProduction Design, Звуковой монтаж, Звуковая обработка и Оригинальный сценарий.",0.7249640226364136,0.7147821187973022,0.7198370695114136,0.734944224357605,0.7438315153121948,0.7393611669540405
23,"Две песни из фильма — «The Fools Who Dream» и «Sity of Stars» — были номинированы на лучшую оригинальную песню. Студия Lionsgate получила 26 номинаций — больше, чем любая другая студия.","Две песни из фильма — Audition (The Fools Who Dream) и City of Stars, попали в номинацию лучшая авторская песня. Студия Lionsgate попала в 26 номинаций — больше, чем любая другая студия.","Две песни из фильма, ""Аудиша"" (Глупцы, которые мечтают) и ""Город звезд"", получили номинации на лучшую оригинальную песню. Студия Lionsgate получила 26 номинаций — больше, чем любая другая студия.",0.9060916304588318,0.9058208465576172,0.9059561491012573,0.9058351516723633,0.8794208765029907,0.8924326300621033
24,"В конце воскресенья президент Соединенных Штатов Дональд Трамп в заявлении, сделанном через пресс-секретаря, объявил, что американские войска покинут Сирию.","Поздно вечером в воскресенье президент США Дональд Трамп через пресс-секретаря заявил, что войска США покинут Сирию.","Поздно в воскресенье президент Соединенных Штатов Дональд Трамп в заявлении, переданном через пресс-секретаря, объявил, что американские войска покинут Сирию.",0.8295834064483643,0.9198012351989746,0.8723660111427307,0.9719473719596863,0.9672383069992065,0.9695871472358704
25,Объявление было сделано после телефонного разговора Трампа с президентом Турции Реджепом Тайипом Эрдоганом.,"Заявление было сделано после того, как Трамп провел телефонный разговор с президентом Турции Реджепом Тайипом Эрдоганом.",Объявление было сделано после телефонного разговора Трампа с президентом Турции Реджепом Тайипом Эрдоаном.,0.9424912929534912,0.9165976047515869,0.9293641448020935,0.9831966161727905,0.9885517954826355,0.9858669638633728
26,"Турция также возьмет на себя функции по охране захваченных боевиков ИГИЛ, которые, как отмечалось в заявлении, европейские страны отказались репатриироваться.","Кроме того, Турция займет главную роль в вопросе охраны пойманных боевиков ИГИЛ, которых, согласно заявлению, европейские государства не согласились возвращать домой.","Турция также возьмет на себя охрану захваченных бойцов ИГИЛ, которые, как говорится в заявлении, европейские страны отказались репатриировать.",0.8304339647293091,0.8346798419952393,0.8325514793395996,0.9358079433441162,0.9586142301559448,0.9470738172531128
27,"Это не только подтверждает, что по крайней мере у некоторых динозавров были перья, теория уже широко распространенная, но и содержит детали, которые обычно не могут, такие как цвет и трехмерная схема.","Это не только подтверждает, что, по крайней мере, у некоторых динозавров были перья, что является уже широко распространённой теорией, но и предоставляет детали, которые обычно нельзя получить из окаменелых остатков, такие как цвет и трехмерную структуру.","Это не только подтверждает, что как минимум у некоторых динозавров были перья, что уже широко распространенная теория, но и предоставляет детали, которые обычно не могут быть получены из окаменелостей, такие как цвет и трехмерное расположение.",0.9319871664047241,0.8741459250450134,0.9021403789520264,0.9337673187255859,0.886782169342041,0.9096684455871582
28,"Ученые говорят, что опухоль этого животного была каштановой наверху с бледным или каротеноидным цветом.","Учёные говорят, что оперение этого животного было сверху каштаново-коричневого цвета, а снизу — либо бледным, либо имело каротиноидную пигментацию.","Ученые утверждают, что оперение этого животного было каштаново-коричневым сверху с бледным или каротиноидным цветом снизу.",0.8512576818466187,0.7921960949897766,0.8206655979156494,0.9101409912109375,0.8778218626976013,0.8936893343925476
29,Находка также помогает понять эволюцию перьев у птиц.,Находка также позволяет ознакомиться с эволюцией перьев у птиц.,Это открытие также дает представление о эволюции перьев у птиц.,0.935698926448822,0.9127888083457947,0.9241018891334534,0.8704764246940613,0.8677470088005066,0.869109570980072
30,"Поскольку перья динозавров не имеют хорошо развитой шахты, называемой рачи, но имеют другие черты перьев — колючки и барбулы, — исследователи пришли к выводу, что рачи, вероятно, были более поздним эволюционным развитием, чем эти другие особенности.","Так как у перьев динозавров отсутствует хорошо развитый стержень, называемый рахисом, но все же имеются другие отличительные черты — бородки и бородочки — исследователи пришли к выводу, что рахис, скорее всего, появился позднее путем эволюционного развития других отличительных черт.","Поскольку перья динозавров не имеют хорошо развитого стержня, называемого рачисом, но обладают другими признаками перьев — бородками и бородочками, исследователи пришли к выводу, что рачис, вероятно, был более поздним эволюционным развитием по сравнению с этими другими признаками.",0.8476510047912598,0.8313713073730469,0.8394322395324707,0.9052473306655884,0.8843369483947754,0.8946700096130371
31,"По мнению исследователей, несмотря на то, что это хвост молодого динозавра, образец показывает опухоль взрослого человека, а не девчонку.","Структура перьев наводит на мысль, что они не использовались для полёта, а скорее для регуляции температуры и демонстрирования. Исследователи предположили, что хотя это и хвост молодого динозавра, но в образце представлено взрослое оперение, а не пух цыплёнка.","Структура перьев предполагает, что они не использовались для полёта, а скорее для терморегуляции или демонстрации. Исследователи предположили, что, хотя это хвост молодого динозавра, образец показывает взрослое оперение, а не пух птенца.",0.8030730485916138,0.7296000123023987,0.7645754814147949,0.8352384567260742,0.7576181292533875,0.7945370674133301
32,"Исследователи предположили, что, хотя это хвост молодого динозавра, образец показывает опухоль взрослого, а не девчонки.","Исследователи предположили, что, несмотря на то, что это хвост молодого динозавра, данный образец имеет оперение взрослой особи, а не пух цыплёнка.","Исследователи предположили, что, хотя это хвост молодого динозавра, образец демонстрирует взрослое оперение, а не птичье пуховое оперение.",0.9136000275611877,0.8846727609634399,0.8989037275314331,0.9232161045074463,0.887916088104248,0.9052221179008484
33,"Вчера утром в штаб-квартире полиции в Газиантепе, Турция, была взорвана машина, в результате чего два полицейских погибли и более 20 человек получили ранения.","Вчера утром возле главного полицейского управления Газиантепа (Турция) был подорван автомобиль, в результате чего погибли 2 полицейских и еще более 20 человек получили ранения.","Вчера утром в Газьянтепе, Турция, у главного управления полиции прогремел автомобильный взрыв, в результате которого погибли два полицейских, а более двадцати человек получили ранения.",0.9116789698600769,0.9243013858795166,0.9179467558860779,0.891058623790741,0.8735690116882324,0.8822271227836609
34,"По словам губернатора, 19 из раненых были сотрудниками полиции.","Канцелярия губернатора сообщила, что 19 из раненных были офицерами полиции.","Офис губернатора сообщил, что девятнадцать из раненых были полицейскими.",0.9061559438705444,0.8218874335289001,0.8619670271873474,0.8648478388786316,0.8142819404602051,0.8388034701347351
35,"Полиция заявила, что она подозревает одного из предполагаемых боевиков Даеса (ИГИЛ) в том, что он несет ответственность за это нападение.","Полиция заявила, что в совершении нападения подозревается предполагаемый боевик ДАИШ (ИГИЛ).","Полиция заявила, что подозревает предполагаемого боевика Даеш (ИГИЛ) в ответственности за атаку.",0.8407756686210632,0.8776821494102478,0.858832597732544,0.8799893856048584,0.929541826248169,0.9040871858596802
36,"Они обнаружили, что Солнце действовало по тем же основным принципам, что и другие звезды: активность всех звезд в системе была признана движущейся их светимостью, их вращением и ничего больше.","Они обнаружили, что Солнце работает по тем же основным принципам, что и другие звёзды: было установлено, что активность всех звёзд в системе определяется их яркостью, вращением и ничем другим.","Они обнаружили, что Солнце функционирует на тех же основных принципах, что и другие звезды: выяснили, что активность всех звезд в системе определяется их светимостью, их вращением и ничем другим.",0.884812593460083,0.8946560025215149,0.889707088470459,0.8880545496940613,0.890214741230011,0.8891333341598511
37,"Светочувствительность и вращение используются вместе для определения числа звезды Россби, которое связано с плазменным потоком.","Совокупность светимости и вращения используется для определения числа Россби звезды, связанного с потоком плазмы.","Яркость и вращение используются вместе для определения числа Россби звезды, которое связано с потоком плазмы.",0.8426816463470459,0.8530055284500122,0.8478121757507324,0.8866854906082153,0.9223840236663818,0.9041825532913208
38,"Чем меньше число Россби, тем менее активна звезда с точки зрения магнитных откатов.","Чем меньше число Россби, тем менее активна звезда по отношению к инверсиям магнитного поля.","Чем меньше число Россби, тем менее активна звезда в отношении магнитных переворотов.",0.9169590473175049,0.9010918140411377,0.9089561700820923,0.901422381401062,0.9008876085281372,0.9011549353599548
39,Во время поездки Ивасаки часто сталкивался с проблемами.,Ивасаки часто попадал в неприятные ситуации во время путешествия.,Во время своей поездки Ивасаки столкнулся с трудностями много раз.,0.8673189878463745,0.844412088394165,0.8557122349739075,0.9147018194198608,0.8957201242446899,0.9051114320755005
40,"Он был ограблен пиратами, атакован в Тибете бешеной собакой, сбежал от брака в Непале и был арестован в Индии.","Он был ограблен пиратами, атакован бешеной собакой в Тибете, избежал свадьбы в Непале и был арестован в Индии.","Он был ограблен пиратами, напал в Тибете бешеной собакой, избежал женитьбы в Непале и был арестован в Индии.",0.9581081867218018,0.9545258283615112,0.9563136696815491,0.9459532499313354,0.943942666053772,0.9449468851089478
41,"Стандарт 802.11n действует как на частотах 2,4 Гц, так и 5,0 Гц.",Стандарт 802.11n работает на обоих частотах – 2.4 ГГц и 5.0 ГГц.,Стандарт 802.11n работает на частотах 2.4 ГГц и 5.0 ГГц.,0.8857853412628174,0.895828902721405,0.8907787799835205,0.8961743712425232,0.9262702465057373,0.9109737873077393
42,"Это позволит ему быть в обратном направлении совместимым с 802.11a, 802.11b и 802.11g при условии, что на базовой станции имеются два радиостанция.","Это обеспечит его обратную совместимость с 802.11a, 802.11b и 802.11g при условии, что у базовой станции есть двойной приемник.","Это позволит обеспечить обратную совместимость с 802.11a, 802.11b и 802.11g, при условии, что базовая станция имеет два радиопередатчика.",0.8950195908546448,0.8929983377456665,0.8940078020095825,0.9045190811157227,0.8987332582473755,0.9016169309616089
43,"Скорость 802,11n значительно выше, чем у его предшественников с максимальной теоретической пропускной способностью 600 Мбит/с.","Скорости 802.11n значительно быстрее, чем у его предшественников с максимальной теоретической пропускной способностью в 600 Мбит/с.","Скорости 802.11n значительно выше, чем у его предшественников, с максимальной теоретической пропускной способностью 600 Мбит/с.",0.9713423252105713,0.9568014740943909,0.9640170931816101,0.9722880125045776,0.9655900001525879,0.9689274430274963
44,"Дюваль, женатый на двух взрослых детях, не произвел большого впечатления на Миллера, с которым эта история была связана.","Дюваль, который женат и имеет двух совершеннолетних детей, не произвел большого впечатления на Миллера, которому рассказали эту историю.","Дюваль, который женат и имеет двух взрослых детей, не произвел большого впечатления на Миллера, которому была рассказана эта история.",0.8722931146621704,0.8901057839393616,0.8811094164848328,0.9075976014137268,0.9138641357421875,0.91072016954422
45,"Когда Миллер попросил комментарии, он сказал: ""Майк много разговаривал во время слушания... Я готовился, чтобы не слышать, что он говорит"".","Когда у Миллера попросили комментарий, он сказал: ""Майк много говорит во время слушаний... Я готовился, поэтому особо не слушал, что он говорил"".","Когда его спросили о комментарии, Миллер сказал: «Майк много говорит на слушании... Я готовился, поэтому не очень слушал, что он говорил».",0.9183469414710999,0.9073336124420166,0.9128071069717407,0.8825252056121826,0.8905503749847412,0.8865196108818054
