id,translated_france,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
31,"La structure des plumes suggère qu'elles n'ont pas été utilisées en vol, mais plutôt pour la régulation ou l'affichage de la température. Les chercheurs ont suggéré que, même si c'est la queue d'un jeune dinosaure, l'échantillon montre un plumage adulte et non pas un duvet de poussin.","La structure des plumes suggère qu’elles n’étaient pas utilisées en vol mais plutôt pour la régulation ou l’affichage de la température. Les chercheurs ont suggéré que, même s’il s’agit de la queue d’un jeune dinosaure, l’échantillon montre un plumage d’adulte et non le duvet d’un poussin.","La structure des plumes suggère qu'elles n'étaient pas utilisées pour le vol mais plutôt pour la régulation de la température ou l'affichage. Les chercheurs ont suggéré que, bien que cela soit la queue d'un jeune dinosaure, l'échantillon montre un plumage adulte et non du duvet de poussin.",0.915561318397522,0.8768296241760254,0.8957769870758057,0.9531527757644653,0.9596268534660339,0.9563788771629333
32,"Les chercheurs ont suggéré que, même si c'est la queue d'un jeune dinosaure, l'échantillon montre un plumage adulte et non pas un duvet de poussin.","Les scientifiques précisent qu'il s'agit certes de la queue d'un dinosaure juvénile, mais l'échantillon révèle un plumage appartenant à un individu adulte, et non à un jeune.","Les chercheurs ont suggéré que, même si c'est la queue d'un jeune dinosaure, l'échantillon montre un plumage adulte et non du duvet d'un poussin.",0.8527180552482605,0.846338152885437,0.8495162129402161,0.9754407405853271,0.9734950661659241,0.9744669795036316
33,"Une voiture piégée a explosé au quartier général de la police à Gaziantep, en Turquie, hier matin, a tué deux policiers et blessé plus de vingt autres personnes.","Une voiture piégée a explosé au siège de la police à Gaziantep, en Turquie, hier matin, tuant deux officiers de police et blessant plus de vingt autres personnes.","Une voiture piégée a explosé au siège de la police à Gaziantep, en Turquie, hier matin, tuant deux officiers de police et blessant plus de vingt autres personnes.",0.9389340877532959,0.934017539024353,0.9364693760871887,0.9389340877532959,0.934017539024353,0.9364693760871887
34,Le bureau du gouverneur a dit que 19 des blessés étaient des policiers.,Le bureau du gouverneur a déclaré que dix-neuf des blessés étaient des officiers de police.,Le bureau du gouverneur a déclaré que dix-neuf des blessés étaient des policiers.,0.947208046913147,0.9202269911766052,0.933522641658783,0.9782164692878723,0.9541356563568115,0.9660260677337646
35,La police a dit qu'elle soupçonnait un militant présumé de Daech (EIIL) de la responsabilité de l'attaque.,La police a déclaré soupçonner un militant présumé de Daesh (ÉI) comme le suspect à l'origine de cette attaque.,La police a déclaré qu'elle soupçonne un prétendu militant de Daesh (EI) d'être responsable de l'attaque.,0.8895428776741028,0.8878606557846069,0.8887009024620056,0.9221569299697876,0.9222058057785034,0.9221813678741455
36,"Ils ont trouvé le Soleil opéré sur les mêmes principes de base que les autres étoiles: L'activité de toutes les étoiles dans le système a été trouvée pour être entraînée par leur luminosité, leur rotation, et rien d'autre.","Ils ont constaté que le Soleil fonctionnait selon les mêmes principes de base que les autres étoiles. L'activité de toutes les étoiles du système est déterminée par leur luminosité, leur rotation et rien d'autre.","Ils ont découvert que le Soleil fonctionnait selon les mêmes principes de base que les autres étoiles : l'activité de toutes les étoiles du système était déterminée par leur luminosité, leur rotation, et rien d'autre.",0.9010975360870361,0.9102931022644043,0.9056719541549683,0.9124741554260254,0.9221323132514954,0.9172778129577637
37,"La luminosité et la rotation sont utilisées ensemble pour déterminer le nombre d'étoiles Rossby, qui est lié au flux plasmatique.","La luminosité et la rotation sont utilisées conjointement afin de déterminer le nombre de Rossby d'une étoile, qui est lié au flux de plasma.","La luminosité et la rotation sont utilisées ensemble pour déterminer le nombre de Rossby d'une étoile, qui est lié au flux de plasma.",0.9377590417861938,0.911814272403717,0.9246046543121338,0.9504275321960449,0.937354326248169,0.9438456892967224
38,"Plus le nombre de Rossby est petit, moins l'étoile est active par rapport aux inversions magnétiques.","En ce qui concerne les inversions magnétiques, plus le nombre de Rossby est petit, moins l’étoile est active .","Plus le nombre de Rossby est petit, moins l'étoile est active en ce qui concerne les inversions magnétiques.",0.9103386402130127,0.8869646787643433,0.8984996676445007,0.9696934223175049,0.9490541219711304,0.9592627882957458
39,"Pendant son voyage, Iwasaki a eu des ennuis à de nombreuses reprises.","Au cours de son voyage, Iwasaki a eu des problèmes à de nombreuses occasions.","Lors de son voyage, Iwasaki a rencontré des problèmes à de nombreuses reprises.",0.9366234540939331,0.9389422535896301,0.9377813935279846,0.9385349750518799,0.9235025644302368,0.930958092212677
40,"Il a été volé par des pirates, attaqué au Tibet par un chien enragé, échappé au mariage au Népal et a été arrêté en Inde.","Il a été volé par des pirates, attaqué au Tibet par un chien enragé, a échappé à un mariage au Népal et a été arrêté en Inde.","Il a été volé par des pirates, attaqué au Tibet par un chien enragé, a échappé à un mariage au Népal et a été arrêté en Inde.",0.984113335609436,0.9777979254722595,0.9809455275535583,0.9841133952140808,0.9777978658676147,0.9809455275535583
41,La norme 802.11n fonctionne sur les fréquences 2.4Ghz et 5.0Ghz.,"La norme 802.11n fonctionne à la fois sur les fréquences 2,4 GHz et 5,0 GHz.","La norme 802.11n fonctionne à la fois sur les fréquences de 2,4 GHz et de 5,0 GHz.",0.9348775148391724,0.9180406332015991,0.9263826012611389,0.9245448708534241,0.8956717252731323,0.9098792672157288
42,"Cela lui permettra d'être à l'envers compatible avec 802.11a, 802.11b et 802.11g, à condition que la station de base dispose de deux radios.","Ceci autorisera la rétro-compatibilité avec les itérations 802.11a, b et g, sous réserve que la station possède deux radios.","Cela permettra d'être rétrocompatible avec 802.11a, 802.11b et 802.11g, à condition que la station de base ait des radios duales.",0.8247654438018799,0.8101281523704529,0.8173812031745911,0.9274976253509521,0.915058434009552,0.9212360978126526
43,"Les vitesses de 802,11n sont considérablement plus rapides que celles de ses prédécesseurs avec un débit théorique maximal de 600Mbit/s.","Les vitesses de la norme Wi-Fi 802.11n sont sensiblement plus rapides que celles de ses prédécesseurs, avec un débit théorique maximum de 600 Mbit/s.","Les vitesses de 802.11n sont considérablement plus rapides que celles de ses prédécesseurs, avec un débit théorique maximum de 600 Mbit/s.",0.9529042840003967,0.9277812838554382,0.9401749968528748,0.9848368167877197,0.9799516201019287,0.9823881387710571
44,"Duvall, qui est marié avec deux enfants adultes, n'a pas laissé une grande impression sur Miller, à qui l'histoire était liée.","Duvall, qui est marié et a deux enfants adultes, n’a pas fait bonne impression à Miller, à qui l’histoire a été relatée.","Duvall, qui est marié et a deux enfants adultes, n'a pas laissé une grande impression sur Miller, à qui l'histoire a été racontée.",0.9081375002861023,0.8802826404571533,0.8939931392669678,0.959703266620636,0.9333707094192505,0.9463538527488708
45,"Quand on lui a demandé de faire des commentaires, Miller a dit : « Mike parle beaucoup pendant l'audience... je me préparais donc je n'entendais pas vraiment ce qu'il disait. »","Lorsqu'on lui a demandé de commenter, Miller a déclaré : « Mike parle beaucoup pendant l'audience… Je me préparais, donc je n'ai pas vraiment entendu ce qu'il disait ».","Lorsqu'on lui a demandé de commenter, Miller a déclaré : « Mike parle beaucoup pendant l'audience... Je me préparais, donc je n'écoutais pas vraiment ce qu'il disait. »",0.9177140593528748,0.9355324506759644,0.9265376329421997,0.9581167101860046,0.960597813129425,0.9593556523323059
46,"« Nous nous efforcerons de réduire les émissions de dioxyde de carbone par unité de PIB d'ici 2020 par rapport au niveau de 2005, a déclaré M. Hu.","« Nous nous efforcerons de réduire les émissions de dioxyde de carbone par unité de PIB de manière significative d'ici 2020 par rapport au niveau de 2005 », a déclaré M. Hu.","« Nous nous efforcerons de réduire les émissions de dioxyde de carbone par unité de PIB d'une marge notable d'ici 2020 par rapport au niveau de 2005 », a déclaré Hu.",0.974723219871521,0.94757080078125,0.9609552621841431,0.9494220018386841,0.9336669445037842,0.9414785504341125
47,"Il n'a pas fixé de chiffre pour les réductions, disant qu'elles seront faites en fonction de la production économique de la Chine.","Il n'a pas chiffré ces réductions, disant qu'elles seront basées sur la production économique chinoise.","Il n'a pas fixé de chiffre pour les réductions, disant qu'elles seront effectuées en fonction de la production économique de la Chine.",0.8748349547386169,0.9081283807754517,0.891170859336853,0.9956260323524475,0.9921579360961914,0.9938889741897583
48,Hu a encouragé les pays en développement « à éviter l'ancienne voie de la pollution d'abord et à nettoyer plus tard ».,Hu a encouragé les pays en voie de développement « à éviter l'ancienne méthode qui consistait à polluer d'abord et à nettoyer ensuite ».,"Hu a encouragé les pays en développement ""à éviter l'ancienne voie de polluer d'abord et de nettoyer ensuite.""",0.9185969829559326,0.8917111754417419,0.9049544334411621,0.9286456108093262,0.9270191192626953,0.9278316497802734
49,"Il a ajouté qu'il ne fallait toutefois pas leur demander d'assumer des obligations qui vont au-delà de leur stade de développement, de leurs responsabilités et de leurs capacités.","Il a ajouté qu’« on ne devrait cependant pas leur demander d’assumer des obligations qui dépassent leur stade de développement, leur responsabilité et leurs capacités. »","Il a ajouté que ""ils ne devraient cependant pas être contraints de prendre des engagements qui dépassent leur stade de développement, leurs responsabilités et leurs capacités.""",0.881008505821228,0.8811094164848328,0.8810589909553528,0.8666594624519348,0.8679734468460083,0.8673158884048462
50,Le Groupe d'étude sur l'Iraq a présenté son rapport aujourd'hui à 12 heures GMT.,Le groupe d’étude sur l’Irak a présenté son rapport aujourd’hui à 12 h GMT.,Le Groupe d'étude sur l'Irak a présenté son rapport aujourd'hui à 12h00 GMT.,0.9338685870170593,0.9170170426368713,0.9253661036491394,0.981238842010498,0.973694920539856,0.9774523377418518
51,"Il met en garde Personne ne peut garantir que toute ligne d'action en Irak à ce stade mettra fin à la guerre sectaire, à la violence croissante ou à un glissement vers le chaos.","Il avertit que personne ne peut garantir que toute action en Irak à ce stade mettra fin à la guerre sectaire, à la violence croissante ou au glissement vers le chaos.","Cela prévient que personne ne peut garantir qu'aucune action en Irak à ce stade mettra fin à la guerre civile, à la violence croissante ou à une dérive vers le chaos.",0.9178626537322998,0.9460805058479309,0.9317580461502075,0.8939685821533203,0.9161317348480225,0.9049144387245178
